agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,abc_coef,sr,valid_goals,invalid_goals,avg_xy,max_xy,avg_z
alice,1,28676063,2470,0.0947,1.3305,3.9721,0.05,,,,327,22,0.198,0.562,0.004
alice,1,28676063,2471,0.1271,1.0228,4.0442,0.05,,,,300,14,0.224,0.561,0.005
alice,1,28676063,2472,0.152,0.7652,3.6282,0.05,,,,290,17,0.268,0.643,0.005
alice,1,28676063,2473,0.0666,0.7477,3.7465,0.05,,,,273,23,0.328,0.731,0.005
alice,1,28676063,2474,0.1203,0.7275,3.4828,0.05,,,,289,27,0.345,0.69,0.005
alice,1,28676063,2475,0.0879,0.6968,3.2015,0.05,,,,273,54,0.32,0.695,0.005
alice,1,28676063,2476,0.1277,0.6853,3.2263,0.05,,,,282,43,0.341,0.693,0.006
alice,1,28676063,2477,0.1159,0.7081,2.7905,0.05,,,,290,33,0.328,0.707,0.004
alice,1,28676063,2478,0.1306,0.6448,2.5723,0.05,,,,302,31,0.326,0.683,0.003
alice,1,28676063,2479,0.1515,0.6655,2.7097,0.05,,,,305,22,0.355,0.655,0.004
alice,1,28676063,2480,0.132,0.7296,3.047,0.05,,,,291,26,0.342,0.649,0.005
alice,1,28676063,2481,0.1167,0.6995,2.7262,0.05,,,,309,8,0.36,0.682,0.003
alice,1,28676063,2482,0.0645,0.6089,2.3102,0.05,,,,323,15,0.325,0.616,0.003
alice,1,28676063,2483,0.0557,0.5519,2.0904,0.05,,,,333,12,0.303,0.631,0.002
alice,1,28676063,2484,0.1229,0.5952,2.2791,0.05,,,,320,12,0.348,0.725,0.003
alice,1,28676063,2485,0.1046,0.7047,2.7791,0.05,,,,301,18,0.319,0.664,0.003
alice,1,28676063,2486,0.0768,0.6664,2.7052,0.05,,,,311,18,0.33,0.676,0.004
alice,1,28676063,2487,0.0852,0.6744,2.6471,0.05,,,,309,30,0.315,0.661,0.004
alice,1,28676063,2488,0.1329,0.61,2.6626,0.05,,,,313,12,0.35,0.657,0.004
alice,1,28676063,2489,0.0914,0.8125,3.6866,0.05,,,,293,7,0.301,0.629,0.006
alice,1,28676063,2490,0.0272,0.7561,3.1329,0.05,,,,290,14,0.273,0.6,0.004
alice,1,28676063,2491,0.0597,0.5688,2.2931,0.05,,,,313,22,0.256,0.783,0.002
alice,1,28676063,2492,0.0701,0.5055,2.2079,0.05,,,,324,16,0.294,0.687,0.003
alice,1,28676063,2493,0.1534,0.4953,2.242,0.05,,,,328,12,0.305,0.636,0.005
alice,1,28676063,2494,0.0917,0.5265,2.2925,0.05,,,,304,13,0.309,0.636,0.004
alice,1,28676063,2495,0.1094,0.5297,2.2342,0.05,,,,315,10,0.308,0.587,0.004
alice,1,28676063,2496,0.1099,0.5846,2.3243,0.05,,,,302,26,0.282,0.679,0.005
alice,1,28676063,2497,0.1199,0.5755,2.4145,0.05,,,,309,18,0.3,0.633,0.005
alice,1,28676063,2498,0.1214,0.5064,2.3141,0.05,,,,310,12,0.309,0.69,0.004
alice,1,28676063,2499,0.1009,0.6563,2.9128,0.05,,,,298,14,0.311,0.695,0.005
alice,1,28676063,2500,0.0869,0.511,2.1938,0.05,,,,312,27,0.285,0.649,0.004
alice,1,28676063,2501,0.0713,0.552,2.3354,0.05,,,,316,22,0.28,0.613,0.004
alice,1,28676063,2502,0.1171,0.4923,2.1047,0.05,,,,313,25,0.29,0.632,0.004
alice,1,28676063,2503,0.1159,0.5277,2.4471,0.05,,,,322,14,0.277,0.592,0.005
alice,1,28676063,2504,0.0838,0.6652,2.9182,0.05,,,,293,20,0.279,0.628,0.004
alice,1,28676063,2505,0.088,0.6419,2.9231,0.05,,,,299,39,0.249,0.613,0.004
alice,1,28676063,2506,0.0781,0.6293,2.8065,0.05,,,,292,61,0.232,0.646,0.004
alice,1,28676063,2507,0.0912,0.5997,3.0438,0.05,,,,295,46,0.245,0.7,0.007
alice,1,28676063,2508,0.0951,0.6924,3.3256,0.05,,,,288,15,0.316,0.651,0.007
alice,1,28676063,2509,0.0303,0.5872,2.4789,0.05,,,,250,108,0.168,0.667,0.004
alice,1,28676063,2510,0.1424,0.5469,2.3298,0.05,,,,342,34,0.255,0.661,0.005
alice,1,28676063,2511,0.115,0.4902,2.4138,0.05,,,,307,27,0.284,0.66,0.006
alice,1,28676063,2512,0.0922,0.6042,3.0769,0.05,,,,290,6,0.325,0.649,0.006
alice,1,28676063,2513,0.063,0.5473,2.4238,0.05,,,,295,34,0.25,0.689,0.004
alice,1,28676063,2514,0.0837,0.5982,2.6766,0.05,,,,312,14,0.299,0.645,0.004
alice,1,28676063,2515,0.0877,0.6271,2.9079,0.05,,,,299,22,0.282,0.727,0.005
alice,1,28676063,2516,0.0883,0.7028,3.4126,0.05,,,,296,8,0.298,0.628,0.005
alice,1,28676063,2517,0.0731,0.7532,3.4812,0.05,,,,290,8,0.291,0.63,0.006
alice,1,28676063,2518,0.0832,0.6437,3.0741,0.05,,,,296,10,0.308,0.666,0.004
alice,1,28676063,2519,0.1065,0.6341,2.7241,0.05,,,,295,15,0.294,0.633,0.004
alice,1,28676063,2520,0.0717,0.5812,2.5686,0.05,,,,303,19,0.259,0.648,0.004
alice,1,28676063,2521,0.057,0.5207,2.1834,0.05,,,,309,18,0.276,0.751,0.003
alice,1,28676063,2522,0.0992,0.5552,2.3824,0.05,,,,316,24,0.276,0.625,0.003
alice,1,28676063,2523,0.0962,0.538,2.2424,0.05,,,,323,13,0.292,0.706,0.005
alice,1,28676063,2524,0.1014,0.5482,2.3725,0.05,,,,305,23,0.264,0.686,0.004
alice,1,28676063,2525,0.0909,0.5446,2.5772,0.05,,,,297,34,0.242,0.626,0.005
alice,1,28676063,2526,0.0761,0.6065,2.8354,0.05,,,,304,15,0.283,0.663,0.005
alice,1,28676063,2527,0.0728,0.6332,2.7576,0.05,,,,299,19,0.297,0.651,0.004
alice,1,28676063,2528,0.1098,0.6632,3.1154,0.05,,,,299,24,0.274,0.655,0.004
alice,1,28676063,2529,0.1047,0.5668,2.732,0.05,,,,313,6,0.29,0.633,0.005
alice,1,28676063,2530,0.0533,0.5911,2.7081,0.05,,,,300,13,0.288,0.643,0.005
alice,1,28676063,2531,0.1138,0.6318,2.6867,0.05,,,,309,20,0.303,0.66,0.004
alice,1,28676063,2532,0.1026,0.5146,2.4379,0.05,,,,303,62,0.19,0.62,0.005
alice,1,28676063,2533,0.0924,0.5431,2.9051,0.05,,,,302,19,0.254,0.845,0.005
alice,1,28676063,2534,0.1294,0.631,3.069,0.05,,,,292,15,0.264,0.64,0.006
alice,1,28676063,2535,0.0922,0.6206,2.8667,0.05,,,,301,22,0.263,0.532,0.005
alice,1,28676063,2536,0.1181,0.6865,3.1429,0.05,,,,301,9,0.298,0.613,0.005
alice,1,28676063,2537,0.0529,0.4998,2.2733,0.05,,,,303,40,0.261,0.681,0.004
alice,1,28676063,2538,0.1038,0.6534,2.8013,0.05,,,,302,20,0.289,0.628,0.004
alice,1,28676063,2539,0.0954,0.5755,2.4506,0.05,,,,308,25,0.284,0.67,0.004
alice,1,28676063,2540,0.1135,0.4951,2.3141,0.05,,,,314,19,0.293,0.642,0.005
alice,1,28676063,2541,0.0926,0.566,2.7021,0.05,,,,293,34,0.266,0.66,0.005
alice,1,28676063,2542,0.1073,0.5699,2.5924,0.05,,,,306,14,0.303,0.624,0.006
alice,1,28676063,2543,0.0424,0.6269,3.2059,0.05,,,,280,40,0.254,0.677,0.006
alice,1,28676063,2544,0.0836,0.6512,3.1642,0.05,,,,293,32,0.274,0.649,0.005
alice,1,28676063,2545,0.0809,0.4939,2.4231,0.05,,,,295,25,0.283,0.716,0.005
alice,1,28676063,2546,0.1006,0.5021,2.4238,0.05,,,,305,9,0.309,0.621,0.005
alice,1,28676063,2547,0.0795,0.5722,2.5987,0.05,,,,295,20,0.291,0.606,0.005
alice,1,28676063,2548,0.0705,0.5648,2.3873,0.05,,,,313,21,0.258,0.656,0.005
alice,1,28676063,2549,0.0803,0.5585,2.5569,0.05,,,,315,15,0.271,0.672,0.006
alice,1,28676063,2550,0.0574,0.6322,2.9231,0.05,,,,302,7,0.314,0.665,0.005
alice,1,28676063,2551,0.0578,0.6366,2.8301,0.05,,,,300,27,0.263,0.611,0.005
alice,1,28676063,2552,0.0867,0.6342,2.8954,0.05,,,,302,13,0.277,0.605,0.005
alice,1,28676063,2553,0.0775,0.68,2.9444,0.05,,,,294,14,0.293,0.706,0.005
alice,1,28676063,2554,0.0891,0.6713,3.2581,0.05,,,,305,17,0.273,0.732,0.006
alice,1,28676063,2555,0.0757,0.6949,3.3077,0.05,,,,292,8,0.269,0.63,0.006
alice,1,28676063,2556,0.07,0.6755,3.0886,0.05,,,,297,7,0.297,0.689,0.005
alice,1,28676063,2557,0.0572,0.6054,2.7066,0.05,,,,306,21,0.27,0.689,0.004
alice,1,28676063,2558,0.0789,0.6012,2.7733,0.05,,,,308,15,0.277,0.68,0.005
alice,1,28676063,2559,0.0941,0.6125,2.5497,0.05,,,,318,17,0.289,0.665,0.004
alice,1,28676063,2560,0.1066,0.6515,3.0588,0.05,,,,299,12,0.28,0.628,0.005
alice,1,28676063,2561,0.0907,0.6749,3.1753,0.05,,,,297,16,0.283,0.698,0.004
alice,1,28676063,2562,0.1042,0.7545,3.7239,0.05,,,,283,11,0.328,0.759,0.005
alice,1,28676063,2563,0.1136,0.6112,3.0504,0.05,,,,299,16,0.297,0.698,0.007
alice,1,28676063,2564,0.1001,0.6924,3.6667,0.05,,,,289,4,0.278,0.73,0.007
alice,1,28676063,2565,0.0565,0.6818,3.487,0.05,,,,280,11,0.269,0.768,0.006
alice,1,28676063,2566,0.0834,0.7741,3.7917,0.05,,,,274,9,0.299,0.732,0.006
alice,1,28676063,2567,0.0665,0.7136,2.987,0.05,,,,296,7,0.28,0.607,0.005
alice,1,28676063,2568,0.0771,0.6464,2.7742,0.05,,,,302,22,0.261,0.643,0.004
alice,1,28676063,2569,0.1092,0.5966,2.4162,0.05,,,,320,16,0.253,0.696,0.004
alice,1,28676063,2570,0.0884,0.5493,2.4545,0.05,,,,315,21,0.264,0.611,0.003
alice,1,28676063,2571,0.1003,0.6407,2.875,0.05,,,,299,10,0.321,0.621,0.005
alice,1,28676063,2572,0.0394,0.5815,2.5031,0.05,,,,291,48,0.257,0.669,0.003
alice,1,28676063,2573,0.135,0.589,2.6149,0.05,,,,304,49,0.277,0.685,0.004
alice,1,28676063,2574,0.0948,0.5797,2.4695,0.05,,,,308,21,0.29,0.645,0.005
alice,1,28676063,2575,0.122,0.7135,3.2993,0.05,,,,300,27,0.268,0.711,0.006
alice,1,28676063,2576,0.1168,0.563,2.6923,0.05,,,,295,17,0.286,0.762,0.005
alice,1,28676063,2577,0.1495,0.638,3.0229,0.05,,,,292,12,0.292,0.71,0.005
alice,1,28676063,2578,0.1277,0.639,3.1269,0.05,,,,292,18,0.26,0.647,0.006
alice,1,28676063,2579,0.0897,0.6544,2.8027,0.05,,,,291,28,0.256,0.608,0.006
alice,1,28676063,2580,0.1334,0.6878,2.9817,0.05,,,,295,17,0.285,0.656,0.005
alice,1,28676063,2581,0.0902,0.6758,2.9281,0.05,,,,278,72,0.207,0.635,0.004
alice,1,28676063,2582,0.1235,0.628,2.9281,0.05,,,,298,37,0.275,0.673,0.005
alice,1,28676063,2583,0.1263,0.588,2.8151,0.05,,,,309,20,0.294,0.67,0.005
alice,1,28676063,2584,0.1282,0.6627,3.208,0.05,,,,291,7,0.315,0.783,0.005
alice,1,28676063,2585,0.1176,0.5758,2.5734,0.05,,,,301,19,0.274,0.655,0.005
alice,1,28676063,2586,0.1127,0.6276,2.6879,0.05,,,,301,11,0.304,0.679,0.005
alice,1,28676063,2587,0.1252,0.7308,2.9753,0.05,,,,306,4,0.305,0.585,0.005
alice,1,28676063,2588,0.1151,0.6473,2.7073,0.05,,,,309,13,0.283,0.663,0.005
alice,1,28676063,2589,0.1153,0.5431,2.5333,0.05,,,,310,23,0.275,0.667,0.005
alice,1,28676063,2590,0.1289,0.5963,2.5686,0.05,,,,303,9,0.301,0.653,0.005
alice,1,28676063,2591,0.1215,0.5855,2.5605,0.05,,,,300,22,0.279,0.62,0.005
alice,1,28676063,2592,0.1422,0.6696,2.8519,0.05,,,,311,7,0.299,0.664,0.005
alice,1,28676063,2593,0.1398,0.6326,2.8421,0.05,,,,303,13,0.298,0.692,0.005
alice,1,28676063,2594,0.131,0.6759,2.9079,0.05,,,,301,7,0.302,0.707,0.005
alice,1,28676063,2595,0.1285,0.6134,2.5723,0.05,,,,312,12,0.3,0.634,0.005
alice,1,28676063,2596,0.1585,0.6161,2.9444,0.05,,,,302,7,0.302,0.675,0.006
alice,1,28676063,2597,0.107,0.6546,2.8,0.05,,,,289,15,0.298,0.686,0.006
alice,1,28676063,2598,0.0876,0.5447,2.372,0.05,,,,309,29,0.252,0.608,0.005
alice,1,28676063,2599,0.0904,0.5818,2.3784,0.05,,,,317,20,0.247,0.574,0.005
alice,1,28676063,2600,0.1556,0.6449,2.8023,0.05,,,,320,12,0.276,0.582,0.005
alice,1,28676063,2601,0.0589,0.5975,2.5123,0.05,,,,269,90,0.159,0.623,0.005
alice,1,28676063,2602,0.0724,0.462,2.1404,0.05,,,,308,89,0.161,0.689,0.005
alice,1,28676063,2603,0.0712,0.5058,2.4052,0.05,,,,279,113,0.164,0.569,0.004
alice,1,28676063,2604,0.1091,0.5566,2.9853,0.05,,,,265,107,0.172,0.65,0.005
alice,1,28676063,2605,0.1375,0.6383,2.9062,0.05,,,,298,42,0.259,0.708,0.004
alice,1,28676063,2606,0.1143,0.5185,2.236,0.05,,,,324,29,0.253,0.61,0.004
alice,1,28676063,2607,0.1535,0.5447,2.5625,0.05,,,,305,18,0.297,0.665,0.005
alice,1,28676063,2608,0.144,0.6177,2.85,0.05,,,,307,22,0.25,0.661,0.005
alice,1,28676063,2609,0.0922,0.6101,2.6131,0.05,,,,310,16,0.239,0.684,0.006
alice,1,28676063,2610,0.0784,0.7047,3.1795,0.05,,,,298,20,0.244,0.673,0.006
alice,1,28676063,2611,0.0929,0.6172,2.5174,0.05,,,,307,21,0.24,0.625,0.005
alice,1,28676063,2612,0.1053,0.5037,2.3372,0.05,,,,330,18,0.23,0.533,0.005
alice,1,28676063,2613,0.1287,0.5195,2.4103,0.05,,,,318,9,0.268,0.61,0.004
alice,1,28676063,2614,0.056,0.5482,2.5541,0.05,,,,297,17,0.254,0.646,0.005
alice,1,28676063,2615,0.0968,0.5374,2.6203,0.05,,,,308,13,0.267,0.75,0.005
alice,1,28676063,2616,0.1262,0.6272,2.9935,0.05,,,,303,15,0.289,0.633,0.005
alice,1,28676063,2617,0.0729,0.6543,2.9304,0.05,,,,293,22,0.271,0.682,0.004
alice,1,28676063,2618,0.0667,0.5895,2.5429,0.05,,,,315,13,0.292,0.633,0.004
alice,1,28676063,2619,0.108,0.609,2.6471,0.05,,,,311,15,0.278,0.606,0.004
alice,1,28676063,2620,0.0955,0.5674,2.6667,0.05,,,,322,7,0.306,0.619,0.005
alice,1,28676063,2621,0.0865,0.6448,3.0134,0.05,,,,291,8,0.302,0.672,0.005
alice,1,28676063,2622,0.0498,0.6355,2.6061,0.05,,,,308,23,0.263,0.598,0.005
alice,1,28676063,2623,0.134,0.6587,3.0066,0.05,,,,308,13,0.275,0.632,0.005
alice,1,28676063,2624,0.0889,0.5802,2.7708,0.05,,,,301,13,0.258,0.594,0.004
alice,1,28676063,2625,0.0922,0.6356,2.831,0.05,,,,295,12,0.298,0.76,0.005
alice,1,28676063,2626,0.1197,0.6027,2.7123,0.05,,,,302,15,0.31,0.702,0.004
alice,1,28676063,2627,0.0706,0.4646,2.1392,0.05,,,,315,14,0.306,0.639,0.004
alice,1,28676063,2628,0.1109,0.6518,2.8919,0.05,,,,292,14,0.293,0.711,0.004
alice,1,28676063,2629,0.0889,0.6694,3.1429,0.05,,,,296,25,0.273,0.641,0.005
alice,1,28676063,2630,0.1376,0.5755,2.7241,0.05,,,,303,9,0.307,0.605,0.006
alice,1,28676063,2631,0.0188,0.5632,2.9903,0.05,,,,188,210,0.095,0.546,0.003
alice,1,28676063,2632,0.0598,0.3482,2.5339,0.05,,,,227,265,0.089,0.623,0.004
alice,1,28676063,2633,0.0704,0.3932,2.1745,0.05,,,,261,173,0.119,0.678,0.004
alice,1,28676063,2634,0.1243,0.5011,2.3056,0.05,,,,318,58,0.189,0.64,0.005
alice,1,28676063,2635,0.0831,0.4963,2.3081,0.05,,,,312,40,0.221,0.577,0.004
alice,1,28676063,2636,0.0831,0.473,2.1798,0.05,,,,324,36,0.24,0.623,0.004
alice,1,28676063,2637,0.1267,0.658,3.0979,0.05,,,,296,19,0.287,0.7,0.005
alice,1,28676063,2638,0.1265,0.7026,3.3551,0.05,,,,285,20,0.282,0.67,0.005
alice,1,28676063,2639,0.0911,0.7432,3.383,0.05,,,,290,16,0.239,0.623,0.005
alice,1,28676063,2640,0.0774,0.6136,2.646,0.05,,,,304,23,0.24,0.729,0.005
alice,1,28676063,2641,0.0834,0.6354,2.8098,0.05,,,,304,20,0.244,0.643,0.005
alice,1,28676063,2642,0.1015,0.5501,2.3143,0.05,,,,327,10,0.275,0.715,0.004
alice,1,28676063,2643,0.117,0.5842,2.6013,0.05,,,,304,13,0.28,0.605,0.005
alice,1,28676063,2644,0.1271,0.5804,2.4606,0.05,,,,318,4,0.287,0.698,0.006
alice,1,28676063,2645,0.1007,0.6352,2.8792,0.05,,,,304,9,0.272,0.628,0.006
alice,1,28676063,2646,0.1012,0.6174,2.7881,0.05,,,,298,14,0.272,0.641,0.005
alice,1,28676063,2647,0.0848,0.5906,2.6369,0.05,,,,307,12,0.285,0.617,0.004
alice,1,28676063,2648,0.0891,0.6475,2.8944,0.05,,,,302,19,0.288,0.66,0.004
alice,1,28676063,2649,0.1222,0.5887,2.7532,0.05,,,,304,23,0.286,0.717,0.005
alice,1,28676063,2650,0.0693,0.6769,3.2109,0.05,,,,300,7,0.304,0.674,0.005
alice,1,28676063,2651,0.0529,0.5905,2.6981,0.05,,,,299,13,0.317,0.684,0.005
alice,1,28676063,2652,0.052,0.6196,2.676,0.05,,,,308,12,0.304,0.678,0.004
alice,1,28676063,2653,0.0761,0.6413,2.5847,0.05,,,,311,33,0.286,0.659,0.005
alice,1,28676063,2654,0.0798,0.5973,2.6374,0.05,,,,321,24,0.255,0.633,0.005
alice,1,28676063,2655,0.1163,0.6082,2.5605,0.05,,,,311,9,0.304,0.735,0.005
alice,1,28676063,2656,0.1067,0.611,3.0205,0.05,,,,292,21,0.314,0.699,0.006
alice,1,28676063,2657,0.0941,0.7423,3.6224,0.05,,,,288,6,0.293,0.697,0.006
alice,1,28676063,2658,0.0695,0.7196,3.1959,0.05,,,,296,21,0.257,0.594,0.005
alice,1,28676063,2659,0.0756,0.6399,2.7346,0.05,,,,302,13,0.263,0.611,0.005
alice,1,28676063,2660,0.1067,0.5631,2.6774,0.05,,,,319,10,0.284,0.646,0.004
alice,1,28676063,2661,0.1276,0.5858,2.8056,0.05,,,,298,6,0.319,0.644,0.005
alice,1,28676063,2662,0.0786,0.5717,2.4371,0.05,,,,307,14,0.253,0.682,0.005
alice,1,28676063,2663,0.0989,0.63,3.047,0.05,,,,307,11,0.273,0.671,0.006
alice,1,28676063,2664,0.075,0.7122,3.3529,0.05,,,,290,8,0.279,0.655,0.006
alice,1,28676063,2665,0.1039,0.6118,2.8881,0.05,,,,304,12,0.289,0.613,0.006
alice,1,28676063,2666,0.0877,0.6023,2.9776,0.05,,,,292,23,0.271,0.62,0.005
alice,1,28676063,2667,0.0964,0.612,2.8846,0.05,,,,300,10,0.27,0.663,0.006
alice,1,28676063,2668,0.0702,0.621,2.8403,0.05,,,,292,8,0.286,0.624,0.006
alice,1,28676063,2669,0.1065,0.6095,2.5152,0.05,,,,314,6,0.304,0.741,0.004
alice,1,28676063,2670,0.0588,0.6884,3.0548,0.05,,,,290,27,0.277,0.716,0.005
alice,1,28676063,2671,0.0545,0.6753,2.9427,0.05,,,,300,14,0.301,0.67,0.004
alice,1,28676063,2672,0.067,0.7608,3.2876,0.05,,,,293,13,0.288,0.613,0.005
alice,1,28676063,2673,0.0622,0.6656,2.9745,0.05,,,,306,12,0.285,0.581,0.005
alice,1,28676063,2674,0.0518,0.5666,2.4162,0.05,,,,313,15,0.294,0.676,0.005
alice,1,28676063,2675,0.0755,0.6407,2.4881,0.05,,,,312,14,0.29,0.607,0.004
alice,1,28676063,2676,0.0999,0.5405,2.4024,0.05,,,,320,13,0.286,0.738,0.004
alice,1,28676063,2677,0.1307,0.5802,2.5686,0.05,,,,304,10,0.271,0.648,0.005
alice,1,28676063,2678,0.1198,0.6616,2.9245,0.05,,,,303,9,0.264,0.586,0.006
alice,1,28676063,2679,0.1408,0.6562,2.9937,0.05,,,,305,8,0.278,0.689,0.005
alice,1,28676063,2680,0.0984,0.6654,2.9018,0.05,,,,303,13,0.254,0.567,0.005
alice,1,28676063,2681,0.1001,0.6089,2.7419,0.05,,,,310,18,0.259,0.638,0.006
alice,1,28676063,2682,0.067,0.6413,2.9718,0.05,,,,287,21,0.268,0.755,0.006
alice,1,28676063,2683,0.0813,0.7025,3.0915,0.05,,,,302,8,0.288,0.696,0.006
alice,1,28676063,2684,0.103,0.7472,3.3649,0.05,,,,294,7,0.304,0.653,0.005
alice,1,28676063,2685,0.0899,0.7349,3.4575,0.05,,,,295,7,0.26,0.667,0.006
alice,1,28676063,2686,0.0603,0.7054,3.1875,0.05,,,,298,17,0.264,0.662,0.004
alice,1,28676063,2687,0.0848,0.5418,2.2637,0.05,,,,310,44,0.229,0.565,0.003
alice,1,28676063,2688,0.1167,0.5206,2.1818,0.05,,,,333,19,0.273,0.764,0.004
alice,1,28676063,2689,0.1036,0.5503,2.4201,0.05,,,,306,36,0.253,0.656,0.003
alice,1,28676063,2690,0.1211,0.5006,2.1657,0.05,,,,327,16,0.283,0.614,0.004
alice,1,28676063,2691,0.0927,0.5517,2.4497,0.05,,,,310,14,0.276,0.645,0.004
alice,1,28676063,2692,0.1065,0.6669,2.9608,0.05,,,,298,29,0.278,0.738,0.005
alice,1,28676063,2693,0.1091,0.6962,3.1242,0.05,,,,298,15,0.275,0.612,0.005
alice,1,28676063,2694,0.0946,0.6433,2.9062,0.05,,,,303,13,0.285,0.611,0.005
alice,1,28676063,2695,0.0717,0.604,2.7151,0.05,,,,312,9,0.291,0.742,0.005
alice,1,28676063,2696,0.0432,0.5702,2.3663,0.05,,,,312,21,0.27,0.794,0.004
alice,1,28676063,2697,0.0754,0.5234,2.345,0.05,,,,324,18,0.29,0.653,0.004
alice,1,28676063,2698,0.072,0.602,2.5789,0.05,,,,314,13,0.291,0.655,0.004
alice,1,28676063,2699,0.0862,0.6333,2.7722,0.05,,,,297,7,0.309,0.675,0.004
alice,1,28676063,2700,0.0751,0.7422,3.2156,0.05,,,,293,15,0.263,0.554,0.006
alice,1,28676063,2701,0.0804,0.6032,2.7964,0.05,,,,319,19,0.27,0.673,0.005
alice,1,28676063,2702,0.1118,0.6398,2.875,0.05,,,,305,15,0.261,0.619,0.005
alice,1,28676063,2703,0.0549,0.6473,2.8874,0.05,,,,303,12,0.265,0.612,0.005
alice,1,28676063,2704,0.0782,0.6576,3.027,0.05,,,,300,11,0.261,0.676,0.005
alice,1,28676063,2705,0.0752,0.6688,2.9737,0.05,,,,294,8,0.285,0.596,0.005
alice,1,28676063,2706,0.0661,0.6111,2.7059,0.05,,,,306,30,0.258,0.788,0.004
alice,1,28676063,2707,0.0987,0.5541,2.3218,0.05,,,,325,15,0.279,0.704,0.004
alice,1,28676063,2708,0.0981,0.5911,2.6774,0.05,,,,306,13,0.29,0.711,0.005
alice,1,28676063,2709,0.1361,0.5835,2.6558,0.05,,,,313,14,0.281,0.616,0.005
alice,1,28676063,2710,0.071,0.6224,3.0073,0.05,,,,299,13,0.276,0.684,0.005
alice,1,28676063,2711,0.0919,0.63,2.9097,0.05,,,,297,9,0.29,0.613,0.006
alice,1,28676063,2712,0.0955,0.6447,2.9463,0.05,,,,298,11,0.312,0.639,0.005
alice,1,28676063,2713,0.0846,0.6227,2.5432,0.05,,,,318,7,0.32,0.679,0.005
alice,1,28676063,2714,0.079,0.5946,2.6783,0.05,,,,306,10,0.299,0.642,0.005
alice,1,28676063,2715,0.0819,0.7019,3.381,0.05,,,,295,9,0.297,0.651,0.006
alice,1,28676063,2716,0.0655,0.6449,3.1429,0.05,,,,285,14,0.298,0.697,0.007
alice,1,28676063,2717,0.0692,0.7304,3.1898,0.05,,,,292,4,0.31,0.769,0.006
alice,1,28676063,2718,0.0692,0.8749,3.5667,0.05,,,,279,8,0.288,0.682,0.005
alice,1,28676063,2719,0.1037,0.774,3.3333,0.05,,,,297,13,0.284,0.741,0.004
alice,1,28676063,2720,0.0571,0.6348,2.6919,0.05,,,,304,38,0.231,0.643,0.004
alice,1,28676063,2721,0.1075,0.5471,2.3143,0.05,,,,322,24,0.25,0.733,0.004
alice,1,28676063,2722,0.1061,0.637,2.686,0.05,,,,305,13,0.268,0.606,0.004
alice,1,28676063,2723,0.127,0.6819,3.1358,0.05,,,,303,10,0.283,0.693,0.006
alice,1,28676063,2724,0.0936,0.7325,3.451,0.05,,,,298,8,0.265,0.586,0.006
alice,1,28676063,2725,0.0805,0.7319,3.2252,0.05,,,,292,10,0.282,0.655,0.005
alice,1,28676063,2726,0.0934,0.7224,3.2078,0.05,,,,301,4,0.303,0.634,0.004
alice,1,28676063,2727,0.0784,0.6135,2.8125,0.05,,,,305,16,0.278,0.703,0.004
alice,1,28676063,2728,0.0915,0.5411,2.3452,0.05,,,,318,20,0.268,0.685,0.004
alice,1,28676063,2729,0.0938,0.5586,2.5753,0.05,,,,312,16,0.303,0.642,0.004
alice,1,28676063,2730,0.0938,0.6335,3.0635,0.05,,,,284,13,0.291,0.579,0.006
alice,1,28676063,2731,0.0963,0.6604,3.3871,0.05,,,,294,1,0.336,0.714,0.006
alice,1,28676063,2732,0.0808,0.6336,3.1429,0.05,,,,291,11,0.315,0.639,0.006
alice,1,28676063,2733,0.0731,0.633,2.8662,0.05,,,,295,6,0.286,0.646,0.005
alice,1,28676063,2734,0.0822,0.5764,2.7161,0.05,,,,306,10,0.279,0.705,0.006
alice,1,28676063,2735,0.0899,0.6655,2.6358,0.05,,,,309,7,0.301,0.697,0.005
alice,1,28676063,2736,0.0837,0.6208,2.677,0.05,,,,308,21,0.265,0.719,0.005
alice,1,28676063,2737,0.0723,0.6308,2.9079,0.05,,,,303,13,0.29,0.701,0.004
alice,1,28676063,2738,0.0972,0.529,2.5409,0.05,,,,310,11,0.291,0.618,0.004
alice,1,28676063,2739,0.0891,0.6095,2.5625,0.05,,,,309,9,0.328,0.786,0.005
alice,1,28676063,2740,0.1051,0.5349,2.2571,0.05,,,,321,12,0.292,0.676,0.004
alice,1,28676063,2741,0.0721,0.4814,2.0208,0.05,,,,338,7,0.291,0.657,0.004
alice,1,28676063,2742,0.0803,0.5562,2.2571,0.05,,,,321,16,0.274,0.613,0.005
alice,1,28676063,2743,0.0781,0.6278,2.6168,0.05,,,,307,12,0.286,0.63,0.004
alice,1,28676063,2744,0.1277,0.5853,2.628,0.05,,,,313,10,0.306,0.739,0.004
alice,1,28676063,2745,0.091,0.6796,3.0968,0.05,,,,299,6,0.308,0.651,0.005
alice,1,28676063,2746,0.1177,0.6731,2.9091,0.05,,,,307,8,0.298,0.661,0.005
alice,1,28676063,2747,0.1183,0.5793,2.6887,0.05,,,,309,25,0.252,0.686,0.005
alice,1,28676063,2748,0.0913,0.5923,2.6552,0.05,,,,292,19,0.287,0.667,0.005
alice,1,28676063,2749,0.1318,0.6236,2.8733,0.05,,,,302,11,0.295,0.773,0.005
