agent,chain,job_id,local_iter,loss,val,rew,entropy_coef,abc,sr,valid_goals,invalid_goals
alice,3,28544800,783,0.15,1.3506,4.4199,0.1322,,,501,155
alice,3,28544800,784,0.1736,1.3605,4.377,0.1322,,,503,146
alice,3,28544800,785,0.1477,1.2347,4.4766,0.1322,,,503,121
alice,3,28544800,786,0.17,1.3937,4.2012,0.1322,,,499,164
alice,3,28544800,787,0.1823,1.3454,4.4141,0.1322,,,501,153
alice,3,28544800,788,0.1571,1.314,4.2852,0.1322,,,503,135
alice,3,28544800,789,0.1603,1.4652,4.2461,0.1322,,,491,181
alice,3,28544800,790,0.1355,1.3296,4.3945,0.1322,,,499,152
alice,3,28544800,791,0.1681,1.3619,4.3633,0.1322,,,499,156
alice,3,28544800,792,0.1888,1.3649,4.3594,0.1322,,,500,135
alice,3,28544800,793,0.1223,1.4806,4.1426,0.1322,,,483,201
alice,3,28544800,794,0.1465,1.3425,4.5371,0.1322,,,502,144
alice,3,28544800,795,0.1336,1.4165,4.2305,0.1322,,,480,193
alice,3,28544800,796,0.1528,1.2699,4.5879,0.1322,,,508,129
alice,3,28544800,797,0.1259,1.3206,4.2793,0.1322,,,500,145
alice,3,28544800,798,0.1591,1.3634,4.3594,0.1322,,,500,152
alice,3,28544800,799,0.2115,1.2995,4.541,0.1322,,,501,139
alice,3,28544800,800,0.1351,1.3423,4.4199,0.1322,,,497,146
alice,3,28544800,801,0.1427,1.3482,4.4023,0.1322,,,491,155
alice,3,28544800,802,0.1607,1.4055,4.2129,0.1322,,,502,163
alice,3,28544800,803,0.1436,1.4158,4.332,0.1322,,,497,163
alice,3,28544800,804,0.1166,1.3819,4.2676,0.1322,,,501,148
alice,3,28544800,805,0.1833,1.3242,4.3926,0.1322,,,502,149
alice,3,28544800,806,0.1086,1.3791,4.3145,0.1322,,,487,192
alice,3,28544800,807,0.1849,1.1996,4.6094,0.1322,,,499,132
alice,3,28544800,808,0.1476,1.2075,4.5957,0.1322,,,506,131
alice,3,28544800,809,0.1411,1.2203,4.5449,0.1322,,,506,120
alice,3,28544800,810,0.157,1.3893,4.3457,0.1322,,,497,149
alice,3,28544800,811,0.148,1.2817,4.3945,0.1322,,,505,136
alice,3,28544800,812,0.1156,1.3812,4.2227,0.1322,,,495,161
alice,3,28544800,813,0.1532,1.3318,4.4961,0.1322,,,499,149
alice,3,28544800,814,0.1149,1.5248,4.1426,0.1322,,,477,212
alice,3,28544800,815,0.1278,1.3686,4.4023,0.1322,,,502,154
alice,3,28544800,816,0.1847,1.2838,4.4492,0.1322,,,496,156
alice,3,28544800,817,0.095,1.5248,4.166,0.1322,,,473,228
alice,3,28544800,818,0.1021,1.444,4.3223,0.1322,,,489,181
alice,3,28544800,819,0.1581,1.4681,4.1836,0.1322,,,484,200
alice,3,28544800,820,0.1462,1.336,4.4238,0.1322,,,492,173
alice,3,28544800,821,0.147,1.3621,4.377,0.1322,,,498,153
alice,3,28544800,822,0.1433,1.3799,4.4004,0.1322,,,494,167
alice,3,28544800,823,0.1235,1.3707,4.4023,0.1322,,,494,174
alice,3,28544800,824,0.124,1.294,4.4512,0.1322,,,485,169
alice,3,28544800,825,0.1418,1.4245,4.4023,0.1322,,,489,165
alice,3,28544800,826,0.1375,1.3365,4.4414,0.1322,,,504,145
alice,3,28544800,827,0.1284,1.3327,4.3652,0.1322,,,498,143
alice,3,28544800,828,0.1344,1.304,4.5098,0.1322,,,508,132
alice,3,28544800,829,0.1383,1.1965,4.5918,0.1322,,,500,135
alice,3,28544800,830,0.113,1.3595,4.2773,0.1322,,,488,165
alice,3,28544800,831,0.1344,1.3641,4.4629,0.1322,,,493,166
alice,3,28544800,832,0.1518,1.3856,4.2617,0.1322,,,495,160
alice,3,28544800,833,0.1601,1.3873,4.4492,0.1322,,,497,160
alice,3,28544800,834,0.1421,1.4155,4.3066,0.1322,,,494,169
alice,3,28544800,835,0.1616,1.3467,4.4844,0.1322,,,506,123
alice,3,28544800,836,0.1409,1.4963,4.2637,0.1322,,,500,153
alice,3,28544800,837,0.1608,1.4888,4.2656,0.1322,,,493,168
alice,3,28544800,838,0.1152,1.326,4.5156,0.1322,,,499,138
alice,3,28544800,839,0.1944,1.4917,4.2402,0.1322,,,492,167
alice,3,28544800,840,0.1115,1.3196,4.5586,0.1322,,,499,136
alice,3,28544800,841,0.1393,1.3732,4.3828,0.1322,,,492,155
alice,3,28544800,842,0.1186,1.3295,4.5273,0.1322,,,498,134
alice,3,28544800,843,0.1579,1.3029,4.3848,0.1322,,,499,143
alice,3,28544800,844,0.1154,1.5042,4.0859,0.1322,,,491,183
alice,3,28544800,845,0.138,1.2972,4.5078,0.1322,,,503,145
alice,3,28544800,846,0.1461,1.235,4.5645,0.1322,,,506,124
alice,3,28544800,847,0.1503,1.5207,4.1914,0.1322,,,486,188
alice,3,28544800,848,0.1353,1.4502,4.4102,0.1322,,,500,172
alice,3,28544800,849,0.136,1.3809,4.1406,0.1322,,,498,162
alice,3,28544800,850,0.1488,1.4306,4.2871,0.1322,,,497,163
alice,3,28544800,851,0.1228,1.2552,4.6094,0.1322,,,495,146
alice,3,28544800,852,0.1168,1.308,4.4844,0.1322,,,497,142
alice,3,28544800,853,0.1778,1.4309,4.1113,0.1322,,,491,163
alice,3,28544800,854,0.1443,1.471,4.3066,0.1322,,,494,168
alice,3,28544800,855,0.1574,1.4453,4.2305,0.1322,,,488,176
alice,3,28544800,856,0.1414,1.2667,4.5762,0.1322,,,501,131
alice,3,28544800,857,0.1268,1.3775,4.2754,0.1322,,,491,173
alice,3,28544800,858,0.1634,1.2909,4.4902,0.1322,,,503,134
alice,3,28544800,859,0.1744,1.2572,4.5742,0.1322,,,509,116
alice,3,28544800,860,0.1437,1.4004,4.2402,0.1322,,,504,135
alice,3,28544800,861,0.1394,1.2663,4.6406,0.1322,,,500,129
alice,3,28544800,862,0.1583,1.317,4.459,0.1322,,,504,131
alice,3,28544800,863,0.0992,1.2845,4.4355,0.1322,,,496,151
alice,3,28544800,864,0.1412,1.3499,4.4473,0.1322,,,495,154
alice,3,28544800,865,0.1673,1.3973,4.2402,0.1322,,,505,140
alice,3,28544800,866,0.1116,1.3487,4.4062,0.1322,,,499,143
alice,3,28544800,867,0.1928,1.361,4.2051,0.1322,,,499,171
alice,3,28544800,868,0.1411,1.3816,4.3984,0.1322,,,493,154
alice,3,28544800,869,0.1237,1.3625,4.332,0.1322,,,500,155
alice,3,28544800,870,0.1502,1.3659,4.3594,0.1322,,,498,144
alice,3,28544800,871,0.1597,1.3637,4.5059,0.1322,,,500,144
alice,3,28544800,872,0.1075,1.3845,4.3535,0.1322,,,485,182
alice,3,28544800,873,0.1654,1.3263,4.4805,0.1322,,,502,122
alice,3,28544800,874,0.1677,1.2847,4.5566,0.1322,,,503,134
alice,3,28544800,875,0.1322,1.3726,4.3789,0.1322,,,503,135
alice,3,28544800,876,0.1359,1.1651,4.5703,0.1322,,,501,139
alice,3,28544800,877,0.1373,1.4025,4.2949,0.1322,,,499,150
alice,3,28544800,878,0.1377,1.3478,4.4453,0.1322,,,494,149
bob,3,28544800,750,0.0106,0.3408,5.0376,,-1.0853,0.1508,,
bob,3,28544800,751,0.0269,0.3203,2.5073,,-1.0329,0.191,,
bob,3,28544800,752,0.0035,0.2848,4.3789,,-1.0404,0.1975,,
bob,3,28544800,753,-0.0043,0.2605,4.4185,,-1.0636,0.1628,,
bob,3,28544800,754,0.0054,0.2577,4.5301,,-1.0905,0.1809,,
bob,3,28544800,755,0.0033,0.239,4.4867,,-1.07,0.1594,,
bob,3,28544800,756,0.0049,0.2356,4.8333,,-1.0861,0.1677,,
bob,3,28544800,757,-0.0008,0.2801,3.8454,,-1.0619,0.1943,,
bob,3,28544800,758,0.0077,0.2537,4.8136,,-1.0725,0.1811,,
bob,3,28544800,759,0.0105,0.2176,4.9243,,-1.0895,0.1517,,
bob,3,28544800,760,0.0121,0.2714,4.3702,,-1.0825,0.2048,,
bob,3,28544800,761,0.0052,0.2773,4.4459,,-1.0837,0.1766,,
bob,3,28544800,762,0.0063,0.2499,4.2882,,-1.087,0.1673,,
bob,3,28544800,763,0.0133,0.2643,4.143,,-1.0937,0.2057,,
bob,3,28544800,764,0.0113,0.2197,4.6698,,-1.0914,0.1728,,
bob,3,28544800,765,0.0119,0.2411,3.7456,,-1.0645,0.1639,,
bob,3,28544800,766,0.0067,0.2063,4.1529,,-1.0791,0.1431,,
bob,3,28544800,767,0.0101,0.2478,4.0838,,-1.0788,0.1824,,
bob,3,28544800,768,0.0178,0.2848,4.3927,,-1.0656,0.2033,,
bob,3,28544800,769,0.0083,0.2284,4.5529,,-1.0956,0.1576,,
bob,3,28544800,770,0.0108,0.2346,4.227,,-1.0735,0.1663,,
bob,3,28544800,771,0.0127,0.2334,4.5878,,-1.0919,0.1446,,
bob,3,28544800,772,0.0088,0.2821,3.6411,,-1.081,0.1728,,
bob,3,28544800,773,0.0094,0.2567,3.8483,,-1.0809,0.1647,,
bob,3,28544800,774,0.0116,0.2838,4.5542,,-1.0832,0.2024,,
bob,3,28544800,775,0.0073,0.2744,4.5849,,-1.0828,0.1864,,
bob,3,28544800,776,0.0123,0.2618,4.3711,,-1.0854,0.1939,,
bob,3,28544800,777,0.01,0.2698,5.2953,,-1.0776,0.1916,,
bob,3,28544800,778,0.0072,0.2895,4.557,,-1.097,0.1822,,
bob,3,28544800,779,0.0063,0.2561,4.4746,,-1.0743,0.1862,,
bob,3,28544800,780,0.0081,0.2522,5.1373,,-1.0909,0.1869,,
bob,3,28544800,781,0.005,0.2197,4.2898,,-1.1028,0.1593,,
bob,3,28544800,782,0.0185,0.2938,4.3623,,-1.0789,0.2004,,
bob,3,28544800,783,0.0126,0.2699,4.8204,,-1.0715,0.1903,,
bob,3,28544800,784,0.0154,0.2514,5.0407,,-1.0743,0.1909,,
bob,3,28544800,785,0.0065,0.2441,4.8914,,-1.0697,0.1677,,
bob,3,28544800,786,0.0094,0.296,4.8122,,-1.0912,0.213,,
bob,3,28544800,787,0.0068,0.2355,4.813,,-1.1,0.1731,,
bob,3,28544800,788,0.0135,0.2556,5.0965,,-1.0975,0.191,,
bob,3,28544800,789,0.0127,0.2677,4.0029,,-1.0805,0.2033,,
bob,3,28544800,790,0.0117,0.2481,4.552,,-1.0862,0.1886,,
bob,3,28544800,791,0.0116,0.244,4.6921,,-1.0936,0.186,,
bob,3,28544800,792,0.0094,0.2447,4.5541,,-1.0815,0.1726,,
bob,3,28544800,793,0.018,0.2516,3.6943,,-1.0706,0.2029,,
bob,3,28544800,794,0.0059,0.252,4.8111,,-1.0819,0.1604,,
bob,3,28544800,795,0.0085,0.2498,3.3403,,-1.092,0.1829,,
bob,3,28544800,796,0.0035,0.2289,5.3958,,-1.0876,0.1626,,
bob,3,28544800,797,0.0079,0.2389,4.7381,,-1.0753,0.1881,,
bob,3,28544800,798,0.0088,0.242,4.6503,,-1.0873,0.1747,,
bob,3,28544800,799,0.0072,0.2356,4.7461,,-1.0912,0.1673,,
bob,3,28544800,800,0.0038,0.2572,4.3074,,-1.0835,0.1683,,
bob,3,28544800,801,0.0068,0.2146,3.8652,,-1.0855,0.161,,
bob,3,28544800,802,0.0208,0.2871,4.9689,,-1.0864,0.2253,,
bob,3,28544800,803,0.0095,0.2197,4.4546,,-1.0927,0.1745,,
bob,3,28544800,804,0.0077,0.2691,4.9208,,-1.0757,0.1932,,
bob,3,28544800,805,0.015,0.2458,4.7184,,-1.0701,0.1846,,
bob,3,28544800,806,0.0093,0.2734,3.8138,,-1.0701,0.1901,,
bob,3,28544800,807,0.0073,0.2464,4.4569,,-1.1019,0.1505,,
bob,3,28544800,808,0.007,0.2738,5.3038,,-1.0941,0.1637,,
bob,3,28544800,809,0.0077,0.23,5.2554,,-1.0825,0.1561,,
bob,3,28544800,810,0.0054,0.2511,4.4112,,-1.0833,0.1733,,
bob,3,28544800,811,0.004,0.257,5.23,,-1.0786,0.1796,,
bob,3,28544800,812,0.0086,0.2565,4.2509,,-1.0791,0.1876,,
bob,3,28544800,813,0.0102,0.2374,4.5037,,-1.0952,0.1713,,
bob,3,28544800,814,0.0085,0.297,3.2535,,-1.0688,0.1889,,
bob,3,28544800,815,0.0086,0.2619,4.9655,,-1.0865,0.1851,,
bob,3,28544800,816,0.0097,0.2711,4.2786,,-1.0731,0.184,,
bob,3,28544800,817,0.0114,0.2748,3.0375,,-1.0637,0.1787,,
bob,3,28544800,818,0.0096,0.2954,3.92,,-1.0776,0.1938,,
bob,3,28544800,819,0.0094,0.2777,3.6383,,-1.093,0.1939,,
bob,3,28544800,820,0.0102,0.2522,3.9692,,-1.0739,0.1762,,
bob,3,28544800,821,0.0118,0.4062,4.5773,,-1.0808,0.1858,,
bob,3,28544800,822,0.0067,0.2985,4.0904,,-1.0753,0.1729,,
bob,3,28544800,823,0.0074,0.3139,4.2127,,-1.0871,0.1876,,
bob,3,28544800,824,0.0022,0.2438,3.3734,,-1.0807,0.1542,,
bob,3,28544800,825,0.0098,0.2456,3.6346,,-1.0808,0.1707,,
bob,3,28544800,826,0.0086,0.2638,5.1395,,-1.0746,0.1919,,
bob,3,28544800,827,0.0067,0.277,4.5439,,-1.0731,0.1766,,
bob,3,28544800,828,0.0007,0.2924,5.4494,,-1.0752,0.1761,,
bob,3,28544800,829,-0.0024,0.2636,4.5824,,-1.0847,0.1545,,
bob,3,28544800,830,0.0027,0.2406,3.7712,,-1.0823,0.1687,,
bob,3,28544800,831,0.0074,0.2217,4.0018,,-1.0882,0.1598,,
bob,3,28544800,832,0.0054,0.2622,4.2426,,-1.0932,0.1875,,
bob,3,28544800,833,0.0102,0.2511,4.3943,,-1.0834,0.182,,
bob,3,28544800,834,0.0064,0.2848,4.436,,-1.0897,0.1922,,
bob,3,28544800,835,0.0072,0.2486,5.3197,,-1.0855,0.1697,,
bob,3,28544800,836,0.0092,0.2723,4.6252,,-1.0736,0.196,,
bob,3,28544800,837,0.0107,0.2597,4.2068,,-1.0797,0.1796,,
bob,3,28544800,838,0.0038,0.2742,4.4113,,-1.0864,0.1714,,
bob,3,28544800,839,0.0074,0.2892,4.1166,,-1.0666,0.1829,,
bob,3,28544800,840,0.0075,0.2556,4.2934,,-1.0742,0.1502,,
bob,3,28544800,841,0.0125,0.2216,3.6742,,-1.0797,0.1595,,
bob,3,28544800,842,0.0062,0.2001,4.2208,,-1.0757,0.1469,,
bob,3,28544800,843,0.008,0.2197,4.602,,-1.0962,0.1727,,
bob,3,28544800,844,0.0137,0.2643,3.8989,,-1.0724,0.1984,,
bob,3,28544800,845,0.0047,0.2511,4.9397,,-1.0999,0.1811,,
bob,3,28544800,846,0.0074,0.2374,4.9359,,-1.0996,0.1716,,
bob,3,28544800,847,0.0129,0.2657,3.8123,,-1.0675,0.2016,,
bob,3,28544800,848,0.0025,0.2615,4.7294,,-1.0859,0.1875,,
bob,3,28544800,849,0.0061,0.2734,4.7251,,-1.0823,0.2039,,
bob,3,28544800,850,0.0057,0.2821,4.5566,,-1.092,0.1984,,
bob,3,28544800,851,0.0045,0.2302,3.979,,-1.0904,0.1488,,
bob,3,28544800,852,0.0049,0.2371,4.2105,,-1.0895,0.1543,,
bob,3,28544800,853,0.0121,0.2865,4.1212,,-1.0951,0.2004,,
bob,3,28544800,854,0.0126,0.2311,4.1972,,-1.0827,0.1743,,
bob,3,28544800,855,0.013,0.2509,3.7916,,-1.0794,0.1738,,
bob,3,28544800,856,0.0078,0.237,4.6066,,-1.0941,0.1667,,
bob,3,28544800,857,0.014,0.2429,4.0845,,-1.0782,0.1861,,
bob,3,28544800,858,0.0032,0.2287,4.8925,,-1.0974,0.1626,,
bob,3,28544800,859,0.0011,0.2629,5.3631,,-1.0817,0.1569,,
bob,3,28544800,860,0.0056,0.2729,5.0877,,-1.0755,0.1946,,
bob,3,28544800,861,0.0047,0.2102,4.4865,,-1.0908,0.1576,,
bob,3,28544800,862,0.0025,0.2279,4.9127,,-1.0908,0.166,,
bob,3,28544800,863,0.0067,0.2595,4.1613,,-1.0757,0.1751,,
bob,3,28544800,864,0.0087,0.2044,4.1086,,-1.0918,0.1551,,
bob,3,28544800,865,0.0043,0.2755,5.0961,,-1.0835,0.1925,,
bob,3,28544800,866,0.0064,0.2573,4.3199,,-1.0822,0.1752,,
bob,3,28544800,867,0.0119,0.274,4.873,,-1.0858,0.2154,,
bob,3,28544800,868,0.0015,0.3,4.0531,,-1.0695,0.167,,
bob,3,28544800,869,0.0041,0.3138,4.8109,,-1.0882,0.2008,,
bob,3,28544800,870,0.0026,0.2598,4.4075,,-1.0614,0.1766,,
bob,3,28544800,871,0.0013,0.2362,4.6574,,-1.0862,0.169,,
bob,3,28544800,872,0.0088,0.2404,3.5005,,-1.0598,0.1649,,
bob,3,28544800,873,0.0022,0.2258,4.6142,,-1.0974,0.1516,,
bob,3,28544800,874,0.0068,0.2226,4.9483,,-1.0909,0.1663,,
bob,3,28544800,875,0.0126,0.2275,4.9337,,-1.0946,0.1734,,
bob,3,28544800,876,0.0073,0.2213,4.7637,,-1.084,0.1623,,
bob,3,28544800,877,0.0043,0.3037,4.7593,,-1.0885,0.1903,,
bob,3,28544800,878,0.0023,0.2962,4.0031,,-1.0825,0.1647,,
alice,3,28546133,870,0.1577,0.6578,4.7207,0.1322,,,484,151
alice,3,28546133,871,0.1349,0.5285,5.2109,0.1322,,,508,69
alice,3,28546133,872,0.1626,0.6673,4.959,0.1322,,,507,109
alice,3,28546133,873,0.0885,0.7061,5.0273,0.1322,,,501,121
alice,3,28546133,874,0.2175,2.0003,2.3633,0.1322,,,505,112
alice,3,28546133,875,0.1186,1.0019,4.5645,0.1322,,,502,120
alice,3,28546133,876,0.1128,0.8122,4.8848,0.1322,,,512,96
alice,3,28546133,877,0.1368,0.7895,4.9902,0.1322,,,511,67
alice,3,28546133,878,0.167,0.9736,4.7266,0.1322,,,507,101
alice,3,28546133,879,0.2809,1.7569,3.2637,0.1322,,,512,90
alice,3,28546133,880,0.1367,1.0648,4.5879,0.1322,,,513,96
alice,3,28546133,881,0.1973,1.0912,4.5703,0.1322,,,507,112
alice,3,28546133,882,0.1458,1.4529,4.0371,0.1322,,,444,292
alice,3,28546133,883,0.0971,1.3082,4.4102,0.1322,,,493,181
alice,3,28546133,884,0.2234,1.6075,4.0391,0.1322,,,509,115
alice,3,28546133,885,0.1624,1.1467,4.6797,0.1322,,,510,100
alice,3,28546133,886,0.1782,0.9517,4.8594,0.1322,,,511,76
alice,3,28546133,887,0.1874,1.3991,4.1016,0.1322,,,489,177
alice,3,28546133,888,0.1423,1.1623,4.5723,0.1322,,,502,123
alice,3,28546133,889,0.2764,1.3411,4.3125,0.1322,,,508,100
alice,3,28546133,890,0.1442,1.4345,4.1953,0.1322,,,498,167
alice,3,28546133,891,0.1468,1.2653,4.6191,0.1322,,,501,132
alice,3,28546133,892,0.2143,1.2726,4.4766,0.1322,,,507,99
alice,3,28546133,893,0.177,1.1149,4.8105,0.1322,,,509,93
alice,3,28546133,894,0.2262,1.5087,4.1055,0.1322,,,484,193
alice,3,28546133,895,0.1502,1.4547,4.2695,0.1322,,,494,147
alice,3,28546133,896,0.1999,1.289,4.5273,0.1322,,,504,133
alice,3,28546133,897,0.2294,1.1623,4.6855,0.1322,,,508,99
alice,3,28546133,898,0.2166,1.4945,4.2402,0.1322,,,492,181
alice,3,28546133,899,0.1023,1.5252,4.1953,0.1322,,,499,152
alice,3,28546133,900,0.2014,1.3864,4.2695,0.1322,,,503,141
alice,3,28546133,901,0.132,1.4208,4.3438,0.1322,,,495,163
alice,3,28546133,902,0.1199,1.3538,4.4551,0.1322,,,496,160
alice,3,28546133,903,0.2008,1.5406,4.123,0.1322,,,496,172
alice,3,28546133,904,0.1551,1.4338,4.3516,0.1322,,,498,165
alice,3,28546133,905,0.1483,1.4111,4.3477,0.1322,,,501,151
alice,3,28546133,906,0.1617,1.4067,4.3672,0.1322,,,501,148
alice,3,28546133,907,0.1617,1.3201,4.4473,0.1322,,,503,149
alice,3,28546133,908,0.1234,1.4513,4.2324,0.1322,,,500,159
alice,3,28546133,909,0.1408,1.4255,4.2871,0.1322,,,497,158
alice,3,28546133,910,0.1303,1.2366,4.6406,0.1322,,,504,131
alice,3,28546133,911,0.1461,1.2428,4.4727,0.1322,,,502,140
alice,3,28546133,912,0.1317,1.2306,4.5566,0.1322,,,504,133
alice,3,28546133,913,0.1513,1.38,4.3555,0.1322,,,501,146
alice,3,28546133,914,0.1635,1.3384,4.2598,0.1322,,,497,165
alice,3,28546133,915,0.1429,1.3099,4.2891,0.1322,,,496,170
alice,3,28546133,916,0.1427,1.3428,4.4316,0.1322,,,495,159
alice,3,28546133,917,0.1181,1.1888,4.6621,0.1322,,,506,123
alice,3,28546133,918,0.1613,1.394,4.4746,0.1322,,,505,136
alice,3,28546133,919,0.1699,1.3899,4.3945,0.1322,,,501,140
alice,3,28546133,920,0.1282,1.3453,4.3262,0.1322,,,496,148
alice,3,28546133,921,0.1524,1.3438,4.3496,0.1322,,,499,151
alice,3,28546133,922,0.1532,1.3539,4.4551,0.1322,,,497,157
alice,3,28546133,923,0.1614,1.3661,4.4375,0.1322,,,500,148
alice,3,28546133,924,0.1535,1.3426,4.4355,0.1322,,,495,152
alice,3,28546133,925,0.1673,1.435,4.1758,0.1322,,,500,147
alice,3,28546133,926,0.1147,1.4082,4.3008,0.1322,,,500,166
alice,3,28546133,927,0.1622,1.3015,4.5195,0.1322,,,506,129
alice,3,28546133,928,0.1447,1.4609,4.1543,0.1322,,,494,171
alice,3,28546133,929,0.1543,1.3556,4.4863,0.1322,,,485,184
alice,3,28546133,930,0.1289,1.434,4.334,0.1322,,,500,138
alice,3,28546133,931,0.1436,1.2088,4.6562,0.1322,,,509,109
alice,3,28546133,932,0.1554,1.4818,4.1934,0.1322,,,497,151
alice,3,28546133,933,0.224,1.3492,4.3594,0.1322,,,504,143
alice,3,28546133,934,0.1536,1.4948,4.2734,0.1322,,,492,168
alice,3,28546133,935,0.1342,1.379,4.3828,0.1322,,,503,144
alice,3,28546133,936,0.1657,1.3089,4.4668,0.1322,,,501,140
alice,3,28546133,937,0.1564,1.5564,4.0352,0.1322,,,482,205
alice,3,28546133,938,0.1289,1.349,4.3438,0.1322,,,504,152
alice,3,28546133,939,0.1809,1.3098,4.4922,0.1322,,,503,142
alice,3,28546133,940,0.1146,1.2494,4.5117,0.1322,,,501,147
alice,3,28546133,941,0.1552,1.2902,4.3574,0.1322,,,505,126
alice,3,28546133,942,0.1503,1.3975,4.3145,0.1322,,,501,159
alice,3,28546133,943,0.1417,1.3117,4.3848,0.1322,,,501,142
alice,3,28546133,944,0.1565,1.2803,4.541,0.1322,,,500,133
alice,3,28546133,945,0.1534,1.2574,4.5391,0.1322,,,505,118
alice,3,28546133,946,0.1858,1.3472,4.4512,0.1322,,,499,125
alice,3,28546133,947,0.1224,1.4457,4.3281,0.1322,,,499,147
alice,3,28546133,948,0.1769,1.3633,4.4648,0.1322,,,506,124
alice,3,28546133,949,0.1274,1.2594,4.5723,0.1322,,,498,135
alice,3,28546133,950,0.1583,1.4009,4.3086,0.1322,,,498,149
alice,3,28546133,951,0.1506,1.401,4.2539,0.1322,,,491,174
alice,3,28546133,952,0.1397,1.3938,4.3691,0.1322,,,495,158
alice,3,28546133,953,0.1797,1.4144,4.3574,0.1322,,,495,162
alice,3,28546133,954,0.1848,1.458,4.2793,0.1322,,,485,187
alice,3,28546133,955,0.1481,1.3754,4.2871,0.1322,,,492,173
alice,3,28546133,956,0.1754,1.3702,4.4297,0.1322,,,492,155
alice,3,28546133,957,0.1222,1.3536,4.4141,0.1322,,,487,171
alice,3,28546133,958,0.1765,1.4445,4.2734,0.1322,,,504,152
alice,3,28546133,959,0.1491,1.4281,4.3242,0.1322,,,503,154
alice,3,28546133,960,0.1653,1.4316,4.3789,0.1322,,,500,149
alice,3,28546133,961,0.1378,1.3773,4.3828,0.1322,,,496,159
alice,3,28546133,962,0.1609,1.3536,4.4453,0.1322,,,504,139
alice,3,28546133,963,0.1401,1.4105,4.3418,0.1322,,,489,166
alice,3,28546133,964,0.1622,1.3324,4.4941,0.1322,,,495,136
alice,3,28546133,965,0.1609,1.1874,4.6797,0.1322,,,500,120
alice,3,28546133,966,0.1115,1.3398,4.4336,0.1322,,,494,147
alice,3,28546133,967,0.1192,1.3548,4.3477,0.1322,,,500,142
alice,3,28546133,968,0.1824,1.3274,4.4609,0.1322,,,490,150
alice,3,28546133,969,0.1539,1.4032,4.2559,0.1322,,,497,160
alice,3,28546133,970,0.1482,1.4127,4.4395,0.1322,,,494,164
alice,3,28546133,971,0.1432,1.4573,4.2891,0.1322,,,497,148
alice,3,28546133,972,0.1169,1.3701,4.3301,0.1322,,,499,152
alice,3,28546133,973,0.1531,1.29,4.4785,0.1322,,,499,150
alice,3,28546133,974,0.1396,1.4419,4.166,0.1322,,,500,162
alice,3,28546133,975,0.1647,1.1054,4.7578,0.1322,,,503,113
alice,3,28546133,976,0.1325,1.5554,4.0488,0.1322,,,494,179
alice,3,28546133,977,0.2183,1.4965,4.2305,0.1322,,,497,160
alice,3,28546133,978,0.1475,1.4577,4.4043,0.1322,,,495,174
alice,3,28546133,979,0.1321,1.3299,4.4355,0.1322,,,501,143
