agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,sr,valid_goals,invalid_goals,avg_xy,max_xy
alice,2,28556263,47,0.0142,0.2879,5.1869,0.5812,,,1527,3247,0.06,0.594
alice,2,28556263,48,0.0152,0.2946,5.1228,0.5749,,,1512,3290,0.06,0.683
alice,2,28556263,49,0.0177,0.3007,4.9899,0.5686,,,1550,3188,0.061,0.635
alice,2,28556263,50,0.015,0.29,5.0455,0.5624,,,1501,3311,0.059,0.588
alice,2,28556263,51,0.0121,0.2697,5.0524,0.5563,,,1449,3437,0.055,0.657
alice,2,28568869,52,0.0106,0.2894,5.0764,0.5502,,,1492,3319,0.059,0.75
alice,2,28568869,53,0.014,0.3136,5.1036,0.5443,,,1546,3207,0.061,0.635
alice,2,28568869,54,0.013,0.2893,5.1455,0.5384,,,1509,3300,0.06,0.678
alice,2,28568869,55,0.0132,0.2886,5.0996,0.5326,,,1540,3240,0.059,0.663
alice,2,28568869,56,0.0147,0.2958,5.2967,0.5269,,,1528,3213,0.06,0.527
alice,2,28568869,57,0.0146,0.2969,5.0382,0.5212,,,1569,3142,0.062,0.696
alice,2,28568869,58,0.0101,0.2761,5.0096,0.5156,,,1483,3311,0.059,0.625
alice,2,28568869,59,0.0159,0.3157,5.2053,0.5101,,,1539,3166,0.063,0.604
alice,2,28568869,60,0.0169,0.2977,5.1254,0.5047,,,1565,3205,0.063,0.736
alice,2,28568869,61,0.0151,0.2993,5.0945,0.4994,,,1549,3162,0.062,0.664
alice,2,28568869,62,0.0147,0.3098,5.0051,0.4941,,,1567,3129,0.062,0.601
alice,2,28568869,63,0.0139,0.2938,5.0935,0.4889,,,1522,3212,0.062,0.588
alice,2,28568869,64,0.0189,0.2839,5.0731,0.4837,,,1565,3197,0.061,0.558
alice,2,28568869,65,0.0143,0.2749,4.9336,0.4786,,,1560,3181,0.063,0.673
alice,2,28568869,66,0.0151,0.2813,5.0037,0.4736,,,1578,3146,0.064,0.814
alice,2,28568869,67,0.0158,0.2848,4.9963,0.4687,,,1580,3128,0.063,0.655
alice,2,28568869,68,0.0167,0.3352,5.1275,0.4638,,,1597,2954,0.065,0.777
alice,2,28568869,69,0.0165,0.3208,5.123,0.459,,,1597,3061,0.064,0.603
alice,2,28568869,70,0.0179,0.2984,5.0642,0.4542,,,1576,3152,0.062,0.636
alice,2,28568869,71,0.0215,0.315,4.9951,0.4496,,,1654,2975,0.066,0.805
alice,2,28568869,72,0.017,0.3209,4.9222,0.4449,,,1621,2902,0.067,0.709
alice,2,28568869,73,0.0175,0.3074,5.0166,0.4404,,,1625,3081,0.064,0.659
alice,2,28568869,74,0.0215,0.2879,4.9185,0.4359,,,1668,2959,0.066,0.611
alice,2,28568869,75,0.0165,0.3057,5.064,0.4314,,,1574,2995,0.066,0.735
alice,2,28568869,76,0.0225,0.3061,4.9525,0.427,,,1670,2966,0.069,0.602
alice,2,28568869,77,0.0188,0.3173,4.9693,0.4227,,,1663,2862,0.067,0.616
alice,2,28568869,78,0.0173,0.2925,5.0424,0.4184,,,1581,3037,0.065,0.679
alice,2,28568869,79,0.0218,0.2978,4.953,0.4142,,,1652,2983,0.065,0.68
alice,2,28568869,80,0.0195,0.2925,4.8511,0.4101,,,1651,2962,0.067,0.637
alice,2,28568869,81,0.0189,0.3132,4.842,0.406,,,1679,2889,0.068,0.664
alice,2,28568869,82,0.0181,0.3021,4.8344,0.4019,,,1649,2914,0.068,0.691
alice,2,28568869,83,0.0166,0.3103,4.8986,0.3979,,,1656,2935,0.068,0.55
alice,2,28568869,84,0.015,0.3185,4.8255,0.394,,,1650,2959,0.068,0.695
alice,2,28568869,85,0.0203,0.3465,4.975,0.3901,,,1672,2842,0.069,0.719
bob,2,28556263,0,-0.0178,0.1365,0.0,,-1.0147,0.1152,,,,
bob,2,28556263,1,0.0002,0.0971,0.0,,-1.0089,0.0591,,,,
bob,2,28556263,2,0.0002,0.1135,0.0,,-1.0084,0.0733,,,,
bob,2,28556263,3,0.0002,0.1151,0.0,,-1.0103,0.0746,,,,
bob,2,28556263,4,0.0003,0.1153,0.0,,-1.0077,0.0763,,,,
bob,2,28556263,5,0.0004,0.094,0.0,,-1.0071,0.0655,,,,
bob,2,28556263,6,0.0002,0.1218,0.0,,-1.0108,0.0806,,,,
bob,2,28556263,7,0.0003,0.1204,0.0,,-1.0084,0.0797,,,,
bob,2,28556263,8,0.0004,0.1084,0.0,,-1.005,0.0733,,,,
bob,2,28556263,9,0.0,0.1265,0.0,,-1.0065,0.0846,,,,
bob,2,28556263,10,0.0005,0.1102,0.0,,-1.007,0.0725,,,,
bob,2,28556263,11,-0.0006,0.133,0.0,,-1.0051,0.0879,,,,
bob,2,28556263,12,0.0004,0.1186,0.0,,-1.0058,0.0797,,,,
bob,2,28556263,13,-0.0002,0.1448,0.0,,-1.0059,0.0991,,,,
bob,2,28556263,14,0.0004,0.1122,0.0,,-1.0063,0.076,,,,
bob,2,28556263,15,-0.0001,0.1342,0.0,,-1.0058,0.0893,,,,
bob,2,28556263,16,0.0009,0.1254,0.0,,-1.0085,0.0836,,,,
bob,2,28556263,17,-0.0004,0.118,0.0,,-1.0025,0.0803,,,,
bob,2,28556263,18,-0.0005,0.1195,0.0,,-1.0065,0.08,,,,
bob,2,28556263,19,-0.0001,0.1385,0.0,,-1.0072,0.0937,,,,
bob,2,28556263,20,0.0003,0.1322,0.0,,-1.0044,0.0881,,,,
bob,2,28556263,21,-0.0003,0.1406,0.0,,-1.0041,0.0967,,,,
bob,2,28556263,22,-0.0002,0.1183,0.0,,-1.0107,0.0808,,,,
bob,2,28556263,23,0.0001,0.1382,0.0,,-1.0074,0.091,,,,
bob,2,28556263,24,-0.0002,0.1293,0.0,,-1.0047,0.0868,,,,
bob,2,28556263,25,-0.0005,0.133,0.0,,-1.0092,0.0912,,,,
bob,2,28556263,26,-0.0005,0.1406,0.0,,-1.0147,0.0932,,,,
bob,2,28556263,27,0.0002,0.1217,0.0,,-1.019,0.0802,,,,
bob,2,28556263,28,-0.0005,0.1183,0.0,,-1.0314,0.08,,,,
bob,2,28556263,29,0.0003,0.1147,0.0,,-1.0405,0.083,,,,
bob,2,28556263,30,0.0002,0.1155,0.0,,-1.0302,0.0766,,,,
bob,2,28556263,31,-0.0004,0.1051,0.0,,-1.0361,0.0756,,,,
bob,2,28556263,32,-0.0006,0.1387,0.0,,-1.0316,0.0969,,,,
bob,2,28556263,33,-0.0005,0.1406,0.0,,-1.0491,0.0971,,,,
bob,2,28556263,34,0.0,0.1303,0.0,,-1.0397,0.0893,,,,
bob,2,28556263,35,0.0005,0.1059,0.0,,-1.0442,0.0723,,,,
bob,2,28556263,36,0.0003,0.1418,0.0,,-1.0589,0.0984,,,,
bob,2,28556263,37,0.0,0.1339,0.0,,-1.0522,0.0907,,,,
bob,2,28556263,38,0.0,0.1215,0.0,,-1.0604,0.0819,,,,
bob,2,28556263,39,0.0003,0.1468,0.0,,-1.0534,0.0972,,,,
bob,2,28556263,40,0.0003,0.1224,0.0,,-1.0504,0.0872,,,,
bob,2,28556263,41,0.0001,0.1119,0.0,,-1.0461,0.0786,,,,
bob,2,28556263,42,-0.0005,0.1038,0.0,,-1.0555,0.0733,,,,
bob,2,28556263,43,-0.0,0.1361,0.0,,-1.0489,0.0926,,,,
bob,2,28556263,44,0.0001,0.1206,0.0,,-1.0387,0.0838,,,,
bob,2,28556263,45,0.001,0.1127,0.0,,-1.0451,0.0807,,,,
bob,2,28556263,46,0.0001,0.1067,0.0,,-1.0484,0.0785,,,,
bob,2,28556263,47,0.0004,0.1163,0.0,,-1.0442,0.0834,,,,
bob,2,28556263,48,0.0005,0.1211,0.0,,-1.0693,0.0878,,,,
bob,2,28556263,49,0.0002,0.1347,0.0,,-1.051,0.0979,,,,
bob,2,28556263,50,0.001,0.1246,0.0,,-1.0389,0.0857,,,,
bob,2,28556263,51,0.0005,0.1194,0.0,,-1.0427,0.0861,,,,
bob,2,28568869,52,0.0007,0.1398,0.0,,-1.0168,0.0991,,,,
bob,2,28568869,53,0.0005,0.1576,0.0,,-1.0217,0.1128,,,,
bob,2,28568869,54,0.0005,0.1398,0.0,,-1.0252,0.1011,,,,
bob,2,28568869,55,0.0004,0.1391,0.0,,-1.023,0.1056,,,,
bob,2,28568869,56,0.0002,0.1227,0.0,,-1.0286,0.0878,,,,
bob,2,28568869,57,0.0007,0.1438,0.0,,-1.027,0.1046,,,,
bob,2,28568869,58,0.0006,0.1569,0.0,,-1.0225,0.1092,,,,
bob,2,28568869,59,0.0005,0.1264,0.0,,-1.0216,0.0926,,,,
bob,2,28568869,60,-0.0001,0.1315,0.0,,-1.0169,0.1002,,,,
bob,2,28568869,61,-0.0,0.1468,0.0,,-1.0241,0.1078,,,,
bob,2,28568869,62,0.0006,0.143,0.0,,-1.0217,0.1037,,,,
bob,2,28568869,63,0.0015,0.1379,0.0,,-1.0285,0.0987,,,,
bob,2,28568869,64,0.0017,0.1397,0.0,,-1.0215,0.1024,,,,
bob,2,28568869,65,0.0006,0.1462,0.0,,-1.0282,0.1064,,,,
bob,2,28568869,66,0.001,0.1363,0.0,,-1.0236,0.1029,,,,
bob,2,28568869,67,0.0005,0.1315,0.0,,-1.0276,0.1017,,,,
bob,2,28568869,68,0.0007,0.1331,0.0,,-1.0272,0.0933,,,,
bob,2,28568869,69,0.0005,0.1352,0.0,,-1.0238,0.0991,,,,
bob,2,28568869,70,0.0002,0.1446,0.0,,-1.0271,0.11,,,,
bob,2,28568869,71,0.0001,0.1351,0.0,,-1.0259,0.1032,,,,
bob,2,28568869,72,0.0008,0.1479,0.0,,-1.0316,0.1158,,,,
bob,2,28568869,73,0.0006,0.1351,0.0,,-1.023,0.1034,,,,
bob,2,28568869,74,0.0013,0.1411,0.0,,-1.0396,0.1139,,,,
bob,2,28568869,75,0.0012,0.1354,0.0,,-1.0232,0.0977,,,,
bob,2,28568869,76,0.0011,0.1345,0.0,,-1.0272,0.1077,,,,
bob,2,28568869,77,0.0009,0.1368,0.0,,-1.0281,0.1043,,,,
bob,2,28568869,78,0.001,0.1258,0.0,,-1.0289,0.0962,,,,
bob,2,28568869,79,0.001,0.136,0.0,,-1.0268,0.1012,,,,
bob,2,28568869,80,0.0013,0.1533,0.0,,-1.0276,0.1135,,,,
bob,2,28568869,81,0.0007,0.1543,0.0,,-1.0334,0.1146,,,,
bob,2,28568869,82,0.0024,0.151,0.0,,-1.0235,0.1131,,,,
bob,2,28568869,83,0.0017,0.1484,0.0,,-1.0192,0.1094,,,,
bob,2,28568869,84,0.001,0.1617,0.0,,-1.0257,0.1193,,,,
bob,2,28568869,85,0.0005,0.1471,0.0,,-1.0188,0.1137,,,,
