agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,sr,valid_goals,invalid_goals
bob,1,28541846,123,0.0003,0.1865,0.322,,-1.0843,0.1334,,
bob,1,28541846,124,-0.0043,0.2031,0.6239,,-1.0927,0.1451,,
bob,1,28541846,125,0.005,0.2193,0.8514,,-1.0849,0.1671,,
bob,1,28541846,126,0.0095,0.2109,1.0068,,-1.0519,0.1618,,
bob,1,28541846,127,0.0054,0.2107,1.2906,,-1.0705,0.1752,,
bob,1,28541846,128,0.0067,0.196,1.3407,,-1.1113,0.1567,,
bob,1,28541846,129,0.0067,0.216,1.4652,,-1.0785,0.174,,
bob,1,28541846,130,0.0035,0.2092,1.5239,,-1.0949,0.1675,,
bob,1,28541846,131,0.0042,0.2074,1.416,,-1.0982,0.1577,,
bob,1,28541846,132,0.0049,0.2099,1.4803,,-1.0826,0.1644,,
bob,1,28541846,133,0.0006,0.2191,1.5822,,-1.1004,0.1704,,
bob,1,28541846,134,0.0034,0.2179,1.6581,,-1.104,0.1736,,
bob,1,28541846,135,0.0069,0.2318,1.6535,,-1.1088,0.1786,,
bob,1,28541846,136,0.0038,0.2123,1.517,,-1.0994,0.1624,,
bob,1,28541846,137,0.0027,0.2295,1.5696,,-1.1012,0.1645,,
bob,1,28541846,138,0.0046,0.2299,1.6263,,-1.0922,0.1723,,
bob,1,28541846,139,0.0023,0.2592,1.6303,,-1.1007,0.1917,,
bob,1,28541846,140,0.0037,0.2254,1.6823,,-1.1106,0.1629,,
bob,1,28544529,141,0.0052,0.2039,1.0879,,-1.0672,0.1474,,
bob,1,28544529,142,0.001,0.1829,1.1025,,-1.0669,0.1507,,
bob,1,28544529,143,0.0037,0.2016,0.4665,,-1.0602,0.1595,,
bob,1,28544529,144,0.002,0.193,0.7048,,-1.0884,0.1582,,
bob,1,28544529,145,0.0048,0.1956,1.0174,,-1.0784,0.1687,,
bob,1,28544529,146,0.0071,0.1955,1.1222,,-1.0687,0.1625,,
bob,1,28544529,147,0.0053,0.1962,1.2616,,-1.0671,0.1614,,
bob,1,28544529,148,0.0011,0.1976,1.1804,,-1.0578,0.161,,
bob,1,28544529,149,0.0044,0.2159,1.6668,,-1.106,0.1781,,
bob,1,28544529,150,0.0127,0.212,1.6029,,-1.0521,0.1623,,
bob,1,28544529,151,0.0095,0.2182,1.4736,,-1.0553,0.1683,,
bob,1,28544529,152,0.0104,0.2219,1.54,,-1.0717,0.176,,
bob,1,28544529,153,0.0149,0.2259,1.6266,,-1.0759,0.172,,
bob,1,28544529,154,0.0144,0.2211,1.456,,-1.0894,0.1671,,
bob,1,28544529,155,0.0114,0.2404,1.653,,-1.0742,0.1862,,
bob,1,28544529,156,0.0116,0.2354,1.6858,,-1.0673,0.1893,,
bob,1,28544529,157,0.0144,0.2335,1.5326,,-1.0707,0.1745,,
bob,1,28544529,158,0.0104,0.2301,1.4328,,-1.0789,0.1744,,
bob,1,28544529,159,0.0178,0.2423,1.5549,,-1.0776,0.1858,,
bob,1,28544529,160,0.0158,0.2347,1.5757,,-1.0777,0.1801,,
bob,1,28546103,161,0.0027,0.1861,1.6625,,-1.0826,0.1425,,
bob,1,28546103,162,0.005,0.1711,1.789,,-1.0965,0.1409,,
bob,1,28546103,163,0.0045,0.2012,2.2833,,-1.0932,0.1685,,
bob,1,28546103,164,0.0063,0.2301,1.9984,,-1.0827,0.1887,,
bob,1,28546103,165,0.015,0.195,0.4517,,-1.0641,0.1512,,
bob,1,28546103,166,0.0053,0.1877,1.3124,,-1.0886,0.1601,,
bob,1,28546103,167,0.004,0.2069,1.6347,,-1.089,0.1645,,
bob,1,28546103,168,0.0095,0.2385,1.5335,,-1.0647,0.1866,,
bob,1,28546103,169,0.0053,0.2078,1.9645,,-1.0709,0.1713,,
bob,1,28546103,170,0.0094,0.1888,1.5445,,-1.1034,0.151,,
bob,1,28546103,171,0.0119,0.214,2.4083,,-1.0813,0.1755,,
bob,1,28546103,172,0.0109,0.2299,2.5857,,-1.0981,0.1802,,
bob,1,28546103,173,0.0114,0.2,2.1021,,-1.0905,0.1564,,
bob,1,28546103,174,0.0101,0.2099,1.7026,,-1.078,0.1586,,
bob,1,28546103,175,0.0089,0.2318,1.9723,,-1.0763,0.1893,,
bob,1,28546103,176,0.0114,0.239,2.0411,,-1.0906,0.1847,,
bob,1,28546103,177,0.0113,0.2351,2.5773,,-1.1008,0.1903,,
bob,1,28546103,178,0.0214,0.1907,2.0174,,-1.0874,0.1393,,
bob,1,28546103,179,0.0086,0.2057,2.5522,,-1.1187,0.1541,,
bob,1,28546103,180,0.0153,0.216,2.8759,,-1.099,0.158,,
bob,1,28546580,181,0.0099,0.2122,2.8739,,-1.0547,0.1534,,
bob,1,28546580,182,0.0201,0.2033,3.2794,,-1.0506,0.1831,,
bob,1,28546580,183,0.0187,0.2017,2.2238,,-1.0499,0.1766,,
bob,1,28546580,184,0.0153,0.2086,2.6864,,-1.0638,0.1821,,
bob,1,28546580,185,0.0062,0.2195,2.3357,,-1.0516,0.1834,,
bob,1,28546580,186,0.007,0.2384,1.4965,,-1.0815,0.1805,,
bob,1,28546580,187,0.0118,0.2175,1.0289,,-1.0757,0.1776,,
bob,1,28546580,188,0.0097,0.2122,1.4066,,-1.099,0.1695,,
bob,1,28546580,189,0.011,0.2195,1.6823,,-1.1175,0.1739,,
bob,1,28546580,190,0.0133,0.2084,2.0648,,-1.11,0.1712,,
bob,1,28546580,191,0.0187,0.2371,2.3457,,-1.084,0.1904,,
bob,1,28546580,192,0.0164,0.2268,2.2573,,-1.0851,0.1744,,
bob,1,28546580,193,0.013,0.2198,1.8805,,-1.0699,0.1725,,
bob,1,28546580,194,0.0149,0.2275,1.8441,,-1.0904,0.173,,
bob,1,28546580,195,0.0125,0.2295,2.1226,,-1.1043,0.1658,,
bob,1,28546580,196,0.0165,0.2431,2.4296,,-1.1058,0.1788,,
bob,1,28546580,197,0.0155,0.2475,2.6531,,-1.099,0.1808,,
bob,1,28546580,198,0.0123,0.2503,2.9482,,-1.1035,0.1883,,
bob,1,28546580,199,0.0146,0.2294,2.7089,,-1.0902,0.1657,,
bob,1,28546580,200,0.0221,0.241,1.9355,,-1.0892,0.1743,,
bob,1,28547089,201,0.0164,0.1964,2.2623,,-1.0184,0.1598,,
bob,1,28547089,202,0.0133,0.2031,2.9399,,-1.0612,0.1667,,
bob,1,28547089,203,0.0164,0.2088,2.7182,,-1.0527,0.1748,,
bob,1,28547089,204,0.0201,0.2185,1.8018,,-1.049,0.1618,,
bob,1,28547089,205,0.0194,0.2401,2.2033,,-1.0381,0.1941,,
bob,1,28547089,206,0.0144,0.2235,2.6331,,-1.0413,0.1944,,
bob,1,28547089,207,0.0091,0.2153,1.6712,,-1.0632,0.174,,
bob,1,28547089,208,0.0107,0.2475,1.8351,,-1.0676,0.1865,,
bob,1,28547089,209,0.0036,0.2444,1.9433,,-1.0731,0.1722,,
bob,1,28547089,210,0.0081,0.2438,1.7217,,-1.0578,0.1864,,
bob,1,28547089,211,0.0125,0.226,2.3328,,-1.0919,0.1779,,
bob,1,28547089,212,0.0181,0.2255,2.3833,,-1.0819,0.1738,,
bob,1,28547089,213,0.021,0.226,3.047,,-1.0824,0.1814,,
bob,1,28547089,214,0.0184,0.2139,2.9891,,-1.0955,0.1627,,
bob,1,28547089,215,0.0174,0.2289,3.0672,,-1.0946,0.1704,,
bob,1,28547089,216,0.0157,0.2365,1.8005,,-1.0831,0.1689,,
bob,1,28547089,217,0.0175,0.2441,2.7446,,-1.1042,0.1821,,
bob,1,28547089,218,0.0199,0.2506,2.532,,-1.0854,0.1897,,
bob,1,28547089,219,0.0203,0.2465,2.342,,-1.0762,0.1883,,
bob,1,28547089,220,0.0194,0.2311,2.3106,,-1.0699,0.1741,,
bob,1,28549701,221,0.0122,0.1726,2.2998,,-1.0739,0.1414,,
bob,1,28549701,222,0.0125,0.1779,2.5597,,-1.0901,0.1468,,
bob,1,28549701,223,0.0192,0.2022,4.3473,,-1.0684,0.166,,
bob,1,28549701,224,0.018,0.2362,4.549,,-1.0671,0.1988,,
bob,1,28549701,225,0.0119,0.1875,4.1929,,-1.0969,0.1653,,
bob,1,28549701,226,0.0144,0.2045,4.68,,-1.0935,0.1802,,
bob,1,28549701,227,0.0283,0.211,3.1584,,-1.1105,0.181,,
