agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,abc_coef,sr,valid_goals,invalid_goals,avg_xy,max_xy,avg_z,ik_fail_rate,not_moved_frac
alice,0,28830260,1441,0.1177,0.7359,2.755,0.1,,,,462,129,0.316,1.23,0.014,0.056,0.19289340101522842
alice,0,28830260,1442,0.118,0.7523,3.2042,0.1,,,,466,120,0.316,1.163,0.017,0.055,0.17064846416382254
alice,0,28830260,1443,0.1061,0.7778,3.7222,0.1,,,,461,127,0.333,1.264,0.017,0.048,0.18877551020408162
alice,0,28830260,1444,0.1112,0.7496,3.349,0.1,,,,473,127,0.316,1.324,0.016,0.053,0.18833333333333332
alice,0,28830260,1445,0.1078,0.7703,3.0051,0.1,,,,457,141,0.32,1.184,0.016,0.052,0.205685618729097
alice,0,28830260,1446,0.1232,0.8091,3.505,0.1,,,,466,116,0.31,1.236,0.015,0.055,0.17525773195876287
alice,0,28830260,1447,0.1122,0.7662,3.9326,0.1,,,,473,132,0.331,1.254,0.016,0.06,0.19834710743801653
alice,0,28830260,1448,0.1155,0.7993,3.7049,0.1,,,,475,114,0.333,1.184,0.015,0.043,0.15449915110356535
alice,0,28830260,1449,0.1223,0.8026,3.6075,0.1,,,,467,110,0.325,1.209,0.015,0.047,0.1663778162911612
alice,0,28830260,1450,0.0999,0.7011,3.4802,0.1,,,,460,150,0.31,1.382,0.015,0.048,0.21639344262295082
alice,0,28830260,1451,0.0988,0.7921,3.32,0.1,,,,449,145,0.304,1.123,0.015,0.055,0.21885521885521886
alice,0,28830260,1452,0.1254,0.8396,3.53,0.1,,,,463,129,0.316,1.177,0.016,0.05,0.1875
alice,0,28830260,1453,0.1158,0.8197,3.6179,0.1,,,,478,107,0.337,1.342,0.019,0.046,0.1623931623931624
alice,0,28830260,1454,0.1165,0.7906,3.4067,0.1,,,,469,115,0.327,1.371,0.015,0.058,0.1797945205479452
alice,0,28830260,1455,0.1292,0.7618,3.6497,0.1,,,,465,131,0.293,1.117,0.015,0.058,0.19630872483221476
alice,0,28830260,1456,0.1188,0.7358,3.6915,0.1,,,,460,135,0.313,1.232,0.015,0.048,0.20504201680672268
alice,0,28830260,1457,0.1181,0.7607,3.209,0.1,,,,468,129,0.318,1.279,0.016,0.055,0.19095477386934673
alice,0,28830260,1458,0.1225,0.7462,3.4145,0.1,,,,474,121,0.328,1.156,0.015,0.046,0.17478991596638654
alice,0,28830260,1459,0.118,0.6744,3.4302,0.1,,,,462,139,0.321,1.315,0.015,0.05,0.21797004991680533
alice,0,28830260,1460,0.1252,0.7106,3.2193,0.1,,,,468,115,0.339,1.178,0.016,0.044,0.1595197255574614
alice,0,28830260,1461,0.1138,0.7247,3.288,0.1,,,,464,124,0.316,1.142,0.015,0.048,0.17517006802721088
alice,0,28830260,1462,0.1282,0.6877,3.5,0.1,,,,467,126,0.323,1.08,0.014,0.049,0.18887015177065766
alice,0,28830260,1463,0.1244,0.7086,3.1211,0.1,,,,473,115,0.333,1.204,0.015,0.042,0.17006802721088435
alice,0,28830260,1464,0.1137,0.7684,3.3651,0.1,,,,460,119,0.324,1.135,0.015,0.048,0.18134715025906736
alice,0,28830260,1465,0.1342,0.7754,3.7634,0.1,,,,477,106,0.334,1.28,0.016,0.054,0.15265866209262435
alice,0,28830260,1466,0.1259,0.7946,3.4,0.1,,,,469,105,0.334,1.392,0.015,0.046,0.16898954703832753
alice,0,28830260,1467,0.1246,0.6662,3.038,0.1,,,,469,144,0.295,1.168,0.015,0.05,0.21207177814029363
alice,0,28830260,1468,0.0976,0.6851,3.2874,0.1,,,,464,138,0.301,1.057,0.017,0.043,0.19767441860465115
alice,0,28830260,1469,0.1051,0.7039,2.7219,0.1,,,,455,129,0.325,1.183,0.015,0.05,0.1952054794520548
alice,0,28830260,1470,0.1172,0.7157,3.2732,0.1,,,,466,120,0.317,1.088,0.016,0.049,0.18088737201365188
alice,0,28830260,1471,0.1011,0.7733,2.7902,0.1,,,,453,134,0.301,1.142,0.016,0.051,0.20442930153321975
alice,0,28830260,1472,0.1118,0.7833,3.25,0.1,,,,445,145,0.309,1.403,0.015,0.046,0.2033898305084746
alice,0,28830260,1473,0.1364,0.8248,3.1328,0.1,,,,464,136,0.313,1.279,0.017,0.05,0.20333333333333334
alice,0,28830260,1474,0.133,0.7986,3.6776,0.1,,,,474,129,0.319,1.175,0.015,0.051,0.1791044776119403
alice,0,28830260,1475,0.136,0.8241,3.3192,0.1,,,,461,121,0.329,1.294,0.016,0.054,0.18384879725085912
alice,0,28830260,1476,0.1195,0.8485,4.14,0.1,,,,463,134,0.309,1.151,0.014,0.051,0.20938023450586266
alice,0,28830260,1477,0.1269,0.8074,3.6981,0.1,,,,466,127,0.326,1.463,0.016,0.046,0.1905564924114671
alice,0,28830260,1478,0.1281,0.7601,3.5396,0.1,,,,482,114,0.32,1.283,0.015,0.045,0.1610738255033557
alice,0,28830260,1479,0.1089,0.7817,3.401,0.1,,,,464,119,0.304,1.205,0.016,0.048,0.19039451114922812
alice,0,28830260,1480,0.1203,0.7529,3.5238,0.1,,,,477,130,0.302,1.185,0.016,0.051,0.18780889621087316
alice,0,28830260,1481,0.097,0.7909,3.5525,0.1,,,,470,121,0.33,1.227,0.016,0.048,0.18612521150592218
alice,0,28830260,1482,0.0967,0.7988,3.4219,0.1,,,,458,138,0.315,1.335,0.016,0.043,0.21476510067114093
alice,0,28830260,1483,0.0973,0.8677,3.3521,0.1,,,,463,109,0.327,1.189,0.014,0.051,0.1660839160839161
alice,0,28830260,1484,0.1134,0.8309,3.84,0.1,,,,474,120,0.313,1.34,0.014,0.05,0.1750841750841751
alice,0,28830260,1485,0.109,0.8351,3.6232,0.1,,,,456,127,0.328,1.314,0.016,0.051,0.19897084048027444
alice,0,28830260,1486,0.1291,0.8558,3.6547,0.1,,,,470,128,0.302,1.195,0.015,0.05,0.19230769230769232
alice,0,28830260,1487,0.1368,0.7721,3.7688,0.1,,,,465,134,0.313,1.141,0.015,0.051,0.20534223706176963
alice,0,28830260,1488,0.1309,0.7496,3.2929,0.1,,,,461,148,0.3,1.204,0.015,0.046,0.20689655172413793
alice,0,28830260,1489,0.1174,0.7813,3.5051,0.1,,,,457,140,0.303,1.299,0.015,0.053,0.21943048576214405
alice,0,28830260,1490,0.1232,0.8038,3.6985,0.1,,,,470,118,0.313,1.176,0.016,0.053,0.17857142857142858
alice,0,28830260,1491,0.121,0.7973,3.4167,0.1,,,,465,130,0.304,1.324,0.015,0.055,0.1899159663865546
alice,0,28830260,1492,0.1073,0.8297,3.378,0.1,,,,466,121,0.335,1.24,0.015,0.049,0.18568994889267462
alice,0,28830260,1493,0.0991,0.8254,3.6087,0.1,,,,458,119,0.319,1.173,0.015,0.047,0.18370883882149047
alice,0,28830260,1494,0.1128,0.8273,3.4658,0.1,,,,463,131,0.314,1.176,0.015,0.05,0.19528619528619529
alice,0,28830260,1495,0.1231,0.7769,3.2056,0.1,,,,454,162,0.304,1.185,0.015,0.05,0.22402597402597402
alice,0,28830260,1496,0.1362,0.7799,3.6699,0.1,,,,462,119,0.328,1.26,0.015,0.05,0.16695352839931152
alice,0,28830260,1497,0.1399,0.7825,3.1221,0.1,,,,482,117,0.327,1.291,0.016,0.049,0.1652754590984975
alice,0,28830260,1498,0.1201,0.7538,3.3089,0.1,,,,463,123,0.322,1.424,0.014,0.042,0.17918088737201365
alice,0,28830260,1499,0.113,0.7266,3.4754,0.1,,,,459,156,0.294,1.171,0.015,0.049,0.23252032520325203
alice,0,28830260,1500,0.1217,0.761,3.0,0.1,,,,465,131,0.297,1.231,0.015,0.05,0.19966442953020133
alice,0,28830260,1501,0.0943,0.8195,3.1787,0.1,,,,450,142,0.313,1.516,0.015,0.053,0.20608108108108109
alice,0,28830260,1502,0.1138,0.8478,3.4505,0.1,,,,458,130,0.316,1.347,0.015,0.049,0.20408163265306123
alice,0,28830260,1503,0.148,0.7844,3.7067,0.1,,,,464,130,0.318,1.19,0.015,0.053,0.18686868686868688
alice,0,28830260,1504,0.138,0.7431,3.5025,0.1,,,,454,171,0.282,1.213,0.014,0.055,0.2448
alice,0,28830260,1505,0.1335,0.7847,3.6453,0.1,,,,478,118,0.316,1.34,0.015,0.054,0.17281879194630873
alice,0,28830260,1506,0.1328,0.7176,3.3158,0.1,,,,459,146,0.306,1.1,0.015,0.048,0.2049586776859504
alice,0,28830260,1507,0.1213,0.763,3.7181,0.1,,,,471,132,0.303,1.049,0.015,0.049,0.19734660033167495
bob,0,28830260,0,0.1177,0.0056,0.5,,-0.9999,0.5,0.0,,,,,,,
bob,0,28830260,1,0.0026,0.0057,0.45999999999999996,,-0.9999,0.4998,0.0,,,,,,,
bob,0,28830260,2,0.0018,0.0063,0.54,,-0.9999,0.4997,0.0,,,,,,,
bob,0,28830260,3,0.0015,0.012,0.62,,-0.9998,0.4995,0.003,,,,,,,
bob,0,28830260,4,-0.0009,0.0061,0.52,,-0.9999,0.4993,0.0024,,,,,,,
bob,0,28830260,5,0.0072,0.0069,0.5,,-0.9998,0.4992,0.002,,,,,,,
bob,0,28830260,6,0.0004,0.0063,0.5,,-0.9998,0.499,0.0017,,,,,,,
bob,0,28830260,7,-0.0025,0.0077,0.5599999999999999,,-0.9999,0.4988,0.0015,,,,,,,
bob,0,28830260,8,-0.0015,0.005,0.45999999999999996,,-0.9999,0.4987,0.0014,,,,,,,
bob,0,28830260,9,0.0003,0.0066,0.54,,-0.9999,0.4985,0.0012,,,,,,,
bob,0,28830260,10,0.0021,0.0084,0.5599999999999999,,-0.9999,0.4983,0.0011,,,,,,,
bob,0,28830260,11,0.0025,0.007,0.54,,-0.9999,0.4982,0.001,,,,,,,
bob,0,28830260,12,0.0006,0.007,0.54,,-0.9999,0.498,0.0009,,,,,,,
bob,0,28830260,13,-0.0017,0.0055,0.5,,-0.9999,0.4978,0.0009,,,,,,,
bob,0,28830260,14,-0.0041,0.006,0.54,,-0.9999,0.4977,0.0008,,,,,,,
bob,0,28830260,15,0.0015,0.0061,0.54,,-0.9999,0.4975,0.0008,,,,,,,
bob,0,28830260,16,0.0007,0.0117,0.5599999999999999,,-0.9999,0.4973,0.0013,,,,,,,
bob,0,28830260,17,0.0015,0.0072,0.5599999999999999,,-0.9999,0.4972,0.0012,,,,,,,
bob,0,28830260,18,-0.0003,0.0071,0.54,,-0.9999,0.497,0.0011,,,,,,,
bob,0,28830260,19,0.0042,0.0072,0.48,,-0.9999,0.4968,0.0011,,,,,,,
bob,0,28830260,20,-0.0025,0.0086,0.58,,-0.9999,0.4967,0.0015,,,,,,,
bob,0,28830260,21,-0.001,0.0069,0.6,,-0.9999,0.4965,0.0017,,,,,,,
bob,0,28830260,22,0.0005,0.007,0.52,,-0.9999,0.4963,0.0017,,,,,,,
bob,0,28830260,23,-0.0019,0.0062,0.5,,-0.9998,0.4962,0.0016,,,,,,,
bob,0,28830260,24,-0.008,0.0055,0.48,,-0.9999,0.496,0.0015,,,,,,,
bob,0,28830260,25,-0.0016,0.006,0.5,,-0.9999,0.4958,0.0015,,,,,,,
bob,0,28830260,26,-0.0048,0.0059,0.52,,-0.9999,0.4957,0.0014,,,,,,,
bob,0,28830260,27,-0.0009,0.0056,0.5,,-0.9999,0.4955,0.0014,,,,,,,
bob,0,28830260,28,0.0072,0.0066,0.54,,-0.9999,0.4953,0.0013,,,,,,,
bob,0,28830260,29,-0.0013,0.0068,0.5599999999999999,,-0.9999,0.4952,0.0013,,,,,,,
bob,0,28830260,30,-0.0012,0.007,0.5599999999999999,,-0.9998,0.495,0.0012,,,,,,,
bob,0,28830260,31,-0.0017,0.0066,0.5,,-0.9999,0.4948,0.0012,,,,,,,
bob,0,28830260,32,-0.0033,0.0079,0.5599999999999999,,-0.9998,0.4947,0.0012,,,,,,,
bob,0,28830260,33,0.0006,0.0075,0.52,,-0.9999,0.4945,0.0011,,,,,,,
bob,0,28830260,34,-0.0064,0.0062,0.5599999999999999,,-0.9999,0.4943,0.0011,,,,,,,
bob,0,28830260,35,-0.0036,0.0056,0.48,,-0.9999,0.4942,0.0011,,,,,,,
bob,0,28830260,36,0.001,0.0071,0.5599999999999999,,-0.9999,0.494,0.001,,,,,,,
bob,0,28830260,37,-0.0072,0.006,0.54,,-0.9999,0.4938,0.001,,,,,,,
bob,0,28830260,38,-0.0008,0.0067,0.5599999999999999,,-0.9999,0.4937,0.0011,,,,,,,
bob,0,28830260,39,-0.0007,0.0056,0.5,,-0.9998,0.4935,0.0011,,,,,,,
bob,0,28830260,40,-0.0011,0.0066,0.54,,-0.9999,0.4933,0.001,,,,,,,
bob,0,28830260,41,0.0026,0.0075,0.5599999999999999,,-0.9999,0.4932,0.001,,,,,,,
bob,0,28830260,42,-0.004,0.0064,0.5599999999999999,,-0.9999,0.493,0.001,,,,,,,
bob,0,28830260,43,-0.0025,0.0063,0.52,,-0.9999,0.4928,0.001,,,,,,,
bob,0,28830260,44,0.0046,0.007,0.5599999999999999,,-0.9999,0.4927,0.001,,,,,,,
bob,0,28830260,45,0.0026,0.0072,0.54,,-0.9999,0.4925,0.0009,,,,,,,
bob,0,28830260,46,0.0021,0.0119,0.62,,-0.9999,0.4923,0.001,,,,,,,
bob,0,28830260,47,-0.0001,0.0064,0.5599999999999999,,-0.9999,0.4922,0.001,,,,,,,
bob,0,28830260,48,-0.002,0.0067,0.54,,-0.9999,0.492,0.001,,,,,,,
bob,0,28830260,49,-0.0043,0.0154,0.58,,-0.9999,0.4918,0.001,,,,,,,
bob,0,28830260,50,0.0024,0.0064,0.58,,-0.9999,0.4917,0.001,,,,,,,
bob,0,28830260,51,-0.0004,0.0064,0.5599999999999999,,-0.9999,0.4915,0.001,,,,,,,
bob,0,28830260,52,-0.0001,0.0066,0.54,,-0.9999,0.4913,0.001,,,,,,,
bob,0,28830260,53,0.0015,0.0066,0.52,,-0.9999,0.4912,0.001,,,,,,,
bob,0,28830260,54,-0.0013,0.0064,0.54,,-0.9999,0.491,0.0009,,,,,,,
bob,0,28830260,55,0.0018,0.0064,0.54,,-0.9999,0.4908,0.0009,,,,,,,
bob,0,28830260,56,0.0027,0.0062,0.5599999999999999,,-0.9999,0.4907,0.0009,,,,,,,
bob,0,28830260,57,0.0012,0.0066,0.58,,-0.9999,0.4905,0.0009,,,,,,,
bob,0,28830260,58,-0.0014,0.0067,0.5599999999999999,,-0.9999,0.4903,0.0009,,,,,,,
bob,0,28830260,59,-0.0048,0.0064,0.5599999999999999,,-0.9999,0.4902,0.0009,,,,,,,
bob,0,28830260,60,0.0028,0.0065,0.5599999999999999,,-0.9999,0.49,0.0009,,,,,,,
bob,0,28830260,61,0.0027,0.0068,0.54,,-0.9999,0.4898,0.0008,,,,,,,
bob,0,28830260,62,-0.0009,0.007,0.58,,-0.9999,0.4897,0.0008,,,,,,,
bob,0,28830260,63,0.0005,0.0067,0.58,,-0.9999,0.4895,0.0008,,,,,,,
bob,0,28830260,64,0.0008,0.0066,0.5599999999999999,,-0.9999,0.4893,0.0008,,,,,,,
bob,0,28830260,65,-0.001,0.007,0.5599999999999999,,-0.9999,0.4892,0.0008,,,,,,,
bob,0,28830260,66,0.0057,0.0071,0.6,,-0.9999,0.489,0.0008,,,,,,,
bob,0,28830260,67,0.0039,0.0099,0.58,,-0.9999,0.4888,0.0008,,,,,,,
bob,0,28830260,68,-0.0005,0.0111,0.58,,-0.9998,0.4887,0.0009,,,,,,,
bob,0,28830260,69,-0.0008,0.0064,0.5599999999999999,,-0.9999,0.4885,0.0009,,,,,,,
bob,0,28830260,70,0.001,0.0057,0.52,,-0.9999,0.4883,0.0008,,,,,,,
bob,0,28830260,71,-0.0086,0.0064,0.54,,-0.9999,0.4882,0.0008,,,,,,,
bob,0,28830260,72,0.0037,0.0073,0.58,,-0.9999,0.488,0.0008,,,,,,,
bob,0,28830260,73,-0.0051,0.0065,0.54,,-0.9999,0.4878,0.0008,,,,,,,
bob,0,28830260,74,0.0001,0.0072,0.58,,-0.9999,0.4877,0.0008,,,,,,,
bob,0,28830260,75,0.0057,0.0063,0.5599999999999999,,-0.9999,0.4875,0.0008,,,,,,,
bob,0,28830260,76,0.0038,0.0071,0.6,,-0.9999,0.4873,0.0008,,,,,,,
bob,0,28830260,77,0.0006,0.0097,0.62,,-0.9999,0.4872,0.0008,,,,,,,
bob,0,28830260,78,-0.0034,0.0067,0.6,,-0.9999,0.487,0.0008,,,,,,,
bob,0,28830260,79,0.0017,0.0064,0.54,,-0.9999,0.4868,0.0008,,,,,,,
bob,0,28830260,80,0.0008,0.0065,0.5599999999999999,,-0.9998,0.4867,0.0008,,,,,,,
bob,0,28830260,81,-0.0,0.0135,0.6,,-0.9999,0.4865,0.0009,,,,,,,
bob,0,28830260,82,-0.0002,0.0074,0.6,,-0.9999,0.4863,0.0008,,,,,,,
bob,0,28830260,83,-0.0022,0.0094,0.58,,-0.9999,0.4862,0.0009,,,,,,,
bob,0,28830260,84,0.0018,0.0062,0.58,,-0.9998,0.486,0.0009,,,,,,,
bob,0,28830260,85,0.0007,0.012,0.58,,-0.9999,0.4858,0.0009,,,,,,,
bob,0,28830260,86,0.0004,0.0059,0.5599999999999999,,-0.9998,0.4857,0.0009,,,,,,,
bob,0,28830260,87,-0.0028,0.0092,0.62,,-0.9999,0.4855,0.0009,,,,,,,
bob,0,28830260,88,-0.0002,0.007,0.5599999999999999,,-0.9998,0.4853,0.0009,,,,,,,
bob,0,28830260,89,0.0019,0.0067,0.58,,-0.9999,0.4852,0.0009,,,,,,,
bob,0,28830260,90,0.0017,0.0058,0.5599999999999999,,-0.9999,0.485,0.0009,,,,,,,
bob,0,28830260,91,-0.0007,0.0118,0.58,,-0.9999,0.4848,0.001,,,,,,,
bob,0,28830260,92,0.0005,0.0067,0.5599999999999999,,-0.9999,0.4847,0.0009,,,,,,,
bob,0,28830260,93,0.0,0.0079,0.6,,-0.9999,0.4845,0.0009,,,,,,,
bob,0,28830260,94,-0.0048,0.0066,0.58,,-0.9999,0.4843,0.0009,,,,,,,
bob,0,28830260,95,0.0009,0.0067,0.5599999999999999,,-0.9998,0.4842,0.0009,,,,,,,
bob,0,28830260,96,-0.0007,0.0078,0.64,,-0.9999,0.484,0.0009,,,,,,,
bob,0,28830260,97,-0.0006,0.0069,0.6,,-0.9998,0.4838,0.0009,,,,,,,
bob,0,28830260,98,-0.0037,0.0069,0.58,,-0.9999,0.4837,0.0009,,,,,,,
bob,0,28830260,99,-0.0023,0.0066,0.5599999999999999,,-0.9999,0.4835,0.0009,,,,,,,
bob,0,28830260,100,0.0004,0.0081,0.6,,-0.9998,0.4833,0.0009,,,,,,,
bob,0,28830260,101,0.0008,0.0065,0.5599999999999999,,-0.9999,0.4832,0.0009,,,,,,,
bob,0,28830260,102,-0.0028,0.0069,0.6,,-0.9999,0.483,0.0009,,,,,,,
bob,0,28830260,103,-0.0006,0.0067,0.6,,-0.9998,0.4828,0.0009,,,,,,,
bob,0,28830260,104,-0.0006,0.0066,0.6,,-0.9999,0.4827,0.0009,,,,,,,
bob,0,28830260,105,-0.0008,0.0075,0.62,,-0.9999,0.4825,0.0009,,,,,,,
bob,0,28830260,106,0.0019,0.0073,0.6,,-0.9999,0.4823,0.0008,,,,,,,
bob,0,28830260,107,-0.0009,0.0072,0.5599999999999999,,-0.9998,0.4822,0.0008,,,,,,,
bob,0,28830260,108,0.0008,0.0067,0.58,,-0.9999,0.482,0.0008,,,,,,,
bob,0,28830260,109,0.0006,0.0064,0.58,,-0.9998,0.4818,0.0008,,,,,,,
bob,0,28830260,110,0.0002,0.0065,0.6,,-0.9999,0.4817,0.0008,,,,,,,
bob,0,28830260,111,-0.0018,0.0069,0.6,,-0.9998,0.4815,0.0008,,,,,,,
bob,0,28830260,112,0.0068,0.0066,0.6,,-0.9999,0.4813,0.0008,,,,,,,
bob,0,28830260,113,0.0026,0.0072,0.6,,-0.9999,0.4812,0.0008,,,,,,,
bob,0,28830260,114,-0.0019,0.0071,0.6,,-0.9999,0.481,0.0008,,,,,,,
bob,0,28830260,115,-0.0001,0.0072,0.6,,-0.9998,0.4808,0.0008,,,,,,,
bob,0,28830260,116,-0.0022,0.0072,0.6,,-0.9999,0.4807,0.0008,,,,,,,
bob,0,28830260,117,-0.0013,0.007,0.6,,-0.9999,0.4805,0.0008,,,,,,,
bob,0,28830260,118,0.0005,0.0102,0.64,,-0.9999,0.4803,0.0008,,,,,,,
bob,0,28830260,119,-0.0038,0.0069,0.62,,-0.9999,0.4802,0.0008,,,,,,,
bob,0,28830260,120,-0.0008,0.0075,0.62,,-0.9999,0.48,0.0008,,,,,,,
bob,0,28830260,121,0.0004,0.0066,0.6,,-0.9999,0.4798,0.0008,,,,,,,
bob,0,28830260,122,0.0012,0.0061,0.58,,-0.9999,0.4797,0.0008,,,,,,,
bob,0,28830260,123,0.0001,0.0076,0.6,,-0.9999,0.4795,0.0008,,,,,,,
bob,0,28830260,124,0.0015,0.0081,0.6,,-0.9999,0.4793,0.0008,,,,,,,
bob,0,28830260,125,0.0022,0.0067,0.6,,-0.9999,0.4792,0.0008,,,,,,,
bob,0,28830260,126,-0.0026,0.0072,0.58,,-0.9999,0.479,0.0008,,,,,,,
bob,0,28830260,127,-0.0024,0.0072,0.5599999999999999,,-0.9998,0.4788,0.0008,,,,,,,
bob,0,28830260,128,-0.0015,0.0096,0.6,,-0.9999,0.4787,0.0008,,,,,,,
bob,0,28830260,129,-0.005,0.007,0.6,,-0.9999,0.4785,0.0008,,,,,,,
bob,0,28830260,130,-0.001,0.007,0.6,,-0.9999,0.4783,0.0008,,,,,,,
bob,0,28830260,131,0.003,0.0077,0.62,,-0.9998,0.4782,0.0007,,,,,,,
bob,0,28830260,132,0.0046,0.0065,0.62,,-0.9999,0.478,0.0007,,,,,,,
bob,0,28830260,133,-0.0029,0.0074,0.58,,-0.9999,0.4778,0.0007,,,,,,,
bob,0,28830260,134,0.0008,0.0069,0.6,,-0.9998,0.4777,0.0007,,,,,,,
bob,0,28830260,135,-0.0021,0.0079,0.62,,-0.9998,0.4775,0.0007,,,,,,,
bob,0,28830260,136,-0.0023,0.0071,0.62,,-0.9999,0.4773,0.0007,,,,,,,
bob,0,28830260,137,0.0028,0.0078,0.66,,-0.9999,0.4772,0.0007,,,,,,,
bob,0,28830260,138,-0.0006,0.0073,0.6,,-0.9999,0.477,0.0007,,,,,,,
bob,0,28830260,139,-0.001,0.008,0.64,,-0.9998,0.4768,0.0007,,,,,,,
bob,0,28830260,140,0.0024,0.0074,0.62,,-0.9999,0.4767,0.0007,,,,,,,
bob,0,28830260,141,-0.0022,0.0075,0.6,,-0.9998,0.4765,0.0007,,,,,,,
bob,0,28830260,142,0.0021,0.0073,0.62,,-0.9998,0.4763,0.0007,,,,,,,
bob,0,28830260,143,-0.0003,0.0073,0.62,,-0.9999,0.4762,0.0007,,,,,,,
bob,0,28830260,144,-0.0002,0.0069,0.6,,-0.9999,0.476,0.0007,,,,,,,
bob,0,28830260,145,-0.0004,0.0075,0.62,,-0.9999,0.4758,0.0007,,,,,,,
bob,0,28830260,146,0.0029,0.0073,0.6,,-0.9998,0.4757,0.0007,,,,,,,
bob,0,28830260,147,0.0006,0.0077,0.64,,-0.9999,0.4755,0.0007,,,,,,,
bob,0,28830260,148,0.0013,0.0074,0.64,,-0.9998,0.4753,0.0007,,,,,,,
bob,0,28830260,149,0.002,0.007,0.62,,-0.9999,0.4752,0.0007,,,,,,,
bob,0,28830260,150,0.0,0.0112,0.64,,-0.9998,0.475,0.0007,,,,,,,
bob,0,28830260,151,-0.0037,0.0073,0.64,,-0.9998,0.4748,0.0007,,,,,,,
bob,0,28830260,152,0.0023,0.0078,0.64,,-0.9998,0.4747,0.0007,,,,,,,
bob,0,28830260,153,0.0021,0.0074,0.64,,-0.9998,0.4745,0.0007,,,,,,,
bob,0,28830260,154,-0.0002,0.0073,0.64,,-0.9999,0.4743,0.0007,,,,,,,
bob,0,28830260,155,-0.0004,0.0079,0.66,,-0.9998,0.4742,0.0007,,,,,,,
bob,0,28830260,156,0.0015,0.0075,0.64,,-0.9998,0.474,0.0007,,,,,,,
bob,0,28830260,157,-0.0019,0.0075,0.64,,-0.9998,0.4738,0.0007,,,,,,,
bob,0,28830260,158,-0.0038,0.0076,0.62,,-0.9998,0.4737,0.0007,,,,,,,
bob,0,28830260,159,-0.0026,0.0082,0.6799999999999999,,-0.9998,0.4735,0.0007,,,,,,,
bob,0,28830260,160,0.0046,0.0075,0.62,,-0.9999,0.4733,0.0007,,,,,,,
bob,0,28830260,161,0.003,0.0078,0.66,,-0.9999,0.4732,0.0007,,,,,,,
bob,0,28830260,162,0.0041,0.0072,0.64,,-0.9999,0.473,0.0007,,,,,,,
bob,0,28830260,163,-0.001,0.0073,0.64,,-0.9999,0.4728,0.0007,,,,,,,
bob,0,28830260,164,0.0,0.0063,0.5599999999999999,,-0.9999,0.4727,0.0006,,,,,,,
bob,0,28830260,165,0.0003,0.0071,0.62,,-0.9998,0.4725,0.0006,,,,,,,
bob,0,28830260,166,-0.0016,0.0083,0.66,,-0.9998,0.4723,0.0006,,,,,,,
bob,0,28830260,167,-0.0018,0.0078,0.6799999999999999,,-0.9999,0.4722,0.0006,,,,,,,
bob,0,28830260,168,0.0007,0.007,0.66,,-0.9998,0.472,0.0006,,,,,,,
bob,0,28830260,169,0.0003,0.0069,0.62,,-0.9998,0.4718,0.0006,,,,,,,
bob,0,28830260,170,0.0021,0.0085,0.6799999999999999,,-0.9998,0.4717,0.0006,,,,,,,
bob,0,28830260,171,0.003,0.0085,0.6799999999999999,,-0.9998,0.4715,0.0006,,,,,,,
bob,0,28830260,172,0.0039,0.0076,0.64,,-0.9999,0.4713,0.0006,,,,,,,
bob,0,28830260,173,-0.0017,0.0068,0.58,,-0.9999,0.4712,0.0006,,,,,,,
bob,0,28830260,174,-0.0001,0.0065,0.62,,-0.9999,0.471,0.0006,,,,,,,
bob,0,28830260,175,0.0012,0.0074,0.62,,-0.9999,0.4708,0.0006,,,,,,,
bob,0,28830260,176,-0.0019,0.0103,0.64,,-0.9999,0.4707,0.0006,,,,,,,
bob,0,28830260,177,0.0013,0.0072,0.64,,-0.9998,0.4705,0.0006,,,,,,,
bob,0,28830260,178,0.0003,0.0073,0.64,,-0.9998,0.4703,0.0006,,,,,,,
bob,0,28830260,179,0.0008,0.0106,0.64,,-0.9999,0.4702,0.0006,,,,,,,
bob,0,28830260,180,0.0021,0.0076,0.64,,-0.9999,0.47,0.0006,,,,,,,
bob,0,28830260,181,0.0011,0.007,0.64,,-0.9998,0.4698,0.0006,,,,,,,
bob,0,28830260,182,-0.0029,0.0073,0.62,,-0.9998,0.4697,0.0006,,,,,,,
bob,0,28830260,183,0.0015,0.0074,0.64,,-0.9999,0.4695,0.0006,,,,,,,
bob,0,28830260,184,0.0001,0.0074,0.62,,-0.9999,0.4693,0.0006,,,,,,,
bob,0,28830260,185,-0.0002,0.0115,0.64,,-0.9999,0.4692,0.0006,,,,,,,
bob,0,28830260,186,-0.0015,0.0068,0.6,,-0.9998,0.469,0.0006,,,,,,,
bob,0,28830260,187,0.0005,0.0067,0.6,,-0.9999,0.4688,0.0006,,,,,,,
bob,0,28830260,188,0.0014,0.0061,0.6,,-0.9999,0.4687,0.0006,,,,,,,
bob,0,28830260,189,-0.0043,0.0089,0.64,,-0.9998,0.4685,0.0006,,,,,,,
bob,0,28830260,190,-0.003,0.0071,0.62,,-0.9999,0.4683,0.0006,,,,,,,
bob,0,28830260,191,0.0026,0.0072,0.62,,-0.9998,0.4682,0.0006,,,,,,,
bob,0,28830260,192,-0.0007,0.0069,0.6,,-0.9998,0.468,0.0006,,,,,,,
bob,0,28830260,193,0.001,0.011,0.64,,-0.9998,0.4678,0.0006,,,,,,,
