agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,abc_coef,sr,valid_goals,invalid_goals,avg_xy,max_xy,avg_z,ik_fail_rate,not_moved_frac
alice,0,28830260,464,0.1487,0.7457,3.8177,0.1,,,,458,162,0.281,1.284,0.016,0.05,0.2306451612903226
alice,0,28830260,465,0.1336,0.7404,3.5888,0.1,,,,454,156,0.267,1.179,0.016,0.041,0.22295081967213115
alice,0,28830260,466,0.128,0.7101,3.7901,0.1,,,,457,167,0.26,1.188,0.014,0.049,0.22756410256410256
alice,0,28830260,467,0.1101,0.7548,3.8827,0.1,,,,453,163,0.256,1.176,0.016,0.04,0.2305194805194805
alice,0,28830260,468,0.1209,0.71,3.7459,0.1,,,,461,163,0.274,1.463,0.015,0.043,0.21794871794871795
alice,0,28830260,469,0.111,0.7047,3.456,0.1,,,,458,174,0.276,1.332,0.014,0.043,0.2389240506329114
alice,0,28830260,470,0.1315,0.7178,3.7725,0.1,,,,455,155,0.269,1.033,0.015,0.053,0.21639344262295082
alice,0,28830260,471,0.1299,0.7354,3.453,0.1,,,,452,168,0.259,1.113,0.014,0.047,0.24838709677419354
alice,0,28830260,472,0.1216,0.6989,3.7356,0.1,,,,451,170,0.273,1.098,0.015,0.048,0.23510466988727857
alice,0,28830260,473,0.119,0.7072,3.9181,0.1,,,,448,184,0.251,1.109,0.015,0.048,0.24525316455696203
alice,0,28830260,474,0.1198,0.7981,3.9424,0.1,,,,446,178,0.249,1.165,0.014,0.044,0.25
alice,0,28830260,475,0.1495,0.7699,3.8359,0.1,,,,469,155,0.273,1.182,0.014,0.044,0.1891025641025641
alice,0,28830260,476,0.1207,0.7442,3.18,0.1,,,,448,151,0.267,1.12,0.014,0.046,0.21702838063439064
alice,0,28830260,477,0.1275,0.7649,3.3707,0.1,,,,445,166,0.261,1.086,0.017,0.046,0.24386252045826515
alice,0,28830260,478,0.1297,0.7554,3.5369,0.1,,,,474,150,0.265,0.99,0.016,0.038,0.20512820512820512
alice,0,28830260,479,0.1133,0.7066,3.9412,0.1,,,,444,180,0.251,1.225,0.015,0.048,0.25
alice,0,28830260,480,0.1438,0.7226,3.6349,0.1,,,,460,150,0.258,1.142,0.018,0.054,0.21311475409836064
alice,0,28830260,481,0.1203,0.7343,3.5591,0.1,,,,455,159,0.27,1.351,0.015,0.051,0.22149837133550487
alice,0,28830260,482,0.1288,0.7237,3.5787,0.1,,,,462,161,0.267,1.06,0.014,0.046,0.2247191011235955
alice,0,28830260,483,0.1189,0.726,3.4444,0.1,,,,453,156,0.287,1.312,0.016,0.049,0.2019704433497537
alice,0,28830260,484,0.1124,0.7315,3.3782,0.1,,,,451,153,0.267,1.186,0.014,0.052,0.20364238410596028
alice,0,28830260,485,0.1286,0.7521,3.4537,0.1,,,,439,165,0.266,1.282,0.014,0.042,0.23344370860927152
alice,0,28830260,486,0.1314,0.7359,3.6184,0.1,,,,446,174,0.281,1.594,0.015,0.041,0.23709677419354838
alice,0,28830260,487,0.1588,0.8071,3.907,0.1,,,,464,145,0.295,1.298,0.014,0.043,0.19704433497536947
alice,0,28830260,488,0.1627,0.7641,3.885,0.1,,,,476,133,0.288,1.159,0.016,0.045,0.1839080459770115
alice,0,28830260,489,0.1341,0.7898,3.9692,0.1,,,,459,132,0.288,1.048,0.015,0.043,0.18781725888324874
alice,0,28830260,490,0.1389,0.7358,3.7407,0.1,,,,467,153,0.266,1.356,0.014,0.041,0.22741935483870968
alice,0,28830260,491,0.1264,0.7196,2.9949,0.1,,,,448,165,0.26,1.248,0.016,0.051,0.233278955954323
alice,0,28830260,492,0.1249,0.7465,3.8407,0.1,,,,470,152,0.269,1.136,0.015,0.048,0.21543408360128619
alice,0,28830260,493,0.1085,0.6954,3.3829,0.1,,,,458,161,0.261,1.131,0.015,0.041,0.2148626817447496
alice,0,28830260,494,0.1069,0.7252,3.6786,0.1,,,,440,165,0.265,1.33,0.014,0.046,0.23636363636363636
alice,0,28830260,495,0.1279,0.7624,3.9892,0.1,,,,470,134,0.301,1.291,0.015,0.044,0.17880794701986755
alice,0,28830260,496,0.1277,0.7841,3.4949,0.1,,,,456,140,0.275,1.189,0.016,0.046,0.21476510067114093
alice,0,28830260,497,0.1289,0.774,3.715,0.1,,,,446,165,0.266,1.434,0.015,0.051,0.22585924713584288
alice,0,28830260,498,0.1314,0.8262,4.0049,0.1,,,,460,144,0.274,1.2,0.015,0.043,0.1986754966887417
alice,0,28830260,499,0.1301,0.7001,3.9721,0.1,,,,458,173,0.257,1.217,0.015,0.049,0.23137876386687797
alice,0,28830260,500,0.1319,0.7434,3.1531,0.1,,,,466,143,0.285,1.274,0.017,0.05,0.1921182266009852
alice,0,28830260,501,0.1179,0.7701,3.6878,0.1,,,,461,140,0.287,1.335,0.016,0.047,0.1930116472545757
alice,0,28830260,502,0.1307,0.6832,3.4556,0.1,,,,457,172,0.271,1.184,0.015,0.049,0.2178060413354531
alice,0,28830260,503,0.1163,0.7354,3.4021,0.1,,,,454,163,0.267,1.211,0.014,0.045,0.233387358184765
alice,0,28830260,504,0.1115,0.7871,3.7989,0.1,,,,445,149,0.265,1.145,0.016,0.04,0.21885521885521886
alice,0,28830260,505,0.1296,0.7048,3.5131,0.1,,,,441,192,0.254,1.138,0.014,0.04,0.26540284360189575
alice,0,28830260,506,0.1372,0.7195,3.4923,0.1,,,,460,163,0.27,1.143,0.015,0.042,0.21508828250401285
alice,0,28830260,507,0.1439,0.7397,3.7796,0.1,,,,459,165,0.267,1.326,0.014,0.044,0.23557692307692307
alice,0,28830260,508,0.1108,0.8014,3.5941,0.1,,,,462,133,0.286,1.072,0.015,0.041,0.1915966386554622
alice,0,28830260,509,0.1232,0.7349,3.3128,0.1,,,,478,138,0.285,1.511,0.016,0.04,0.18506493506493507
alice,0,28830260,510,0.1229,0.7354,3.2155,0.1,,,,456,129,0.305,1.28,0.015,0.055,0.19829059829059828
alice,0,28830260,511,0.1141,0.8716,3.4787,0.1,,,,445,141,0.273,1.187,0.015,0.044,0.1962457337883959
alice,0,28830260,512,0.1275,0.7932,4.3016,0.1,,,,462,151,0.271,1.062,0.015,0.046,0.2137030995106036
alice,0,28830260,513,0.1455,0.7703,3.6684,0.1,,,,462,161,0.269,1.349,0.015,0.043,0.21829855537720708
alice,0,28830260,514,0.1134,0.7815,4.067,0.1,,,,460,168,0.242,1.04,0.019,0.044,0.2372611464968153
alice,0,28830260,515,0.1212,0.7038,3.5497,0.1,,,,463,151,0.271,1.253,0.016,0.048,0.20684039087947884
alice,0,28830260,516,0.156,0.7582,3.2766,0.1,,,,460,136,0.29,1.283,0.015,0.042,0.17953020134228187
alice,0,28830260,517,0.1105,0.7577,3.7663,0.1,,,,449,158,0.255,1.082,0.014,0.043,0.21911037891268534
alice,0,28830260,518,0.1268,0.6969,3.3189,0.1,,,,454,176,0.253,1.696,0.015,0.047,0.2507936507936508
alice,0,28830260,519,0.1189,0.7335,3.4731,0.1,,,,457,150,0.267,1.213,0.015,0.048,0.20098846787479407
alice,0,28830260,520,0.1264,0.7633,4.191,0.1,,,,466,150,0.28,1.332,0.016,0.044,0.21103896103896103
alice,0,28830260,521,0.1329,0.8278,3.3485,0.1,,,,457,140,0.282,1.179,0.015,0.046,0.20268006700167504
alice,0,28830260,522,0.1245,0.7969,3.8128,0.1,,,,460,133,0.269,1.224,0.015,0.041,0.1905564924114671
alice,0,28830260,523,0.1128,0.7089,3.4475,0.1,,,,456,165,0.287,1.299,0.015,0.042,0.22705314009661837
alice,0,28830260,524,0.098,0.7793,3.5803,0.1,,,,456,138,0.283,1.408,0.015,0.038,0.19023569023569023
alice,0,28830260,525,0.107,0.8123,4.1534,0.1,,,,457,151,0.273,1.138,0.015,0.05,0.2138157894736842
alice,0,28830260,526,0.1272,0.7224,3.617,0.1,,,,456,161,0.261,1.29,0.014,0.045,0.2188006482982172
alice,0,28830260,527,0.1398,0.7166,3.4574,0.1,,,,465,136,0.269,1.105,0.015,0.044,0.194675540765391
alice,0,28830260,528,0.1361,0.7744,3.8378,0.1,,,,465,139,0.288,1.235,0.017,0.046,0.19536423841059603
alice,0,28830260,529,0.1162,0.7498,3.383,0.1,,,,455,144,0.281,1.235,0.015,0.05,0.20701168614357263
alice,0,28830260,530,0.0896,0.8072,3.6281,0.1,,,,447,155,0.265,1.286,0.015,0.044,0.20930232558139536
alice,0,28830260,531,0.1175,0.8298,4.1343,0.1,,,,462,154,0.261,1.222,0.015,0.045,0.2159090909090909
alice,0,28830260,532,0.1209,0.7704,3.4466,0.1,,,,464,151,0.273,1.322,0.014,0.049,0.21788617886178863
alice,0,28830260,533,0.1381,0.7691,3.8325,0.1,,,,463,151,0.284,1.195,0.015,0.047,0.2247557003257329
alice,0,28830260,534,0.113,0.7105,3.4545,0.1,,,,456,172,0.255,1.214,0.015,0.046,0.23248407643312102
alice,0,28830260,535,0.1255,0.7757,3.6218,0.1,,,,462,133,0.279,1.401,0.021,0.042,0.1915966386554622
alice,0,28830260,536,0.1067,0.7204,3.7308,0.1,,,,444,170,0.249,1.085,0.015,0.043,0.23615635179153094
alice,0,28830260,537,0.1132,0.7153,3.1608,0.1,,,,450,162,0.271,1.161,0.015,0.043,0.23529411764705882
alice,0,28830260,538,0.1309,0.7317,3.5312,0.1,,,,453,165,0.271,1.286,0.015,0.052,0.2313915857605178
alice,0,28830260,539,0.1417,0.7518,3.4924,0.1,,,,454,153,0.274,1.15,0.016,0.053,0.21087314662273476
alice,0,28830260,540,0.1454,0.7785,3.9257,0.1,,,,467,149,0.272,1.54,0.015,0.048,0.21103896103896103
alice,0,28830260,541,0.1016,0.7183,3.5323,0.1,,,,457,164,0.266,1.28,0.015,0.046,0.22544283413848631
alice,0,28830260,542,0.1056,0.6761,3.1694,0.1,,,,450,186,0.262,1.138,0.016,0.05,0.2562893081761006
alice,0,28830260,543,0.1212,0.7741,3.4974,0.1,,,,454,141,0.272,1.267,0.015,0.05,0.19663865546218487
alice,0,28830260,544,0.1129,0.7598,3.6684,0.1,,,,467,138,0.274,1.169,0.015,0.054,0.2
alice,0,28830260,545,0.1067,0.8143,3.6327,0.1,,,,456,136,0.282,1.281,0.016,0.049,0.20608108108108109
alice,0,28830260,546,0.1106,0.8412,4.3476,0.1,,,,461,146,0.265,1.238,0.015,0.047,0.21746293245469522
alice,0,28830260,547,0.1168,0.8209,4.1323,0.1,,,,462,138,0.268,1.232,0.015,0.054,0.195
alice,0,28830260,548,0.1195,0.8009,3.7789,0.1,,,,464,141,0.277,1.349,0.016,0.039,0.2
alice,0,28830260,549,0.14,0.8154,3.6635,0.1,,,,448,145,0.281,1.341,0.015,0.045,0.21416526138279932
alice,0,28830260,550,0.1303,0.7656,3.6471,0.1,,,,459,165,0.265,1.281,0.015,0.048,0.22916666666666666
alice,0,28830260,551,0.1254,0.7963,3.79,0.1,,,,449,160,0.264,1.525,0.015,0.049,0.22660098522167488
alice,0,28830260,552,0.1427,0.7377,3.485,0.1,,,,460,171,0.261,1.155,0.018,0.038,0.2329635499207607
alice,0,28830260,553,0.1342,0.7448,3.4513,0.1,,,,453,164,0.279,1.306,0.015,0.051,0.2366288492706645
alice,0,28830260,554,0.121,0.7764,3.5377,0.1,,,,460,140,0.27,1.282,0.014,0.045,0.19
alice,0,28830260,555,0.144,0.7452,3.3909,0.1,,,,473,130,0.286,1.19,0.015,0.048,0.1824212271973466
alice,0,28830260,556,0.1203,0.7309,3.2626,0.1,,,,450,166,0.278,1.154,0.017,0.053,0.2288961038961039
alice,0,28830260,557,0.1219,0.7478,3.5924,0.1,,,,440,171,0.265,1.172,0.015,0.052,0.23567921440261866
alice,0,28830260,558,0.1265,0.8279,3.7206,0.1,,,,469,130,0.279,1.247,0.015,0.046,0.18697829716193656
alice,0,28830260,559,0.1234,0.711,3.767,0.1,,,,451,169,0.263,1.096,0.016,0.041,0.23709677419354838
alice,0,28830260,560,0.1082,0.8019,3.8144,0.1,,,,443,168,0.262,1.248,0.014,0.042,0.22749590834697217
alice,0,28830260,561,0.1153,0.7626,4.2054,0.1,,,,465,166,0.266,1.24,0.015,0.048,0.21711568938193343
alice,0,28830260,562,0.1263,0.7634,3.5103,0.1,,,,457,148,0.278,1.323,0.016,0.043,0.21322314049586777
alice,0,28830260,563,0.1224,0.785,3.2059,0.1,,,,461,136,0.281,1.301,0.017,0.045,0.18760469011725292
alice,0,28830260,564,0.1277,0.7832,3.7937,0.1,,,,462,145,0.268,1.051,0.018,0.048,0.18945634266886327
alice,0,28830260,565,0.1281,0.7385,3.7403,0.1,,,,455,160,0.262,1.151,0.015,0.044,0.23414634146341465
alice,0,28830260,566,0.1096,0.6902,3.68,0.1,,,,458,169,0.246,0.989,0.015,0.045,0.22966507177033493
alice,0,28830260,567,0.1335,0.762,3.3958,0.1,,,,450,141,0.272,1.163,0.015,0.051,0.20304568527918782
alice,0,28830260,568,0.1096,0.7716,3.6649,0.1,,,,457,152,0.271,1.156,0.014,0.049,0.20689655172413793
alice,0,28830260,569,0.1123,0.822,3.8442,0.1,,,,463,136,0.286,1.16,0.015,0.04,0.2003338898163606
alice,0,28830260,570,0.1155,0.7781,3.7426,0.1,,,,455,141,0.288,1.304,0.015,0.041,0.20469798657718122
alice,0,28830260,571,0.1313,0.7535,3.2775,0.1,,,,455,169,0.268,1.27,0.015,0.042,0.24358974358974358
alice,0,28830260,572,0.1129,0.7816,3.943,0.1,,,,453,157,0.277,1.426,0.014,0.044,0.2278688524590164
alice,0,28830260,573,0.1188,0.7983,3.7892,0.1,,,,456,146,0.276,1.016,0.014,0.053,0.20930232558139536
alice,0,28830260,574,0.1433,0.7652,3.6158,0.1,,,,479,143,0.282,1.19,0.016,0.039,0.20096463022508038
alice,0,28830260,575,0.1133,0.8028,3.8359,0.1,,,,446,144,0.273,1.254,0.016,0.047,0.22542372881355932
alice,0,28830260,576,0.1384,0.7863,3.4335,0.1,,,,465,152,0.277,1.184,0.014,0.054,0.1993517017828201
alice,0,28830260,577,0.1214,0.6992,3.7022,0.1,,,,461,168,0.266,1.235,0.015,0.044,0.2289348171701113
alice,0,28830260,578,0.0966,0.7133,3.5829,0.1,,,,461,162,0.268,1.224,0.017,0.047,0.20545746388443017
alice,0,28830260,579,0.1047,0.6984,3.4226,0.1,,,,442,163,0.267,1.287,0.015,0.048,0.23305785123966943
alice,0,28830260,580,0.1233,0.7698,3.9121,0.1,,,,468,150,0.277,1.265,0.015,0.044,0.19741100323624594
alice,0,28830260,581,0.1422,0.7361,3.5806,0.1,,,,455,142,0.291,1.577,0.015,0.05,0.19430485762144054
alice,0,28830260,582,0.1047,0.8315,3.8621,0.1,,,,467,133,0.275,1.183,0.014,0.049,0.18833333333333332
alice,0,28830260,583,0.1243,0.7282,3.3196,0.1,,,,467,161,0.262,1.161,0.015,0.049,0.22452229299363058
alice,0,28830260,584,0.1242,0.7373,3.517,0.1,,,,458,155,0.278,1.275,0.014,0.044,0.21533442088091354
alice,0,28830260,585,0.1251,0.7406,3.5682,0.1,,,,441,160,0.269,1.248,0.014,0.047,0.21797004991680533
alice,0,28830260,586,0.133,0.7321,3.5668,0.1,,,,453,159,0.276,1.129,0.015,0.04,0.21895424836601307
alice,0,28830260,587,0.0946,0.7439,3.5309,0.1,,,,471,127,0.297,1.27,0.016,0.047,0.18227424749163879
alice,0,28830260,588,0.1161,0.7481,3.8827,0.1,,,,464,150,0.28,1.154,0.015,0.05,0.21986970684039087
alice,0,28830260,589,0.1348,0.7258,3.7541,0.1,,,,464,140,0.29,1.252,0.015,0.048,0.20198675496688742
alice,0,28830260,590,0.1033,0.7343,3.5652,0.1,,,,447,152,0.295,1.239,0.014,0.043,0.21035058430717862
alice,0,28830260,591,0.1282,0.7011,3.0319,0.1,,,,454,153,0.284,1.181,0.015,0.046,0.214168039538715
alice,0,28830260,592,0.1318,0.74,3.2736,0.1,,,,459,145,0.284,1.372,0.016,0.056,0.2052980132450331
alice,0,28830260,593,0.1301,0.8313,4.0863,0.1,,,,470,124,0.289,1.283,0.015,0.049,0.17845117845117844
alice,0,28830260,594,0.1211,0.7738,3.6211,0.1,,,,452,157,0.264,1.119,0.016,0.049,0.22495894909688013
alice,0,28830260,595,0.1149,0.7895,3.5862,0.1,,,,450,150,0.278,1.274,0.016,0.046,0.21333333333333335
alice,0,28830260,596,0.1056,0.8466,3.9034,0.1,,,,459,152,0.265,1.103,0.015,0.044,0.2225859247135843
alice,0,28830260,597,0.1242,0.7535,3.736,0.1,,,,461,164,0.271,1.18,0.015,0.052,0.224
alice,0,28830260,598,0.1184,0.7303,3.3282,0.1,,,,454,154,0.266,1.564,0.018,0.048,0.21710526315789475
alice,0,28830260,599,0.1233,0.7176,3.4677,0.1,,,,460,163,0.255,1.214,0.015,0.05,0.22150882825040127
alice,0,28830260,600,0.1031,0.6983,3.1196,0.1,,,,442,179,0.245,1.355,0.014,0.043,0.2576489533011272
alice,0,28830260,601,0.1273,0.7403,3.5241,0.1,,,,450,158,0.254,1.257,0.015,0.043,0.22861842105263158
alice,0,28830260,602,0.1137,0.7525,3.7112,0.1,,,,457,156,0.264,1.378,0.015,0.047,0.20554649265905384
alice,0,28830260,603,0.1178,0.7596,3.5158,0.1,,,,464,147,0.273,1.295,0.016,0.055,0.2078559738134206
alice,0,28830260,604,0.1225,0.7837,3.7283,0.1,,,,452,141,0.278,1.288,0.015,0.049,0.20404721753794267
alice,0,28830260,605,0.1326,0.732,3.6073,0.1,,,,463,149,0.279,1.092,0.015,0.043,0.20915032679738563
alice,0,28830260,606,0.1342,0.7563,3.5684,0.1,,,,465,143,0.273,1.353,0.015,0.051,0.21052631578947367
alice,0,28830260,607,0.1434,0.7461,3.9716,0.1,,,,455,152,0.268,1.345,0.015,0.045,0.2158154859967051
alice,0,28830260,608,0.0979,0.7889,3.9476,0.1,,,,461,140,0.263,1.133,0.015,0.045,0.19633943427620631
alice,0,28830260,609,0.1215,0.788,4.1443,0.1,,,,468,144,0.273,1.254,0.015,0.048,0.18627450980392157
alice,0,28830260,610,0.1437,0.821,3.4793,0.1,,,,474,111,0.285,1.156,0.018,0.048,0.17264957264957265
alice,0,28830260,611,0.153,0.7632,3.4343,0.1,,,,456,141,0.268,1.242,0.015,0.047,0.20435510887772193
alice,0,28830260,612,0.1262,0.8119,3.8818,0.1,,,,467,131,0.276,1.295,0.015,0.045,0.2040133779264214
alice,0,28830260,613,0.1197,0.7906,3.9005,0.1,,,,459,142,0.273,1.471,0.015,0.05,0.20299500831946754
alice,0,28830260,614,0.1527,0.7692,3.599,0.1,,,,469,158,0.275,1.251,0.015,0.055,0.215311004784689
alice,0,28830260,615,0.1394,0.7763,3.5969,0.1,,,,451,130,0.279,1.018,0.014,0.046,0.2082616179001721
alice,0,28830260,616,0.153,0.7689,4.1895,0.1,,,,470,143,0.274,1.016,0.015,0.038,0.19412724306688417
alice,0,28830260,617,0.1329,0.7594,3.6772,0.1,,,,457,155,0.253,1.157,0.014,0.046,0.21405228758169934
alice,0,28830260,618,0.1239,0.7539,3.9056,0.1,,,,464,153,0.268,1.046,0.015,0.044,0.20583468395461912
alice,0,28830260,619,0.1337,0.7683,3.8361,0.1,,,,460,148,0.275,1.197,0.016,0.045,0.1924342105263158
alice,0,28830260,620,0.1316,0.7895,4.0108,0.1,,,,477,114,0.292,1.111,0.014,0.042,0.16412859560067683
alice,0,28830260,621,0.1162,0.7985,3.6402,0.1,,,,473,126,0.279,1.092,0.015,0.044,0.18363939899833054
alice,0,28830260,622,0.1369,0.7188,3.2444,0.1,,,,465,133,0.284,1.197,0.015,0.05,0.19230769230769232
alice,0,28830260,623,0.0811,0.7537,3.7955,0.1,,,,450,162,0.269,1.266,0.015,0.051,0.22712418300653595
alice,0,28830260,624,0.1288,0.7542,3.4041,0.1,,,,455,135,0.286,1.193,0.015,0.044,0.21016949152542372
alice,0,28830260,625,0.1408,0.7587,3.7306,0.1,,,,467,145,0.273,1.122,0.015,0.044,0.2042483660130719
alice,0,28830260,626,0.1236,0.7424,3.9382,0.1,,,,454,161,0.264,1.089,0.014,0.041,0.23414634146341465
alice,0,28830260,627,0.1404,0.678,3.3107,0.1,,,,462,165,0.278,1.502,0.015,0.042,0.21850079744816586
alice,0,28830260,628,0.1312,0.7265,3.5,0.1,,,,447,159,0.266,1.305,0.015,0.055,0.21947194719471946
alice,0,28830260,629,0.1012,0.738,3.7204,0.1,,,,447,165,0.271,1.181,0.016,0.047,0.2434640522875817
alice,0,28830260,630,0.1224,0.7752,3.4466,0.1,,,,446,154,0.265,1.163,0.014,0.048,0.21833333333333332
alice,0,28830260,631,0.1549,0.8132,3.8419,0.1,,,,464,126,0.289,1.353,0.015,0.047,0.18135593220338983
alice,0,28830260,632,0.1484,0.7785,3.7944,0.1,,,,464,127,0.281,1.242,0.015,0.053,0.17597292724196278
alice,0,28830260,633,0.124,0.7159,3.8172,0.1,,,,462,180,0.247,1.208,0.014,0.042,0.235202492211838
alice,0,28830260,634,0.123,0.7505,3.4479,0.1,,,,464,144,0.261,1.507,0.017,0.046,0.20559210526315788
alice,0,28830260,635,0.1216,0.7223,3.6782,0.1,,,,464,144,0.27,1.046,0.015,0.041,0.20065789473684212
alice,0,28830260,636,0.1219,0.7424,3.5393,0.1,,,,463,150,0.259,1.143,0.015,0.046,0.19902120717781402
alice,0,28830260,637,0.1056,0.7797,3.5056,0.1,,,,459,149,0.264,1.016,0.015,0.054,0.2138157894736842
alice,0,28830260,638,0.0855,0.7957,3.5926,0.1,,,,441,154,0.258,1.193,0.015,0.051,0.22016806722689075
alice,0,28830260,639,0.1346,0.7225,3.148,0.1,,,,457,152,0.278,1.451,0.015,0.043,0.21839080459770116
alice,0,28830260,640,0.1159,0.6803,3.1571,0.1,,,,460,165,0.259,1.423,0.019,0.045,0.2144
alice,0,28830260,641,0.1126,0.7123,3.4181,0.1,,,,462,161,0.276,1.235,0.016,0.045,0.21187800963081863
alice,0,28830260,642,0.1233,0.7702,3.7663,0.1,,,,464,133,0.277,1.316,0.015,0.05,0.19932998324958123
alice,0,28830260,643,0.1268,0.7749,3.4596,0.1,,,,454,144,0.25,1.066,0.015,0.05,0.21739130434782608
alice,0,28830260,644,0.1361,0.8098,4.0923,0.1,,,,469,129,0.279,1.072,0.015,0.047,0.17892976588628762
alice,0,28830260,645,0.1386,0.8026,3.9204,0.1,,,,459,136,0.288,1.081,0.015,0.052,0.18319327731092436
alice,0,28830260,646,0.1361,0.8065,3.2182,0.1,,,,465,135,0.274,1.05,0.015,0.046,0.18166666666666667
alice,0,28830260,647,0.138,0.8293,3.5421,0.1,,,,459,125,0.275,1.196,0.015,0.048,0.17636986301369864
alice,0,28830260,648,0.138,0.7809,3.8317,0.1,,,,468,157,0.267,1.037,0.014,0.054,0.2208
alice,0,28830260,649,0.1342,0.763,3.4352,0.1,,,,451,152,0.266,1.194,0.016,0.052,0.21061359867330018
alice,0,28830260,650,0.1216,0.7755,3.6359,0.1,,,,457,140,0.276,1.404,0.014,0.047,0.19597989949748743
alice,0,28830260,651,0.119,0.7154,3.4521,0.1,,,,467,170,0.267,1.301,0.015,0.041,0.22448979591836735
alice,0,28830260,652,0.118,0.6907,3.497,0.1,,,,460,156,0.268,1.41,0.015,0.045,0.21266233766233766
alice,0,28830260,653,0.1252,0.8013,3.6114,0.1,,,,437,152,0.265,1.233,0.017,0.045,0.22241086587436332
alice,0,28830260,654,0.1321,0.7492,3.6505,0.1,,,,465,135,0.275,0.954,0.015,0.052,0.195
alice,0,28830260,655,0.1404,0.7566,3.9219,0.1,,,,463,136,0.291,1.277,0.015,0.047,0.19198664440734559
alice,0,28830260,656,0.1276,0.7224,3.3756,0.1,,,,467,147,0.28,1.403,0.014,0.045,0.20846905537459284
alice,0,28830260,657,0.1177,0.8023,3.3035,0.1,,,,447,137,0.267,1.233,0.015,0.044,0.20205479452054795
alice,0,28830260,658,0.135,0.7482,3.873,0.1,,,,478,139,0.278,1.205,0.015,0.041,0.1880064829821718
alice,0,28830260,659,0.1074,0.7896,3.44,0.1,,,,451,142,0.279,1.137,0.014,0.049,0.209106239460371
alice,0,28830260,660,0.1256,0.7742,3.7732,0.1,,,,458,155,0.262,1.367,0.015,0.045,0.19575856443719414
alice,0,28830260,661,0.123,0.808,4.1606,0.1,,,,460,145,0.282,1.206,0.017,0.05,0.20991735537190082
alice,0,28830260,662,0.1284,0.7971,3.267,0.1,,,,460,129,0.279,1.216,0.016,0.051,0.19185059422750425
alice,0,28830260,663,0.1408,0.7342,3.405,0.1,,,,471,134,0.282,1.332,0.016,0.051,0.19008264462809918
alice,0,28830260,664,0.1341,0.8248,3.9851,0.1,,,,461,123,0.286,1.221,0.014,0.056,0.1832191780821918
alice,0,28830260,665,0.1515,0.7833,3.8557,0.1,,,,465,142,0.277,1.105,0.015,0.049,0.19769357495881384
alice,0,28830260,666,0.1341,0.7116,3.4323,0.1,,,,455,151,0.263,1.276,0.015,0.054,0.21947194719471946
alice,0,28830260,667,0.1244,0.8138,4.0457,0.1,,,,451,161,0.264,1.411,0.014,0.048,0.2238562091503268
alice,0,28830260,668,0.1189,0.7405,3.401,0.1,,,,461,163,0.256,1.237,0.016,0.043,0.23397435897435898
alice,0,28830260,669,0.1147,0.7799,3.4634,0.1,,,,451,144,0.267,0.911,0.014,0.049,0.20672268907563024
alice,0,28830260,670,0.1375,0.7544,3.3663,0.1,,,,466,166,0.263,1.35,0.014,0.044,0.2231012658227848
alice,0,28830260,671,0.1153,0.7612,3.4105,0.1,,,,459,137,0.277,1.297,0.015,0.047,0.1912751677852349
alice,0,28830260,672,0.1227,0.7192,3.3636,0.1,,,,462,157,0.268,1.296,0.014,0.05,0.21647819063004847
alice,0,28830260,673,0.1239,0.6917,3.65,0.1,,,,469,135,0.274,1.133,0.015,0.047,0.18211920529801323
alice,0,28830260,674,0.1289,0.7301,3.2629,0.1,,,,450,144,0.28,1.421,0.015,0.048,0.19696969696969696
alice,0,28830260,675,0.1196,0.7044,3.2079,0.1,,,,457,161,0.258,1.162,0.014,0.051,0.21197411003236247
alice,0,28830260,676,0.1202,0.7266,3.2944,0.1,,,,468,132,0.277,1.126,0.016,0.045,0.185
alice,0,28830260,677,0.1125,0.7841,3.7624,0.1,,,,458,135,0.278,1.249,0.015,0.054,0.20067453625632378
alice,0,28830260,678,0.1202,0.7235,3.4044,0.1,,,,459,165,0.25,1.159,0.017,0.046,0.23076923076923078
alice,0,28830260,679,0.1174,0.7857,3.8486,0.1,,,,456,149,0.258,0.941,0.015,0.052,0.20991735537190082
alice,0,28830260,680,0.1237,0.8122,3.7812,0.1,,,,459,130,0.297,1.074,0.016,0.051,0.1867572156196944
alice,0,28830260,681,0.1169,0.7946,3.2451,0.1,,,,461,144,0.275,1.154,0.015,0.041,0.20330578512396694
alice,0,28830260,682,0.1131,0.7692,3.5515,0.1,,,,464,140,0.275,1.42,0.015,0.053,0.2052980132450331
alice,0,28830260,683,0.1067,0.7858,3.7849,0.1,,,,456,151,0.285,1.234,0.014,0.051,0.2257001647446458
alice,0,28830260,684,0.1083,0.8156,3.6482,0.1,,,,455,133,0.277,1.207,0.015,0.052,0.19387755102040816
alice,0,28830260,685,0.1221,0.8604,3.7418,0.1,,,,457,145,0.269,1.264,0.014,0.051,0.20431893687707642
alice,0,28830260,686,0.1394,0.8059,3.3211,0.1,,,,466,131,0.288,1.233,0.016,0.045,0.19262981574539365
alice,0,28830260,687,0.1086,0.7653,3.7179,0.1,,,,460,161,0.266,1.087,0.014,0.042,0.22544283413848631
alice,0,28830260,688,0.126,0.8053,3.8854,0.1,,,,465,132,0.294,1.223,0.016,0.045,0.18927973199329984
alice,0,28830260,689,0.1374,0.7778,3.4242,0.1,,,,458,141,0.28,1.219,0.015,0.049,0.2036727879799666
