agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,sr,valid_goals,invalid_goals,avg_xy,max_xy
alice,2,28590076,123,0.0568,0.7924,5.1187,0.2749,,,2405,666,0.154,0.721
alice,2,28590076,124,0.0705,0.811,5.0879,0.2726,,,2436,641,0.16,0.829
bob,2,28580936,0,-0.0251,0.1168,0.62,,-1.0087,0.1196,,,,
bob,2,28580936,1,-0.0011,0.1072,0.5,,-0.9749,0.0726,,,,
bob,2,28580936,2,0.0008,0.1204,0.5599999999999999,,-0.998,0.0826,,,,
bob,2,28580936,3,-0.0002,0.1207,0.5599999999999999,,-1.0018,0.082,,,,
bob,2,28580936,4,-0.0002,0.105,0.5,,-1.0051,0.0746,,,,
bob,2,28580936,5,-0.0005,0.1079,0.52,,-1.0013,0.0752,,,,
bob,2,28580936,6,0.0005,0.1047,0.5,,-1.0025,0.0716,,,,
bob,2,28580936,7,-0.0002,0.1231,0.6,,-1.006,0.0858,,,,
bob,2,28580936,8,-0.0002,0.1159,0.5599999999999999,,-1.0068,0.0832,,,,
bob,2,28580936,9,0.0001,0.1035,0.5,,-1.0067,0.0726,,,,
bob,2,28580936,10,0.0002,0.1165,0.5599999999999999,,-1.0022,0.0798,,,,
bob,2,28580936,11,-0.0001,0.0902,0.44,,-1.0049,0.0633,,,,
bob,2,28580936,12,-0.0005,0.1347,0.64,,-1.002,0.0945,,,,
bob,2,28580936,13,-0.0,0.1276,0.6,,-1.0069,0.0856,,,,
bob,2,28580936,14,-0.0005,0.1117,0.54,,-1.0112,0.0805,,,,
bob,2,28580936,15,-0.0006,0.1039,0.48,,-1.0112,0.0699,,,,
bob,2,28580936,16,-0.0004,0.0995,0.48,,-1.008,0.0683,,,,
bob,2,28580936,17,0.0,0.1057,0.5,,-1.0113,0.0731,,,,
bob,2,28580936,18,-0.0005,0.109,0.5,,-1.0118,0.073,,,,
bob,2,28580936,19,0.0002,0.1076,0.5,,-1.0147,0.0735,,,,
bob,2,28580936,20,-0.0005,0.1037,0.48,,-1.0118,0.0706,,,,
bob,2,28580936,21,-0.0004,0.0933,0.45999999999999996,,-1.0046,0.066,,,,
bob,2,28580936,22,0.0006,0.1041,0.5,,-1.0155,0.0735,,,,
bob,2,28580936,23,0.0002,0.1166,0.54,,-1.0076,0.0785,,,,
bob,2,28580936,24,-0.0002,0.0999,0.45999999999999996,,-1.0107,0.0675,,,,
bob,2,28580936,25,-0.0005,0.1016,0.48,,-1.0142,0.0707,,,,
bob,2,28580936,26,0.0,0.1159,0.5599999999999999,,-1.0056,0.0805,,,,
bob,2,28580936,27,0.0003,0.0977,0.48,,-1.0187,0.0702,,,,
bob,2,28580936,28,-0.0005,0.0954,0.45999999999999996,,-1.0174,0.0658,,,,
bob,2,28580936,29,-0.0001,0.098,0.5,,-1.0241,0.0714,,,,
bob,2,28580936,30,0.0003,0.1018,0.5,,-1.0075,0.0726,,,,
bob,2,28580936,31,0.0001,0.1016,0.52,,-1.0181,0.0732,,,,
bob,2,28580936,32,-0.0001,0.0986,0.5,,-1.0113,0.0729,,,,
bob,2,28580936,33,-0.0,0.1124,0.5599999999999999,,-1.0161,0.0809,,,,
bob,2,28580936,34,0.0002,0.1146,0.5599999999999999,,-1.0218,0.0803,,,,
bob,2,28580936,35,0.0001,0.0964,0.48,,-1.0068,0.0689,,,,
bob,2,28580936,36,0.0003,0.1134,0.5599999999999999,,-1.0198,0.0828,,,,
bob,2,28580936,37,0.0002,0.1088,0.54,,-1.0313,0.078,,,,
bob,2,28580936,38,0.0002,0.1174,0.58,,-0.9937,0.0852,,,,
bob,2,28580936,39,0.0011,0.1155,0.5599999999999999,,-1.0052,0.0817,,,,
bob,2,28580936,40,0.0006,0.1077,0.52,,-1.0097,0.0758,,,,
bob,2,28580936,41,0.0001,0.0952,0.45999999999999996,,-1.0138,0.0683,,,,
bob,2,28580936,42,0.0002,0.0975,0.52,,-1.0162,0.0722,,,,
bob,2,28580936,43,0.0001,0.1065,0.52,,-1.0291,0.0758,,,,
bob,2,28580936,44,-0.0002,0.1037,0.52,,-1.0286,0.0773,,,,
bob,2,28580936,45,0.0004,0.1166,0.5599999999999999,,-1.0349,0.0826,,,,
bob,2,28580936,46,-0.0003,0.1206,0.6,,-1.0136,0.0892,,,,
bob,2,28580936,47,0.002,0.107,0.52,,-1.018,0.076,,,,
bob,2,28580936,48,0.0,0.11,0.54,,-1.0296,0.0776,,,,
bob,2,28580936,49,-0.0003,0.1079,0.5599999999999999,,-1.0366,0.0804,,,,
bob,2,28580936,50,0.0001,0.1077,0.54,,-1.0315,0.0762,,,,
bob,2,28580936,51,0.0002,0.1221,0.6,,-1.0232,0.0864,,,,
bob,2,28580936,52,0.0003,0.0977,0.48,,-1.0295,0.0714,,,,
bob,2,28580936,53,0.0003,0.115,0.58,,-1.0266,0.0828,,,,
bob,2,28580936,54,0.0001,0.1165,0.58,,-1.0212,0.0856,,,,
bob,2,28580936,55,-0.0,0.1207,0.6,,-1.0296,0.0892,,,,
bob,2,28580936,56,0.0002,0.1117,0.58,,-1.0394,0.082,,,,
bob,2,28580936,57,0.0006,0.1166,0.6,,-1.0398,0.088,,,,
bob,2,28580936,58,0.0003,0.1138,0.5599999999999999,,-1.0303,0.0809,,,,
bob,2,28580936,59,0.0003,0.1148,0.58,,-1.0385,0.0848,,,,
bob,2,28580936,60,0.0006,0.113,0.5599999999999999,,-1.033,0.0825,,,,
bob,2,28580936,61,-0.0,0.1084,0.54,,-1.0314,0.0784,,,,
bob,2,28580936,62,0.0006,0.1135,0.58,,-1.035,0.0846,,,,
bob,2,28580936,63,0.0007,0.107,0.52,,-1.0417,0.078,,,,
bob,2,28580936,64,0.0,0.1085,0.5599999999999999,,-1.0284,0.0799,,,,
bob,2,28580936,65,0.0006,0.1092,0.5599999999999999,,-1.0345,0.0833,,,,
bob,2,28580936,66,0.0002,0.1069,0.54,,-1.0354,0.0764,,,,
bob,2,28580936,67,0.0006,0.1164,0.6,,-1.037,0.0882,,,,
bob,2,28580936,68,0.0003,0.1184,0.58,,-1.041,0.0838,,,,
bob,2,28580936,69,0.0007,0.1145,0.6,,-1.0393,0.0879,,,,
bob,2,28580936,70,0.0004,0.1291,0.66,,-1.0443,0.0973,,,,
bob,2,28580936,71,0.0004,0.1166,0.62,,-1.0365,0.0891,,,,
bob,2,28580936,72,0.0003,0.1019,0.5,,-1.0274,0.0746,,,,
bob,2,28580936,73,0.0002,0.0978,0.5,,-1.0374,0.0722,,,,
bob,2,28580936,74,0.0006,0.1005,0.52,,-1.027,0.0747,,,,
bob,2,28580936,75,0.0004,0.1076,0.5599999999999999,,-1.0347,0.0809,,,,
bob,2,28580936,76,0.0005,0.1031,0.5599999999999999,,-1.0485,0.0799,,,,
bob,2,28580936,77,0.0005,0.1078,0.5599999999999999,,-1.0553,0.078,,,,
bob,2,28580936,78,0.0005,0.1286,0.66,,-1.0449,0.097,,,,
bob,2,28580936,79,0.0007,0.1245,0.66,,-1.051,0.0961,,,,
bob,2,28580936,80,0.0005,0.1046,0.54,,-1.0479,0.0779,,,,
bob,2,28580936,81,0.0004,0.105,0.54,,-1.036,0.0815,,,,
bob,2,28580936,82,0.0006,0.1077,0.54,,-1.0309,0.0793,,,,
bob,2,28590076,83,0.0003,0.118,0.6,,-1.0422,0.0873,,,,
bob,2,28590076,84,0.0003,0.1158,0.54,,-1.0394,0.0811,,,,
bob,2,28590076,85,0.0002,0.1171,0.6,,-1.0411,0.086,,,,
bob,2,28590076,86,0.0006,0.1283,0.64,,-1.0482,0.0927,,,,
bob,2,28590076,87,0.0003,0.1148,0.58,,-1.0451,0.0855,,,,
bob,2,28590076,88,0.0007,0.1244,0.62,,-1.0428,0.093,,,,
bob,2,28590076,89,0.0009,0.118,0.58,,-1.0567,0.0872,,,,
bob,2,28590076,90,0.0006,0.1228,0.62,,-1.0436,0.0894,,,,
bob,2,28590076,91,0.0019,0.1222,0.62,,-1.0592,0.0923,,,,
bob,2,28590076,92,0.0009,0.1089,0.54,,-1.0587,0.0786,,,,
bob,2,28590076,93,0.0008,0.1142,0.5599999999999999,,-1.061,0.0835,,,,
bob,2,28590076,94,0.0015,0.1171,0.6,,-1.0445,0.0876,,,,
bob,2,28590076,95,0.0015,0.1214,0.6,,-1.0493,0.0878,,,,
bob,2,28590076,96,0.0009,0.117,0.58,,-1.0543,0.0861,,,,
bob,2,28590076,97,0.0013,0.1245,0.62,,-1.0466,0.0891,,,,
bob,2,28590076,98,0.0014,0.1108,0.5599999999999999,,-1.0459,0.0807,,,,
bob,2,28590076,99,0.0018,0.1276,0.62,,-1.0395,0.0903,,,,
bob,2,28590076,100,0.003,0.1165,0.58,,-1.0295,0.0839,,,,
bob,2,28590076,101,0.0035,0.124,0.62,,-1.0047,0.0896,,,,
bob,2,28590076,102,0.0031,0.1306,0.66,,-1.0241,0.0954,,,,
bob,2,28590076,103,0.0011,0.1202,0.6,,-1.02,0.0887,,,,
bob,2,28590076,104,0.001,0.1154,0.6,,-1.0318,0.0865,,,,
bob,2,28590076,105,0.0016,0.1188,0.6,,-1.0361,0.0862,,,,
bob,2,28590076,106,0.0021,0.1196,0.6,,-1.0501,0.0848,,,,
bob,2,28590076,107,0.0017,0.1197,0.62,,-1.0284,0.0889,,,,
bob,2,28590076,108,0.002,0.1271,0.66,,-1.0371,0.0968,,,,
bob,2,28590076,109,0.0015,0.1071,0.52,,-1.0515,0.0754,,,,
bob,2,28590076,110,0.0018,0.126,0.66,,-1.0504,0.0922,,,,
bob,2,28590076,111,0.0019,0.1343,0.6799999999999999,,-1.0428,0.0994,,,,
bob,2,28590076,112,0.0018,0.1247,0.6,,-1.0461,0.0876,,,,
bob,2,28590076,113,0.0015,0.1218,0.6,,-1.0392,0.0878,,,,
bob,2,28590076,114,0.0017,0.121,0.58,,-1.0416,0.0844,,,,
bob,2,28590076,115,0.0015,0.1297,0.66,,-1.051,0.0936,,,,
bob,2,28590076,116,0.0011,0.1265,0.64,,-1.0353,0.0926,,,,
bob,2,28590076,117,0.0011,0.1257,0.64,,-1.0505,0.0938,,,,
bob,2,28590076,118,0.0014,0.1385,0.7000000000000001,,-1.0479,0.1018,,,,
bob,2,28590076,119,0.0012,0.1325,0.6799999999999999,,-1.0402,0.099,,,,
bob,2,28590076,120,0.0016,0.1334,0.64,,-1.0336,0.0943,,,,
bob,2,28590076,121,0.0016,0.1214,0.6,,-1.0278,0.0872,,,,
bob,2,28590076,122,0.0014,0.1177,0.6,,-1.0331,0.0864,,,,
bob,2,28590076,123,0.0018,0.1221,0.6,,-1.029,0.0876,,,,
bob,2,28590076,124,0.0018,0.1186,0.6,,-1.0385,0.0861,,,,
