agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,abc_coef,sr,valid_goals,invalid_goals,avg_xy,max_xy,avg_z
alice,2,28685279,2296,0.1337,0.8755,5.1837,0.05,,,,130,2,0.284,0.67,0.006
alice,2,28685279,2297,0.143,0.863,4.9615,0.05,,,,134,2,0.305,0.561,0.006
alice,2,28685279,2298,0.1432,0.7777,4.6327,0.05,,,,137,4,0.277,0.564,0.006
alice,2,28685279,2299,0.1162,0.7923,4.5918,0.05,,,,134,4,0.26,0.633,0.006
alice,2,28685279,2300,0.0829,0.7629,4.2549,0.05,,,,137,7,0.242,0.476,0.006
alice,2,28685279,2301,0.1369,0.8444,5.186,0.05,,,,130,6,0.258,0.494,0.006
alice,2,28685279,2302,0.1249,0.7068,4.6364,0.05,,,,131,13,0.268,0.612,0.006
alice,2,28685279,2303,0.079,0.825,4.8043,0.05,,,,127,13,0.259,0.542,0.004
alice,2,28685279,2304,0.1145,0.7994,5.0222,0.05,,,,135,8,0.277,0.511,0.005
alice,2,28685279,2305,0.1062,0.7736,5.0488,0.05,,,,131,5,0.28,0.508,0.005
alice,2,28685279,2306,0.0911,0.7461,4.4091,0.05,,,,135,2,0.283,0.532,0.005
alice,2,28685279,2307,0.107,0.7965,4.7209,0.05,,,,131,4,0.282,0.514,0.005
alice,2,28685279,2308,0.069,0.8884,5.1111,0.05,,,,126,9,0.269,0.532,0.004
alice,2,28685279,2309,0.173,0.9003,4.7273,0.05,,,,135,3,0.314,0.553,0.004
alice,2,28685279,2310,0.1309,0.8451,4.75,0.05,,,,137,3,0.284,0.584,0.004
alice,2,28685279,2311,0.083,0.8224,4.4615,0.05,,,,133,7,0.26,0.584,0.005
alice,2,28685279,2312,0.147,0.8333,4.5294,0.05,,,,135,6,0.275,0.517,0.005
alice,2,28685279,2313,0.1745,0.8657,4.62,0.05,,,,133,6,0.299,0.534,0.004
alice,2,28685279,2314,0.1126,0.8608,4.7255,0.05,,,,130,13,0.274,0.547,0.004
alice,2,28685279,2315,0.1249,0.8674,4.75,0.05,,,,133,11,0.289,0.586,0.004
alice,2,28685279,2316,0.1511,0.7937,4.7778,0.05,,,,133,11,0.285,0.552,0.006
alice,2,28685279,2317,0.1114,0.7662,4.3696,0.05,,,,136,5,0.302,0.506,0.005
alice,2,28685279,2318,0.0701,0.8494,4.4783,0.05,,,,132,3,0.3,0.544,0.005
alice,2,28685279,2319,0.1195,0.9268,5.0426,0.05,,,,131,2,0.322,0.655,0.006
alice,2,28685279,2320,0.1123,0.8969,4.82,0.05,,,,132,1,0.306,0.563,0.006
alice,2,28685279,2321,0.0984,0.8345,4.6875,0.05,,,,131,6,0.293,0.549,0.004
alice,2,28685279,2322,0.0903,0.8689,4.5577,0.05,,,,136,2,0.297,0.545,0.004
alice,2,28685279,2323,0.1272,0.8181,4.75,0.05,,,,136,2,0.278,0.536,0.004
alice,2,28685279,2324,0.2275,0.8117,5.093,0.05,,,,133,2,0.297,0.569,0.005
alice,2,28685279,2325,0.0961,0.8445,4.8511,0.05,,,,129,6,0.288,0.553,0.004
alice,2,28685279,2326,0.0652,0.7773,4.2549,0.05,,,,135,7,0.263,0.551,0.004
alice,2,28685279,2327,0.1535,0.6728,3.7547,0.05,,,,143,6,0.26,0.564,0.006
alice,2,28685279,2328,0.1018,0.7212,4.2979,0.05,,,,134,4,0.291,0.604,0.005
alice,2,28685279,2329,0.1511,0.7575,4.6591,0.05,,,,135,2,0.314,0.662,0.004
alice,2,28685279,2330,0.1776,0.7621,4.4783,0.05,,,,134,5,0.333,0.594,0.004
alice,2,28685279,2331,0.085,0.7285,4.12,0.05,,,,136,3,0.306,0.56,0.004
alice,2,28685279,2332,0.1264,0.8554,4.8298,0.05,,,,135,1,0.301,0.555,0.005
alice,2,28685279,2333,0.1138,0.7861,4.2692,0.05,,,,131,16,0.247,0.587,0.007
alice,2,28685279,2334,0.1423,0.7537,5.0,0.05,,,,123,24,0.224,0.539,0.007
alice,2,28685279,2335,0.6332,0.8289,4.4746,0.05,,,,139,3,0.288,0.529,0.006
alice,2,28685279,2336,0.0729,0.7647,4.9216,0.05,,,,114,48,0.198,0.517,0.006
alice,2,28685279,2337,0.1505,0.6056,4.1731,0.05,,,,129,44,0.204,0.55,0.006
alice,2,28685279,2338,0.1711,0.9028,5.1509,0.05,,,,132,7,0.296,0.596,0.005
alice,2,28685279,2339,0.1404,0.7235,4.5769,0.05,,,,131,9,0.288,0.552,0.006
alice,2,28685279,2340,0.13,0.7027,4.5,0.05,,,,134,8,0.296,0.57,0.005
alice,2,28685279,2341,0.1314,0.8956,4.9815,0.05,,,,128,6,0.257,0.505,0.005
alice,2,28685279,2342,0.1192,0.8293,4.7273,0.05,,,,134,7,0.253,0.492,0.005
alice,2,28685279,2343,0.0963,0.8564,4.2759,0.05,,,,138,3,0.287,0.671,0.005
alice,2,28685279,2344,0.1164,0.905,4.6364,0.05,,,,135,8,0.276,0.535,0.004
alice,2,28685279,2345,0.0638,0.9558,5.0196,0.05,,,,131,6,0.299,0.645,0.004
alice,2,28685279,2346,1.9055,1.0052,4.9623,0.05,,,,132,4,0.297,0.604,0.005
alice,2,28685279,2347,0.1002,0.8479,5.0816,0.05,,,,128,18,0.277,0.551,0.005
alice,2,28685279,2348,0.1287,0.7939,5.2222,0.05,,,,131,14,0.273,0.541,0.006
alice,2,28685279,2349,0.1244,0.6924,4.6585,0.05,,,,129,17,0.264,0.527,0.007
alice,2,28685279,2350,0.0874,0.7019,4.2609,0.05,,,,129,11,0.247,0.531,0.006
alice,2,28685279,2351,0.1269,0.7897,4.4906,0.05,,,,133,9,0.253,0.557,0.007
alice,2,28685279,2352,0.132,0.862,4.5714,0.05,,,,131,7,0.244,0.595,0.006
alice,2,28685279,2353,0.1329,0.9909,5.2105,0.05,,,,132,2,0.269,0.553,0.006
alice,2,28685279,2354,0.1628,0.9102,4.6885,0.05,,,,138,2,0.284,0.51,0.006
alice,2,28685279,2355,0.127,0.8966,4.8305,0.05,,,,130,3,0.27,0.521,0.006
alice,2,28685279,2356,0.1324,0.8462,4.7895,0.05,,,,135,7,0.287,0.516,0.005
alice,2,28685279,2357,0.1628,0.9007,4.6667,0.05,,,,133,2,0.296,0.545,0.005
alice,2,28685279,2358,0.1518,0.9417,4.8065,0.05,,,,129,10,0.266,0.491,0.004
alice,2,28685279,2359,0.0953,1.0439,5.1176,0.05,,,,134,3,0.278,0.521,0.005
alice,2,28685279,2360,0.1268,0.9336,4.9683,0.05,,,,129,16,0.254,0.598,0.006
alice,2,28685279,2361,0.1039,0.9634,4.7302,0.05,,,,139,7,0.255,0.577,0.005
alice,2,28685279,2362,0.1224,0.9226,4.9074,0.05,,,,135,4,0.292,0.581,0.005
alice,2,28685279,2363,0.1371,0.7559,4.0702,0.05,,,,133,20,0.207,0.549,0.005
alice,2,28685279,2364,0.0857,0.7745,4.4259,0.05,,,,129,21,0.235,0.544,0.005
alice,2,28685279,2365,0.0894,0.936,4.6066,0.05,,,,133,8,0.274,0.546,0.005
alice,2,28685279,2366,0.1978,0.9155,4.9655,0.05,,,,133,7,0.282,0.561,0.005
alice,2,28685279,2367,0.1292,0.8928,4.4478,0.05,,,,134,6,0.273,0.562,0.006
alice,2,28685279,2368,0.1467,1.0284,4.9706,0.05,,,,130,7,0.27,0.549,0.005
alice,2,28685279,2369,0.1517,0.9743,4.8571,0.05,,,,134,11,0.276,0.588,0.007
alice,2,28685279,2370,0.1255,0.91,4.806,0.05,,,,137,9,0.266,0.568,0.006
alice,2,28685279,2371,0.1582,0.9635,5.1667,0.05,,,,135,1,0.3,0.545,0.005
alice,2,28685279,2372,0.1156,0.7785,4.8462,0.05,,,,134,14,0.266,0.698,0.006
alice,2,28685279,2373,0.0925,0.8006,4.0556,0.05,,,,136,9,0.259,0.522,0.006
alice,2,28685279,2374,0.1361,0.7771,4.14,0.05,,,,133,12,0.253,0.565,0.006
alice,2,28685279,2375,0.1379,0.8391,4.5577,0.05,,,,132,2,0.284,0.487,0.005
alice,2,28685279,2376,0.111,0.8575,4.64,0.05,,,,132,8,0.277,0.67,0.005
alice,2,28685279,2377,0.1666,0.9594,5.0566,0.05,,,,131,2,0.308,0.566,0.006
alice,2,28685279,2378,0.1079,0.8372,4.25,0.05,,,,134,4,0.275,0.55,0.006
alice,2,28685279,2379,0.0923,0.8651,4.7288,0.05,,,,139,1,0.298,0.488,0.006
alice,2,28685279,2380,0.1238,0.8278,4.8235,0.05,,,,133,6,0.273,0.548,0.005
alice,2,28685279,2381,0.0718,0.8221,4.5455,0.05,,,,134,5,0.264,0.612,0.006
alice,2,28685279,2382,0.0872,0.9264,4.7222,0.05,,,,135,3,0.301,0.8,0.005
alice,2,28685279,2383,0.0964,0.8655,4.5185,0.05,,,,139,1,0.293,0.955,0.004
alice,2,28685279,2384,0.0884,0.8611,5.2045,0.05,,,,132,3,0.308,0.639,0.005
alice,2,28685279,2385,0.1005,0.8728,4.7,0.05,,,,131,4,0.302,0.735,0.005
alice,2,28685279,2386,0.0874,0.7976,4.1132,0.05,,,,138,9,0.27,0.569,0.004
alice,2,28685279,2387,0.1352,0.787,4.3673,0.05,,,,134,4,0.292,0.591,0.004
alice,2,28685279,2388,0.1119,0.7483,3.6308,0.05,,,,136,9,0.232,0.506,0.006
alice,2,28685279,2389,0.125,0.9945,5.0164,0.05,,,,134,5,0.256,0.529,0.006
alice,2,28685279,2390,0.0953,0.9733,4.75,0.05,,,,133,6,0.28,0.722,0.006
alice,2,28685279,2391,0.079,1.0165,4.7681,0.05,,,,134,3,0.279,0.504,0.006
alice,2,28685279,2392,0.1126,0.9305,4.9032,0.05,,,,134,11,0.273,0.726,0.005
alice,2,28685279,2393,0.0802,0.9552,4.9344,0.05,,,,134,7,0.257,0.534,0.006
alice,2,28685279,2394,0.0795,0.9058,5.0385,0.05,,,,132,12,0.246,0.563,0.005
alice,2,28685279,2395,0.0956,0.8643,4.3051,0.05,,,,135,7,0.239,0.503,0.005
alice,2,28685279,2396,0.0944,0.9001,4.3333,0.05,,,,138,4,0.265,0.553,0.005
alice,2,28685279,2397,0.0557,1.0027,5.1818,0.05,,,,134,2,0.273,0.547,0.005
alice,2,28685279,2398,0.1567,0.9101,4.84,0.05,,,,133,5,0.284,0.633,0.006
alice,2,28685279,2399,0.1012,0.8784,4.4259,0.05,,,,134,5,0.283,0.541,0.004
alice,2,28685279,2400,0.1702,0.9677,5.3,0.05,,,,132,1,0.338,0.566,0.004
alice,2,28685279,2401,0.2062,0.8847,4.7455,0.05,,,,135,1,0.316,0.564,0.004
alice,2,28685279,2402,0.1439,0.8908,4.4655,0.05,,,,135,5,0.257,0.652,0.006
alice,2,28685279,2403,0.1307,0.9166,4.8889,0.05,,,,134,4,0.26,0.59,0.006
alice,2,28685279,2404,0.0865,0.9187,4.7037,0.05,,,,136,6,0.238,0.645,0.006
alice,2,28685279,2405,0.0637,0.8021,4.1373,0.05,,,,139,6,0.251,0.599,0.007
alice,2,28685279,2406,0.0575,0.9041,4.3019,0.05,,,,133,5,0.238,0.586,0.007
alice,2,28685279,2407,0.1029,0.9392,4.2203,0.05,,,,139,6,0.245,0.619,0.006
alice,2,28685279,2408,0.0592,0.9933,4.4746,0.05,,,,133,6,0.231,0.539,0.007
alice,2,28685279,2409,0.0998,0.9134,4.1538,0.05,,,,139,8,0.231,0.542,0.006
alice,2,28685279,2410,0.0938,1.0093,4.9167,0.05,,,,132,5,0.263,0.577,0.006
alice,2,28685279,2411,0.138,1.0693,5.322,0.05,,,,129,5,0.278,0.538,0.005
alice,2,28685279,2412,0.0745,0.9147,4.5224,0.05,,,,137,9,0.243,0.579,0.006
alice,2,28685279,2413,0.1249,0.9172,4.3824,0.05,,,,139,8,0.248,0.565,0.005
alice,2,28685279,2414,0.0605,1.0364,5.4237,0.05,,,,127,11,0.256,0.594,0.004
alice,2,28685279,2415,0.1324,0.8774,4.8983,0.05,,,,136,7,0.261,0.547,0.004
alice,2,28685279,2416,0.1102,0.7548,4.62,0.05,,,,135,11,0.252,0.56,0.004
alice,2,28685279,2417,0.1617,0.8139,4.62,0.05,,,,136,4,0.314,0.735,0.004
alice,2,28685279,2418,0.1503,0.7659,4.4583,0.05,,,,136,2,0.254,0.581,0.006
alice,2,28685279,2419,0.1307,0.6912,4.2609,0.05,,,,132,13,0.225,0.558,0.007
alice,2,28685279,2420,0.1071,0.7373,4.2692,0.05,,,,132,10,0.223,0.658,0.007
alice,2,28685279,2421,0.1622,0.7484,4.4906,0.05,,,,137,8,0.244,0.636,0.006
alice,2,28685279,2422,0.1515,0.695,4.2653,0.05,,,,136,9,0.213,0.505,0.007
alice,2,28685279,2423,0.1115,0.7212,4.1731,0.05,,,,138,2,0.259,0.538,0.006
alice,2,28685279,2424,0.0961,0.8162,4.913,0.05,,,,136,1,0.27,0.523,0.005
alice,2,28685279,2425,0.1105,0.7943,5.1707,0.05,,,,128,5,0.296,0.574,0.005
alice,2,28685279,2426,0.0966,0.7714,4.6667,0.05,,,,133,10,0.294,0.597,0.004
alice,2,28685279,2427,0.0987,0.8278,4.8542,0.05,,,,128,3,0.278,0.552,0.005
alice,2,28685279,2428,0.1159,0.8728,5.0385,0.05,,,,132,3,0.313,0.675,0.005
alice,2,28685279,2429,0.1689,0.8233,4.8182,0.05,,,,133,5,0.271,0.661,0.004
alice,2,28685279,2430,0.1611,0.815,4.5714,0.05,,,,135,7,0.261,0.541,0.005
alice,2,28685279,2431,0.0919,0.7589,4.1034,0.05,,,,137,7,0.268,0.573,0.005
alice,2,28685279,2432,0.1077,0.86,4.7069,0.05,,,,133,7,0.262,0.598,0.005
alice,2,28685279,2433,0.1178,0.9092,4.9153,0.05,,,,133,5,0.271,0.586,0.006
alice,2,28685279,2434,0.1012,0.7865,4.5185,0.05,,,,137,12,0.251,0.533,0.006
alice,2,28685279,2435,0.1073,0.9023,5.2708,0.05,,,,128,5,0.264,0.5,0.005
alice,2,28685279,2436,0.104,0.745,4.5577,0.05,,,,139,4,0.265,0.525,0.005
alice,2,28685279,2437,0.1467,0.7779,4.8298,0.05,,,,132,3,0.279,0.531,0.007
alice,2,28685279,2438,0.1068,0.7481,4.8889,0.05,,,,133,9,0.28,0.567,0.005
alice,2,28685279,2439,0.0821,0.6516,4.2143,0.05,,,,134,9,0.249,0.55,0.006
alice,2,28685279,2440,0.1352,0.6833,4.1522,0.05,,,,132,6,0.259,0.564,0.006
alice,2,28685279,2441,0.1376,0.757,4.2075,0.05,,,,131,13,0.251,0.519,0.006
alice,2,28685279,2442,0.1115,0.8358,4.7455,0.05,,,,135,8,0.246,0.511,0.007
alice,2,28685279,2443,0.154,0.7588,4.3636,0.05,,,,139,6,0.28,0.654,0.005
alice,2,28685279,2444,0.1336,0.785,4.875,0.05,,,,130,8,0.282,0.588,0.006
alice,2,28685279,2445,0.1395,0.7474,4.4615,0.05,,,,140,1,0.276,0.508,0.004
alice,2,28685279,2446,0.1059,0.764,4.8864,0.05,,,,133,2,0.298,0.626,0.005
alice,2,28685279,2447,0.0895,0.8045,4.7959,0.05,,,,132,7,0.28,0.52,0.004
alice,2,28685279,2448,0.1153,0.8086,4.7,0.05,,,,135,2,0.283,0.575,0.005
alice,2,28685279,2449,0.0858,0.7466,4.8261,0.05,,,,133,6,0.282,0.563,0.006
alice,2,28685279,2450,0.0897,0.73,4.4694,0.05,,,,133,8,0.275,0.531,0.006
alice,2,28685279,2451,0.0943,0.8314,4.5185,0.05,,,,138,3,0.269,0.582,0.006
alice,2,28685279,2452,0.0952,0.9031,4.8627,0.05,,,,130,6,0.279,0.607,0.005
alice,2,28685279,2453,0.0713,0.8791,4.5714,0.05,,,,135,3,0.286,0.666,0.005
alice,2,28685279,2454,0.0607,0.8571,4.8868,0.05,,,,133,5,0.268,0.531,0.006
alice,2,28685279,2455,0.0953,0.7742,4.4107,0.05,,,,135,3,0.276,0.609,0.006
alice,2,28685279,2456,0.0758,0.8247,4.75,0.05,,,,136,2,0.281,0.602,0.006
alice,2,28685279,2457,0.093,0.846,4.9796,0.05,,,,136,3,0.317,0.565,0.005
alice,2,28685279,2458,0.0766,0.7075,4.3696,0.05,,,,135,6,0.31,0.553,0.005
alice,2,28685279,2459,0.0438,0.8273,4.9773,0.05,,,,134,2,0.321,0.582,0.004
alice,2,28685279,2460,0.0563,0.8932,5.641,0.05,,,,128,2,0.327,0.53,0.004
alice,2,28685279,2461,0.0935,0.7468,4.4783,0.05,,,,135,2,0.327,0.618,0.005
alice,2,28685279,2462,0.0303,0.7974,4.5106,0.05,,,,130,8,0.295,0.555,0.005
alice,2,28685279,2463,0.1094,0.8547,5.0,0.05,,,,133,2,0.298,0.615,0.006
alice,2,28685279,2464,0.0844,0.8399,4.8235,0.05,,,,133,2,0.3,0.527,0.005
alice,2,28685279,2465,0.0563,0.8492,5.1,0.05,,,,130,3,0.307,0.552,0.004
alice,2,28685279,2466,0.0501,0.8157,4.537,0.05,,,,134,7,0.297,0.581,0.006
alice,2,28685279,2467,0.0942,0.825,4.9184,0.05,,,,134,4,0.272,0.654,0.007
alice,2,28685279,2468,0.0504,0.7699,4.0909,0.05,,,,137,2,0.279,0.555,0.006
alice,2,28685279,2469,0.0851,0.8176,3.9831,0.05,,,,142,3,0.268,0.617,0.007
alice,2,28685279,2470,0.1027,0.8757,4.92,0.05,,,,134,2,0.293,0.651,0.006
alice,2,28685279,2471,0.011,0.926,5.0816,0.05,,,,132,2,0.306,0.573,0.005
alice,2,28685279,2472,0.0373,0.795,4.3962,0.05,,,,138,5,0.309,0.527,0.004
alice,2,28685279,2473,0.0322,0.7872,4.2826,0.05,,,,138,7,0.283,0.533,0.005
alice,2,28685279,2474,0.0853,0.7203,4.1818,0.05,,,,137,2,0.312,0.524,0.005
alice,2,28685279,2475,0.0844,0.7205,4.4146,0.05,,,,132,2,0.334,0.596,0.005
alice,2,28685279,2476,0.0074,0.7015,4.0392,0.05,,,,132,4,0.298,0.568,0.006
alice,2,28685279,2477,0.0477,0.8866,4.6981,0.05,,,,134,3,0.299,0.613,0.005
alice,2,28685279,2478,0.0699,0.885,4.6364,0.05,,,,135,3,0.302,0.565,0.005
alice,2,28685279,2479,0.081,0.9357,4.5345,0.05,,,,136,4,0.306,0.804,0.005
alice,2,28685279,2480,0.0174,1.0268,4.8136,0.05,,,,131,6,0.299,0.525,0.004
alice,2,28685279,2481,0.1112,1.0133,4.9344,0.05,,,,134,4,0.276,0.568,0.005
alice,2,28685279,2482,0.0787,0.9784,4.629,0.05,,,,138,3,0.309,0.602,0.004
alice,2,28685279,2483,0.0246,0.902,4.322,0.05,,,,137,6,0.291,0.554,0.004
alice,2,28685279,2484,0.0579,0.993,4.9815,0.05,,,,132,4,0.304,0.569,0.006
alice,2,28685279,2485,0.0817,0.9562,5.0741,0.05,,,,134,2,0.314,0.554,0.004
alice,2,28685279,2486,0.1251,0.9978,5.0179,0.05,,,,133,0,0.294,0.624,0.005
alice,2,28685279,2487,0.0546,0.905,4.661,0.05,,,,135,2,0.282,0.826,0.006
alice,2,28685279,2488,0.0493,0.9248,4.4677,0.05,,,,138,3,0.277,0.704,0.005
alice,2,28685279,2489,0.1029,0.8956,4.8966,0.05,,,,133,5,0.282,0.624,0.006
alice,2,28685279,2490,0.107,0.9219,4.75,0.05,,,,134,5,0.301,0.623,0.005
alice,2,28685279,2491,0.0831,0.7784,4.4151,0.05,,,,134,7,0.299,0.627,0.004
alice,2,28685279,2492,0.1025,0.9061,4.9091,0.05,,,,134,0,0.305,0.549,0.005
alice,2,28685279,2493,0.0983,0.9784,5.2727,0.05,,,,130,0,0.318,0.578,0.005
alice,2,28685279,2494,0.0889,0.9385,5.1818,0.05,,,,136,0,0.295,0.577,0.005
alice,2,28685279,2495,0.1445,0.8988,5.0196,0.05,,,,133,1,0.33,0.574,0.005
alice,2,28685279,2496,0.0897,0.7844,4.4906,0.05,,,,138,2,0.309,0.522,0.005
alice,2,28685279,2497,0.039,0.955,5.0196,0.05,,,,129,3,0.303,0.594,0.004
alice,2,28685279,2498,0.1009,0.8498,4.8462,0.05,,,,135,6,0.282,0.591,0.006
alice,2,28685279,2499,0.07,0.9107,4.9216,0.05,,,,132,5,0.274,0.547,0.004
alice,2,28685279,2500,0.0771,0.8222,4.8235,0.05,,,,135,3,0.314,0.551,0.004
alice,2,28685279,2501,0.1051,0.814,4.7255,0.05,,,,134,0,0.296,0.534,0.005
alice,2,28685279,2502,0.1036,0.8062,4.75,0.05,,,,136,0,0.289,0.546,0.006
alice,2,28685279,2503,0.1008,0.8007,4.7755,0.05,,,,135,5,0.306,0.561,0.005
alice,2,28685279,2504,0.0794,0.7453,4.4783,0.05,,,,136,9,0.298,0.756,0.004
alice,2,28685279,2505,0.0049,0.8774,4.3673,0.05,,,,132,4,0.298,0.566,0.004
alice,2,28685279,2506,0.0755,0.8733,4.9362,0.05,,,,134,3,0.295,0.559,0.005
alice,2,28685279,2507,0.0758,0.8171,4.4314,0.05,,,,133,2,0.296,0.528,0.005
alice,2,28685279,2508,0.1143,0.7865,4.75,0.05,,,,136,3,0.278,0.53,0.005
alice,2,28685279,2509,0.1044,0.7513,4.3878,0.05,,,,135,5,0.276,0.66,0.005
alice,2,28685279,2510,0.1193,0.7434,4.0909,0.05,,,,139,3,0.279,0.564,0.005
alice,2,28685279,2511,0.1179,0.856,4.82,0.05,,,,133,1,0.284,0.636,0.006
alice,2,28685279,2512,0.1312,0.822,5.0426,0.05,,,,135,5,0.274,0.551,0.006
alice,2,28685279,2513,0.0938,0.7162,4.6905,0.05,,,,136,6,0.256,0.542,0.007
alice,2,28685279,2514,0.0743,0.6971,4.2143,0.05,,,,133,7,0.256,0.563,0.006
alice,2,28685279,2515,0.1013,0.7767,4.6047,0.05,,,,130,6,0.281,0.629,0.004
alice,2,28685279,2516,0.0813,0.8904,5.0,0.05,,,,130,5,0.281,0.596,0.005
alice,2,28685279,2517,0.1176,0.7767,4.1481,0.05,,,,136,2,0.277,0.617,0.005
alice,2,28685279,2518,0.1002,0.7835,4.4615,0.05,,,,136,3,0.28,0.561,0.005
alice,2,28685279,2519,0.121,0.9268,4.8889,0.05,,,,131,1,0.312,0.545,0.005
alice,2,28685279,2520,0.1365,0.828,4.35,0.05,,,,132,5,0.28,0.554,0.004
alice,2,28685279,2521,0.1308,0.8036,4.5088,0.05,,,,138,9,0.293,0.563,0.004
alice,2,28685279,2522,0.1142,0.8682,4.6786,0.05,,,,132,3,0.314,0.538,0.005
alice,2,28685279,2523,0.1046,0.9745,4.9828,0.05,,,,129,6,0.3,0.593,0.004
alice,2,28685279,2524,0.1303,0.9626,5.0984,0.05,,,,131,4,0.301,0.625,0.004
alice,2,28685279,2525,0.1282,0.9518,5.2742,0.05,,,,131,4,0.301,0.552,0.005
alice,2,28685279,2526,0.153,0.9549,5.4068,0.05,,,,134,0,0.306,0.609,0.005
alice,2,28685279,2527,0.095,0.8377,4.9623,0.05,,,,132,6,0.305,0.522,0.004
alice,2,28685279,2528,0.1499,0.8683,5.1667,0.05,,,,132,2,0.3,0.586,0.005
alice,2,28685279,2529,0.1142,0.7935,4.75,0.05,,,,137,7,0.28,0.55,0.005
alice,2,28685279,2530,0.1102,0.7871,4.7736,0.05,,,,134,8,0.243,0.554,0.007
alice,2,28685279,2531,0.0826,0.6887,4.1731,0.05,,,,135,6,0.262,0.541,0.006
alice,2,28685279,2532,0.0849,0.7355,4.6,0.05,,,,136,3,0.294,0.573,0.006
alice,2,28685279,2533,0.0901,0.7528,4.8372,0.05,,,,134,5,0.318,0.574,0.005
alice,2,28685279,2534,0.0758,0.7209,4.7805,0.05,,,,129,6,0.297,0.588,0.004
alice,2,28685279,2535,0.1091,0.7375,4.3333,0.05,,,,137,1,0.301,0.58,0.005
alice,2,28685279,2536,0.053,0.7423,4.1373,0.05,,,,140,4,0.28,0.588,0.004
alice,2,28685279,2537,0.0601,0.7892,4.8571,0.05,,,,133,1,0.294,0.539,0.004
alice,2,28685279,2538,0.0811,0.7787,4.617,0.05,,,,132,4,0.288,0.531,0.005
alice,2,28685279,2539,0.1002,0.8078,5.2273,0.05,,,,129,9,0.286,0.698,0.004
alice,2,28685279,2540,0.0552,0.7537,4.0702,0.05,,,,141,4,0.267,0.566,0.005
alice,2,28685279,2541,0.0959,0.9309,4.9623,0.05,,,,132,1,0.284,0.573,0.005
alice,2,28685279,2542,0.0672,0.9232,5.0741,0.05,,,,133,2,0.305,0.62,0.004
alice,2,28685279,2543,0.0642,0.9443,5.2,0.05,,,,134,2,0.302,0.543,0.004
alice,2,28685279,2544,0.1163,0.7399,4.5319,0.05,,,,134,4,0.308,0.513,0.005
alice,2,28685279,2545,0.1001,0.8047,4.8043,0.05,,,,134,2,0.319,0.529,0.005
alice,2,28685279,2546,0.0922,0.7828,4.75,0.05,,,,137,4,0.324,0.576,0.004
alice,2,28685279,2547,0.0622,0.843,4.5714,0.05,,,,132,2,0.309,0.612,0.005
alice,2,28685279,2548,0.071,0.8121,4.7209,0.05,,,,130,5,0.285,0.532,0.005
alice,2,28685279,2549,0.0709,0.8485,4.4906,0.05,,,,130,3,0.293,0.518,0.004
alice,2,28685279,2550,0.0268,1.0257,4.8333,0.05,,,,133,4,0.29,0.668,0.005
alice,2,28685279,2551,0.0704,0.9998,4.8095,0.05,,,,133,2,0.31,0.553,0.004
alice,2,28685279,2552,0.116,0.7971,4.4333,0.05,,,,138,6,0.298,0.541,0.004
alice,2,28685279,2553,0.0683,0.9191,5.0741,0.05,,,,133,6,0.268,0.528,0.005
alice,2,28685279,2554,0.0926,0.8963,5.2,0.05,,,,133,2,0.29,0.575,0.005
alice,2,28685279,2555,0.1269,0.7917,4.5714,0.05,,,,137,3,0.292,0.581,0.006
alice,2,28685279,2556,0.1187,0.7712,4.5,0.05,,,,130,4,0.305,0.581,0.004
alice,2,28685279,2557,0.1304,0.8024,4.1754,0.05,,,,140,2,0.321,0.589,0.004
alice,2,28685279,2558,0.1567,0.8463,4.7451,0.05,,,,133,3,0.316,0.633,0.004
alice,2,28685279,2559,0.1448,0.8602,4.75,0.05,,,,135,1,0.312,0.546,0.004
alice,2,28685279,2560,0.123,0.8902,4.6364,0.05,,,,131,4,0.303,0.534,0.004
alice,2,28685279,2561,0.1218,0.9605,4.7869,0.05,,,,135,1,0.314,0.842,0.004
alice,2,28685279,2562,0.1088,0.9272,4.7458,0.05,,,,135,6,0.299,0.578,0.004
alice,2,28685279,2563,0.1298,0.9607,4.9167,0.05,,,,132,1,0.324,0.549,0.004
alice,2,28685279,2564,0.1212,0.9953,5.1167,0.05,,,,131,3,0.335,0.758,0.004
alice,2,28685279,2565,0.1366,1.0786,5.8214,0.05,,,,129,2,0.334,0.567,0.004
alice,2,28685279,2566,0.1371,0.8647,4.7241,0.05,,,,135,4,0.322,0.556,0.005
alice,2,28685279,2567,0.09,0.9177,4.623,0.05,,,,134,6,0.281,0.591,0.004
alice,2,28685279,2568,0.106,0.9855,5.0,0.05,,,,132,6,0.302,0.562,0.004
alice,2,28685279,2569,0.089,0.8848,4.7931,0.05,,,,137,4,0.287,0.524,0.005
alice,2,28685279,2570,0.0803,0.8633,5.2157,0.05,,,,133,5,0.283,0.6,0.004
alice,2,28685279,2571,0.0805,0.7728,4.2407,0.05,,,,136,4,0.291,0.544,0.004
alice,2,28685279,2572,0.1194,0.7194,4.0,0.05,,,,143,2,0.328,0.573,0.005
alice,2,28685279,2573,0.0649,0.8608,5.0,0.05,,,,133,8,0.301,0.578,0.004
alice,2,28685279,2574,0.0505,0.8152,4.4,0.05,,,,136,2,0.304,0.572,0.005
alice,2,28685279,2575,0.0951,0.6948,4.1064,0.05,,,,140,2,0.299,0.713,0.005
