agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,abc_coef,sr,valid_goals,invalid_goals,avg_xy,max_xy,avg_z
alice,2,28676064,41,0.0099,0.4102,4.9643,0.6213,,,,81,142,0.073,0.603,0.003
alice,2,28676064,42,0.0117,0.3898,5.1071,0.6144,,,,77,160,0.058,0.382,0.003
alice,2,28676064,43,0.0091,0.376,5.0385,0.6076,,,,78,159,0.061,0.553,0.003
alice,2,28676064,44,0.0124,0.4432,5.3548,0.6009,,,,82,152,0.066,0.519,0.002
alice,2,28676064,45,0.0167,0.3666,5.0385,0.5942,,,,87,143,0.067,0.54,0.003
alice,2,28676064,46,0.0051,0.3254,4.8636,0.5877,,,,76,149,0.068,0.496,0.002
alice,2,28676064,47,0.0206,0.4251,5.0938,0.5812,,,,81,141,0.07,0.631,0.002
alice,2,28676064,48,0.0384,0.4769,5.0278,0.5749,,,,83,142,0.077,0.49,0.003
alice,2,28676064,49,0.032,0.4926,5.1892,0.5686,,,,91,128,0.077,0.572,0.003
alice,2,28676064,50,0.0181,0.4269,5.3333,0.5624,,,,84,143,0.068,0.551,0.003
alice,2,28676064,51,0.0151,0.3985,4.9655,0.5563,,,,88,141,0.073,0.402,0.003
alice,2,28676064,52,-0.0118,0.4203,4.7097,0.5502,,,,78,139,0.064,0.555,0.003
alice,2,28676064,53,0.013,0.392,5.4444,0.5443,,,,80,158,0.061,0.429,0.002
alice,2,28676064,54,0.012,0.4134,5.3333,0.5384,,,,75,149,0.062,0.424,0.002
alice,2,28676064,55,0.0168,0.4093,5.6429,0.5326,,,,76,164,0.06,0.504,0.002
alice,2,28676064,56,0.0186,0.3488,5.2083,0.5269,,,,82,167,0.065,0.563,0.002
alice,2,28676064,57,0.0047,0.3054,5.25,0.5212,,,,77,159,0.064,0.45,0.002
alice,2,28676064,58,-0.0089,0.4166,5.0,0.5156,,,,74,150,0.058,0.394,0.002
alice,2,28676064,59,0.0004,0.5004,5.8485,0.5101,,,,71,166,0.062,0.508,0.002
alice,2,28676064,60,0.0277,0.5215,5.25,0.5047,,,,89,148,0.077,0.549,0.002
alice,2,28676064,61,0.0092,0.3998,5.8,0.4994,,,,77,156,0.061,0.515,0.003
alice,2,28676064,62,0.0118,0.4144,5.4643,0.4941,,,,73,153,0.059,0.44,0.002
alice,2,28676064,63,0.026,0.3812,5.1667,0.4889,,,,87,154,0.065,0.419,0.003
alice,2,28676064,64,-0.0017,0.3497,4.9583,0.4837,,,,78,159,0.061,0.444,0.002
alice,2,28676064,65,0.0117,0.3484,4.9583,0.4786,,,,80,151,0.067,0.718,0.002
alice,2,28676064,66,0.0184,0.4699,5.6429,0.4736,,,,91,123,0.076,0.414,0.003
alice,2,28676064,67,-0.0028,0.391,4.4483,0.4687,,,,77,147,0.069,0.503,0.002
alice,2,28676064,68,0.0222,0.3807,4.7,0.4638,,,,93,141,0.076,0.594,0.002
alice,2,28676064,69,-0.0057,0.4868,5.6786,0.459,,,,75,136,0.065,0.413,0.002
alice,2,28676064,70,0.0203,0.3353,5.1667,0.4542,,,,75,175,0.058,0.474,0.002
alice,2,28676064,71,0.0237,0.4968,5.2857,0.4496,,,,85,129,0.068,0.576,0.002
alice,2,28676064,72,0.0149,0.3873,5.2593,0.4449,,,,85,145,0.068,0.437,0.002
alice,2,28676064,73,-0.013,0.4816,5.1935,0.4404,,,,88,133,0.078,0.536,0.002
alice,2,28676064,74,0.0043,0.4093,4.7931,0.4359,,,,82,141,0.078,0.446,0.002
alice,2,28676064,75,0.013,0.4524,5.0625,0.4314,,,,81,134,0.068,0.513,0.003
alice,2,28676064,76,0.0296,0.5066,5.4286,0.427,,,,91,132,0.074,0.821,0.002
alice,2,28676064,77,0.011,0.5502,5.3514,0.4227,,,,90,124,0.076,0.602,0.003
alice,2,28676064,78,0.0158,0.415,4.7097,0.4184,,,,89,132,0.077,0.609,0.003
alice,2,28676064,79,0.0116,0.3957,5.6,0.4142,,,,84,137,0.072,0.543,0.003
alice,2,28676064,80,0.0013,0.4537,4.9394,0.4101,,,,80,140,0.077,0.517,0.003
alice,2,28676064,81,0.0216,0.425,5.5,0.406,,,,84,151,0.062,0.315,0.002
alice,2,28676064,82,0.0032,0.4731,5.6667,0.4019,,,,84,134,0.068,0.361,0.002
alice,2,28676064,83,0.0144,0.4569,5.3548,0.3979,,,,85,133,0.071,0.411,0.003
alice,2,28676064,84,0.0304,0.4055,5.0323,0.394,,,,95,129,0.077,0.481,0.003
alice,2,28676064,85,-0.0064,0.4088,5.0,0.3901,,,,80,142,0.062,0.546,0.002
alice,2,28676064,86,0.0127,0.415,5.2593,0.3863,,,,83,138,0.073,0.553,0.002
alice,2,28676064,87,0.0076,0.4585,5.25,0.3825,,,,86,135,0.072,0.429,0.003
alice,2,28676064,88,0.0107,0.5109,5.0278,0.3787,,,,88,123,0.077,0.463,0.003
alice,2,28676064,89,0.02,0.5493,5.5946,0.375,,,,97,114,0.088,0.489,0.003
alice,2,28676064,90,0.0021,0.4558,5.1667,0.3714,,,,84,131,0.07,0.583,0.002
alice,2,28676064,91,0.0115,0.4043,5.4444,0.3678,,,,79,143,0.065,0.388,0.003
alice,2,28676064,92,0.0179,0.4969,5.1026,0.3643,,,,87,129,0.074,0.513,0.003
alice,2,28676064,93,0.0289,0.3225,4.5714,0.3608,,,,89,155,0.067,0.388,0.002
alice,2,28676064,94,0.0248,0.4532,4.9062,0.3573,,,,95,116,0.086,0.677,0.003
alice,2,28676064,95,-0.0011,0.493,5.2188,0.3539,,,,83,127,0.071,0.487,0.002
alice,2,28676064,96,0.0321,0.474,5.8276,0.3506,,,,89,124,0.083,0.529,0.003
alice,2,28676064,97,0.0399,0.5694,5.2308,0.3472,,,,101,92,0.095,0.536,0.003
alice,2,28676064,98,0.0115,0.393,4.2258,0.344,,,,92,133,0.071,0.536,0.003
alice,2,28676064,99,0.0353,0.5212,5.3939,0.3407,,,,96,103,0.096,0.613,0.003
alice,2,28676064,100,0.0144,0.5523,5.4286,0.3376,,,,88,112,0.073,0.351,0.003
alice,2,28676064,101,0.0174,0.5467,5.2857,0.3344,,,,93,117,0.084,0.409,0.003
alice,2,28676064,102,0.0369,0.633,5.5455,0.3313,,,,95,105,0.081,0.398,0.003
alice,2,28676064,103,0.0172,0.4493,4.8889,0.3282,,,,91,139,0.071,0.419,0.003
alice,2,28676064,104,0.0223,0.5678,4.875,0.3252,,,,96,109,0.09,0.74,0.003
alice,2,28676064,105,0.0128,0.5679,5.2308,0.3222,,,,96,106,0.099,0.689,0.003
alice,2,28676064,106,0.0447,0.5891,5.7143,0.3193,,,,102,91,0.097,0.459,0.003
alice,2,28676064,107,0.0359,0.4632,4.6364,0.3164,,,,99,100,0.094,0.521,0.003
alice,2,28676064,108,0.0305,0.6039,5.4444,0.3135,,,,102,93,0.1,0.469,0.003
alice,2,28676064,109,0.0047,0.6099,5.7059,0.3107,,,,91,96,0.093,0.665,0.003
alice,2,28676064,110,0.0564,0.6552,5.2609,0.3079,,,,107,80,0.118,0.654,0.003
alice,2,28676064,111,0.0163,0.5904,4.9744,0.3052,,,,98,93,0.095,0.438,0.002
alice,2,28676064,112,0.0214,0.57,5.2105,0.3025,,,,99,100,0.093,0.444,0.003
alice,2,28676064,113,0.0544,0.6541,5.8684,0.2998,,,,100,87,0.103,0.495,0.002
alice,2,28676064,114,0.0671,0.502,5.0286,0.2971,,,,102,95,0.107,0.57,0.004
alice,2,28676064,115,0.0481,0.5152,5.6429,0.2945,,,,95,101,0.107,0.554,0.003
alice,2,28676064,116,0.0577,0.7667,5.3478,0.292,,,,107,65,0.116,0.438,0.004
alice,2,28676064,117,0.0591,0.7441,5.8889,0.2894,,,,101,84,0.102,0.528,0.004
alice,2,28676064,118,0.0436,0.5412,5.3333,0.2869,,,,92,106,0.103,0.683,0.003
alice,2,28676064,119,0.0675,0.6631,5.75,0.2844,,,,103,83,0.111,0.521,0.003
alice,2,28676064,120,0.0231,0.679,5.0909,0.282,,,,103,88,0.103,0.538,0.003
alice,2,28676064,121,0.0416,0.5495,5.375,0.2796,,,,109,85,0.107,0.463,0.003
alice,2,28676064,122,0.0137,0.7062,5.8438,0.2772,,,,103,69,0.113,0.573,0.003
alice,2,28676064,123,0.0486,0.5789,4.7778,0.2749,,,,107,72,0.123,0.623,0.004
alice,2,28676064,124,0.0471,0.6451,4.9024,0.2726,,,,109,67,0.126,0.52,0.003
alice,2,28676064,125,0.0502,0.5867,5.6875,0.2703,,,,110,78,0.123,0.6,0.003
alice,2,28676064,126,0.0146,0.4753,5.2,0.268,,,,96,96,0.098,0.493,0.003
alice,2,28676064,127,0.0635,0.6559,5.5588,0.2658,,,,108,69,0.133,0.512,0.003
alice,2,28676064,128,0.0328,0.6514,4.8095,0.2636,,,,112,62,0.124,0.619,0.003
alice,2,28676064,129,0.0171,0.6739,5.3684,0.2614,,,,97,92,0.097,0.654,0.003
alice,2,28676064,130,0.045,0.6427,5.093,0.2593,,,,102,83,0.13,0.778,0.003
alice,2,28676064,131,0.0484,0.6007,4.75,0.2572,,,,103,89,0.116,0.625,0.003
alice,2,28676064,132,0.0761,0.6365,4.9362,0.2551,,,,117,70,0.124,0.596,0.004
alice,2,28676064,133,0.0601,0.6338,5.4571,0.2531,,,,104,76,0.127,0.575,0.004
alice,2,28676064,134,0.0384,0.6935,4.75,0.251,,,,109,67,0.125,0.538,0.003
alice,2,28676064,135,0.0682,0.6187,4.9524,0.249,,,,109,77,0.126,0.838,0.004
alice,2,28676064,136,0.0906,0.6078,4.9474,0.2471,,,,112,66,0.131,0.54,0.003
alice,2,28676064,137,0.083,0.5332,4.8571,0.2451,,,,118,65,0.139,0.607,0.004
alice,2,28676064,138,0.0631,0.4903,4.7778,0.2432,,,,109,66,0.139,0.746,0.004
alice,2,28676064,139,0.028,0.5458,4.871,0.2413,,,,107,65,0.124,0.466,0.004
alice,2,28676064,140,0.0338,0.6835,5.8485,0.2394,,,,102,74,0.115,0.522,0.004
alice,2,28676064,141,0.0506,0.7202,5.4146,0.2376,,,,108,72,0.118,0.678,0.004
alice,2,28676064,142,0.0759,0.6647,5.0476,0.2358,,,,113,61,0.142,0.724,0.003
alice,2,28676064,143,0.0724,0.7622,5.5476,0.234,,,,110,51,0.147,0.604,0.005
alice,2,28676064,144,0.0497,0.69,5.5,0.2322,,,,102,78,0.123,0.504,0.003
alice,2,28676064,145,0.0585,0.6009,5.4737,0.2305,,,,108,79,0.119,0.659,0.004
alice,2,28676064,146,0.0258,0.5635,5.2647,0.2287,,,,92,103,0.104,0.682,0.004
alice,2,28676064,147,0.0594,0.7508,5.5,0.227,,,,90,93,0.096,0.652,0.004
alice,2,28676064,148,0.1192,0.6093,5.4565,0.2253,,,,110,88,0.105,0.596,0.004
alice,2,28676064,149,0.0742,0.4743,4.8571,0.2237,,,,105,91,0.1,0.589,0.003
alice,2,28676064,150,0.0565,0.5191,5.5,0.222,,,,107,85,0.107,0.57,0.004
alice,2,28676064,151,0.0679,0.5607,5.2857,0.2204,,,,106,74,0.125,0.437,0.003
alice,2,28676064,152,0.0727,0.6524,5.0,0.2188,,,,117,56,0.137,0.518,0.004
alice,2,28676064,153,0.0335,0.6653,5.2647,0.2173,,,,107,59,0.138,0.701,0.004
alice,2,28676064,154,0.0858,0.8491,5.4318,0.2157,,,,108,52,0.131,0.686,0.004
alice,2,28676064,155,0.0667,0.6208,4.9286,0.2142,,,,108,76,0.136,0.569,0.004
alice,2,28676064,156,0.0582,0.6696,5.2683,0.2127,,,,102,74,0.122,0.572,0.004
alice,2,28676064,157,0.1216,0.7064,5.3617,0.2112,,,,120,55,0.142,0.66,0.004
alice,2,28676064,158,0.0457,0.5796,4.7105,0.2097,,,,108,68,0.118,0.604,0.004
alice,2,28676064,159,0.0775,0.7519,5.6429,0.2083,,,,108,65,0.128,0.549,0.004
alice,2,28676064,160,0.102,0.6851,4.7234,0.2068,,,,122,51,0.149,0.666,0.004
alice,2,28676064,161,0.0609,0.525,5.4643,0.2054,,,,104,82,0.113,0.519,0.004
alice,2,28676064,162,0.0482,0.8354,5.3902,0.204,,,,115,52,0.148,0.719,0.005
alice,2,28676064,163,0.049,0.761,5.359,0.2026,,,,111,56,0.139,0.741,0.004
alice,2,28676064,164,0.0868,0.7381,5.375,0.2013,,,,113,50,0.138,0.463,0.004
alice,2,28676064,165,0.1054,0.7197,5.3902,0.1999,,,,109,58,0.151,0.676,0.003
alice,2,28676064,166,0.1223,0.7153,5.5349,0.1986,,,,111,55,0.139,0.622,0.004
alice,2,28676064,167,0.1057,0.7055,5.1304,0.1973,,,,114,55,0.143,0.628,0.004
alice,2,28676064,168,0.1238,0.7011,5.65,0.196,,,,112,59,0.144,0.669,0.003
alice,2,28676064,169,0.1272,0.708,5.375,0.1948,,,,119,46,0.159,0.591,0.004
alice,2,28676064,170,0.1008,0.6454,5.3429,0.1935,,,,113,50,0.165,0.989,0.004
alice,2,28676064,171,0.0674,0.6113,4.6154,0.1923,,,,115,55,0.138,0.708,0.004
alice,2,28676064,172,0.1161,0.6928,5.4595,0.191,,,,116,52,0.148,0.519,0.004
alice,2,28676064,173,0.0532,0.6187,5.3143,0.1898,,,,108,60,0.136,0.616,0.003
alice,2,28676064,174,0.1013,0.7692,5.3409,0.1887,,,,117,43,0.156,0.562,0.004
alice,2,28676064,175,0.075,0.8034,5.4783,0.1875,,,,110,42,0.148,0.629,0.004
alice,2,28676064,176,0.1093,0.7354,5.5652,0.1863,,,,114,54,0.156,0.555,0.004
alice,2,28676064,177,0.1228,0.6841,5.6341,0.1852,,,,113,60,0.128,0.523,0.004
alice,2,28676064,178,0.0768,0.5909,5.3056,0.1841,,,,111,68,0.13,0.682,0.004
alice,2,28676064,179,0.11,0.6915,5.1667,0.1829,,,,115,51,0.154,0.745,0.004
alice,2,28676064,180,0.0911,0.7392,5.2045,0.1818,,,,116,41,0.153,0.5,0.004
alice,2,28676064,181,0.0731,0.713,5.1333,0.1808,,,,109,58,0.148,0.566,0.004
alice,2,28676064,182,0.0983,0.7246,5.04,0.1797,,,,117,49,0.151,0.74,0.004
alice,2,28676064,183,0.1152,0.5887,4.9535,0.1786,,,,118,63,0.141,0.888,0.003
alice,2,28676064,184,0.0584,0.6063,5.1081,0.1776,,,,112,58,0.152,0.632,0.003
alice,2,28676064,185,0.0828,0.7417,5.2857,0.1766,,,,112,47,0.143,0.53,0.004
alice,2,28676064,186,0.1306,0.6474,5.3684,0.1756,,,,116,53,0.144,0.457,0.005
alice,2,28676064,187,0.1263,0.7161,5.6316,0.1746,,,,113,45,0.174,0.812,0.004
alice,2,28676064,188,0.103,0.7973,5.1489,0.1736,,,,117,42,0.158,0.571,0.004
alice,2,28676064,189,0.1079,0.8099,5.3958,0.1726,,,,118,39,0.16,0.612,0.004
alice,2,28676064,190,0.0846,0.6466,4.8605,0.1716,,,,110,60,0.13,0.669,0.005
alice,2,28676064,191,0.1176,0.7111,5.3095,0.1707,,,,113,53,0.156,0.69,0.004
alice,2,28676064,192,0.076,0.7016,5.6154,0.1698,,,,112,59,0.132,0.674,0.004
alice,2,28676064,193,0.0517,0.8165,5.2444,0.1688,,,,106,57,0.136,0.752,0.003
alice,2,28676064,194,0.085,0.6837,5.4318,0.1679,,,,119,57,0.136,0.569,0.003
alice,2,28676064,195,0.0623,0.7,5.1667,0.167,,,,115,53,0.137,0.597,0.003
alice,2,28676064,196,0.0534,0.6123,4.8158,0.1661,,,,111,62,0.131,0.465,0.005
alice,2,28676064,197,0.0497,0.7053,5.2821,0.1653,,,,107,63,0.132,0.551,0.003
alice,2,28676064,198,0.0975,0.7765,5.2766,0.1644,,,,119,47,0.158,0.754,0.004
alice,2,28676064,199,0.1249,0.6664,5.2368,0.1635,,,,113,51,0.154,0.546,0.003
alice,2,28676064,200,0.1136,0.6881,5.25,0.1627,,,,114,47,0.153,0.612,0.004
alice,2,28676064,201,0.089,0.7046,4.7447,0.1619,,,,125,35,0.152,0.519,0.006
alice,2,28676064,202,0.0746,0.7482,4.9111,0.1611,,,,118,39,0.159,0.645,0.005
alice,2,28676064,203,0.0814,0.5675,5.2647,0.1602,,,,113,62,0.13,0.464,0.004
alice,2,28676064,204,0.072,0.6082,5.0,0.1594,,,,116,49,0.151,0.542,0.003
alice,2,28676064,205,0.1417,0.7046,5.697,0.1587,,,,119,35,0.172,0.672,0.004
alice,2,28676064,206,0.0547,0.5955,4.8571,0.1579,,,,116,45,0.147,0.461,0.004
alice,2,28676064,207,0.1145,0.7504,5.6053,0.1571,,,,115,37,0.16,0.494,0.004
alice,2,28676064,208,0.1289,0.6698,5.1026,0.1564,,,,120,40,0.149,0.525,0.004
alice,2,28676064,209,0.1356,0.5832,5.3939,0.1556,,,,120,41,0.147,0.519,0.005
alice,2,28676064,210,0.1233,0.587,4.8889,0.1549,,,,123,41,0.15,0.472,0.004
alice,2,28676064,211,0.0234,0.7151,5.1667,0.1542,,,,112,52,0.131,0.464,0.005
alice,2,28676064,212,0.0802,0.7031,5.5588,0.1534,,,,112,45,0.144,0.441,0.005
alice,2,28676064,213,0.0929,0.6274,5.1667,0.1527,,,,115,51,0.146,0.67,0.004
alice,2,28676064,214,0.0999,0.693,4.9024,0.152,,,,118,41,0.149,0.51,0.004
alice,2,28676064,215,0.0678,0.6465,5.3235,0.1513,,,,117,45,0.161,0.694,0.004
alice,2,28676064,216,0.0959,0.7753,5.2857,0.1507,,,,117,45,0.154,0.582,0.004
alice,2,28676064,217,-0.0189,0.7192,4.8718,0.15,,,,105,65,0.122,0.529,0.004
alice,2,28676064,218,0.0943,0.6751,4.7442,0.1493,,,,122,48,0.131,0.583,0.005
alice,2,28676064,219,0.079,0.5041,4.9655,0.1487,,,,118,61,0.142,0.543,0.003
alice,2,28676064,220,0.0263,0.8871,4.8974,0.148,,,,118,28,0.185,0.752,0.004
alice,2,28676064,221,0.0777,0.7466,5.0714,0.1474,,,,114,47,0.146,0.526,0.004
alice,2,28676064,222,0.0496,0.7779,5.1111,0.1468,,,,118,42,0.149,0.653,0.004
alice,2,28676064,223,0.0988,0.6701,5.375,0.1462,,,,106,64,0.126,0.442,0.003
alice,2,28676064,224,0.1203,0.7418,5.2553,0.1455,,,,115,43,0.139,0.647,0.003
alice,2,28676064,225,0.1296,0.6526,5.093,0.1449,,,,120,49,0.148,0.542,0.004
alice,2,28676064,226,0.1586,0.5427,4.8158,0.1443,,,,124,42,0.144,0.502,0.004
alice,2,28676064,227,0.0697,0.6225,5.1176,0.1438,,,,119,36,0.154,0.475,0.004
alice,2,28676064,228,0.0919,0.5408,5.0645,0.1432,,,,116,49,0.14,0.443,0.004
alice,2,28676064,229,0.1623,0.7111,5.3243,0.1426,,,,115,38,0.151,0.431,0.003
alice,2,28676064,230,0.0705,0.7316,5.0714,0.142,,,,117,33,0.16,0.493,0.003
alice,2,28676064,231,0.1545,0.7871,4.9362,0.1415,,,,124,30,0.164,0.46,0.004
alice,2,28676064,232,0.0503,0.6765,4.875,0.1409,,,,111,61,0.142,0.501,0.004
alice,2,28676064,233,0.0956,0.5176,4.7778,0.1404,,,,113,64,0.13,0.418,0.005
alice,2,28676064,234,0.1271,0.6233,5.3514,0.1399,,,,110,58,0.131,0.422,0.004
alice,2,28676064,235,0.1502,0.6747,5.439,0.1393,,,,113,60,0.129,0.468,0.005
alice,2,28676064,236,0.1454,0.8491,5.7778,0.1388,,,,116,40,0.168,0.619,0.005
alice,2,28676064,237,0.0942,0.8321,5.6667,0.1383,,,,112,48,0.143,0.432,0.004
alice,2,28676064,238,0.1884,0.8706,5.6122,0.1378,,,,114,38,0.155,0.443,0.004
alice,2,28676064,239,0.1248,0.8041,5.4118,0.1373,,,,118,44,0.159,0.517,0.004
alice,2,28676064,240,0.1646,0.7632,5.2,0.1368,,,,114,52,0.14,0.731,0.003
alice,2,28676064,241,0.1519,0.6912,4.52,0.1363,,,,125,49,0.16,0.474,0.003
alice,2,28676064,242,0.1539,0.7131,5.0,0.1358,,,,118,45,0.163,0.531,0.004
alice,2,28676064,243,0.1278,0.7232,5.1905,0.1354,,,,122,44,0.144,0.492,0.003
alice,2,28676064,244,0.0371,0.7668,5.2632,0.1349,,,,103,56,0.123,0.41,0.004
alice,2,28676064,245,0.1019,0.5753,5.1944,0.1344,,,,112,70,0.122,0.601,0.003
alice,2,28676064,246,0.0538,0.5964,4.9706,0.134,,,,106,69,0.104,0.432,0.003
alice,2,28676064,247,0.1177,0.7024,5.1163,0.1335,,,,112,53,0.132,0.438,0.003
alice,2,28676064,248,0.1462,0.6774,5.0,0.1331,,,,121,49,0.144,0.642,0.004
alice,2,28676064,249,0.0774,0.6355,5.2564,0.1326,,,,108,55,0.138,0.81,0.003
alice,2,28676064,250,0.0832,0.6632,4.8,0.1326,,,,112,59,0.127,0.477,0.004
alice,2,28676064,251,0.1905,0.5491,4.9,0.1326,,,,114,73,0.127,0.483,0.003
alice,2,28676064,252,0.0658,0.6947,4.8043,0.1326,,,,108,59,0.129,0.557,0.004
alice,2,28676064,253,0.1357,0.6576,4.8776,0.1326,,,,113,64,0.124,0.5,0.004
alice,2,28676064,254,0.1375,0.5615,5.1905,0.1326,,,,113,66,0.128,0.491,0.003
alice,2,28676064,255,0.1321,0.4995,5.2188,0.1326,,,,101,87,0.108,0.447,0.002
alice,2,28676064,256,0.0903,0.6022,5.0,0.1326,,,,106,74,0.114,0.506,0.003
alice,2,28676064,257,0.105,0.6155,5.093,0.1326,,,,106,73,0.119,0.422,0.003
alice,2,28676064,258,0.108,0.5587,4.5319,0.1326,,,,113,74,0.108,0.385,0.003
alice,2,28676064,259,0.1097,0.6202,4.6735,0.1326,,,,107,73,0.112,0.534,0.002
alice,2,28676064,260,0.1591,0.5281,4.6905,0.1326,,,,110,83,0.112,0.447,0.003
alice,2,28676064,261,0.1618,0.5781,4.3673,0.1326,,,,115,63,0.124,0.451,0.003
alice,2,28676064,262,0.0838,0.5455,4.55,0.1326,,,,116,69,0.126,0.582,0.003
alice,2,28676064,263,0.083,0.5833,4.2143,0.1326,,,,118,56,0.139,0.486,0.003
alice,2,28676064,264,0.1103,0.5467,4.7143,0.1326,,,,102,76,0.106,0.399,0.003
alice,2,28676064,265,0.103,0.6832,5.1489,0.1326,,,,117,60,0.126,0.455,0.003
alice,2,28676064,266,0.1435,0.6056,4.7209,0.1326,,,,111,71,0.118,0.399,0.003
alice,2,28676064,267,0.1045,0.5904,4.9474,0.1326,,,,111,66,0.125,0.464,0.003
alice,2,28676064,268,0.0901,0.563,5.1892,0.1326,,,,102,72,0.119,0.406,0.003
alice,2,28676064,269,0.1474,0.5489,4.7442,0.1326,,,,110,74,0.113,0.47,0.003
alice,2,28676064,270,0.1103,0.5626,5.1026,0.1326,,,,101,82,0.106,0.415,0.003
alice,2,28676064,271,0.0786,0.4424,4.75,0.1326,,,,109,94,0.09,0.383,0.002
alice,2,28676064,272,0.128,0.5445,4.3721,0.1326,,,,108,76,0.104,0.399,0.002
alice,2,28676064,273,0.0883,0.4642,5.0645,0.1326,,,,104,94,0.109,0.683,0.003
alice,2,28676064,274,0.0805,0.6399,4.5556,0.1326,,,,110,68,0.118,0.42,0.003
alice,2,28676064,275,0.1355,0.5822,5.0,0.1326,,,,112,72,0.11,0.599,0.002
alice,2,28676064,276,0.1074,0.5731,5.1026,0.1326,,,,104,82,0.105,0.6,0.003
alice,2,28676064,277,0.0879,0.5616,5.0789,0.1326,,,,103,85,0.107,0.351,0.003
alice,2,28676064,278,0.1349,0.3828,4.0556,0.1326,,,,98,102,0.091,0.454,0.002
