pushes,success,goal_x,goal_y,goal_z,goal_yaw,final_x,final_y,final_z,err_pos,err_rot
3,False,0.119,0.471,0.02,0.35,0.017,0.524,0.0,0.116,2.756
3,False,0.079,0.575,0.02,0.013,0.074,0.592,0.0,0.027,2.883
3,False,0.148,0.332,0.02,2.279,-0.178,0.579,0.0,0.41,1.315
3,False,0.376,0.622,0.02,1.738,-0.019,0.493,0.0,0.416,2.322
3,False,0.267,0.312,0.02,0.351,0.079,0.467,0.0,0.245,2.181
3,False,0.22,0.659,0.02,3.837,-0.0,0.5,0.0,0.272,0.692
3,False,-0.311,0.369,0.02,5.731,0.005,0.513,0.0,0.348,2.66
3,False,-0.018,0.469,0.02,0.289,-0.0,0.5,-0.0,0.041,2.853
3,False,0.255,0.587,0.02,4.341,0.227,0.826,-0.0,0.241,0.433
3,False,-0.133,0.671,0.02,2.062,-0.158,0.515,0.0,0.16,0.123
3,False,0.063,0.372,0.02,3.182,0.006,0.523,-0.0,0.163,0.346
3,False,0.288,0.459,0.02,2.357,-0.083,0.505,-0.0,0.374,0.027
3,False,-0.354,0.59,0.02,5.215,-0.042,0.501,0.0,0.325,2.968
3,False,0.223,0.469,0.02,1.395,-0.034,0.234,-0.0,0.349,1.441
3,False,-0.218,0.57,0.02,1.062,-0.013,0.572,0.0,0.206,1.751
3,False,0.042,0.445,0.02,3.845,0.169,0.704,-0.0,0.29,0.555
3,False,-0.028,0.558,0.02,5.375,0.0,0.5,0.0,0.068,2.233
3,False,0.375,0.336,0.02,5.251,0.061,0.561,0.0,0.387,2.153
3,False,-0.348,0.59,0.02,1.922,-0.0,0.5,0.0,0.36,1.221
3,False,-0.001,0.485,0.02,4.139,-0.209,0.607,0.0,0.242,0.47
3,False,0.022,0.31,0.02,4.822,-0.0,0.5,0.0,0.193,1.678
3,False,-0.124,0.459,0.02,2.636,-0.0,0.5,-0.0,0.132,0.507
3,False,-0.373,0.431,0.02,4.446,-0.067,0.558,-0.0,0.331,0.273
3,False,-0.397,0.641,0.02,3.679,-0.0,0.5,-0.0,0.421,0.536
3,False,0.012,0.498,0.02,6.204,-0.0,0.5,-0.0,0.024,3.062
3,False,0.238,0.345,0.02,4.436,0.031,0.413,-0.0,0.219,0.003
3,False,0.045,0.382,0.02,1.8,0.049,0.483,0.0,0.103,1.125
3,False,-0.229,0.479,0.02,0.075,0.159,0.482,0.0,0.389,2.561
3,False,0.197,0.616,0.02,0.969,0.015,0.509,0.0,0.213,1.656
3,False,0.203,0.364,0.02,0.512,0.057,0.401,0.0,0.152,1.921
3,False,0.14,0.491,0.02,4.062,-0.165,0.527,0.0,0.307,1.662
3,False,-0.048,0.63,0.02,2.111,-0.0,0.5,-0.0,0.14,1.031
3,False,0.316,0.314,0.02,4.17,-0.044,0.579,0.0,0.448,0.041
3,False,0.357,0.521,0.02,1.156,0.046,0.505,0.0,0.312,2.52
3,False,-0.001,0.384,0.02,5.181,-0.042,0.456,-0.0,0.085,1.846
3,False,-0.199,0.553,0.02,1.67,-0.001,0.5,0.0,0.206,1.48
3,False,0.134,0.448,0.02,5.527,0.023,0.499,-0.0,0.124,2.066
3,False,-0.32,0.625,0.02,5.931,0.052,0.601,0.0,0.373,2.447
3,False,-0.041,0.588,0.02,2.215,-0.005,0.601,0.0,0.043,0.516
3,False,-0.056,0.312,0.02,6.08,0.023,0.322,0.0,0.082,2.786
3,False,-0.369,0.634,0.02,6.091,0.007,0.516,0.0,0.395,2.806
3,False,-0.183,0.409,0.02,1.394,0.024,0.436,0.0,0.21,0.828
3,False,-0.246,0.696,0.02,0.362,-0.0,0.5,0.0,0.315,2.782
3,False,0.067,0.697,0.02,5.061,0.013,0.431,0.0,0.272,0.9
3,False,-0.216,0.363,0.02,3.618,-0.17,0.415,-0.0,0.072,0.614
3,False,-0.08,0.587,0.02,2.099,-0.0,0.5,-0.0,0.12,1.043
3,False,0.244,0.629,0.02,5.549,0.1,0.454,-0.0,0.227,2.426
3,False,0.369,0.482,0.02,5.883,0.186,0.401,0.0,0.201,2.549
3,False,-0.107,0.504,0.02,6.103,-0.034,0.587,0.0,0.112,3.012
3,False,0.186,0.364,0.02,2.967,-0.0,0.5,-0.0,0.231,0.175
3,False,-0.385,0.586,0.02,3.832,-0.016,0.596,0.0,0.37,0.386
3,False,-0.019,0.47,0.02,6.233,0.1,0.448,0.0,0.123,2.691
3,False,-0.278,0.443,0.02,0.051,-0.0,0.5,0.0,0.284,3.093
3,False,0.172,0.652,0.02,5.615,0.209,0.419,0.0,0.236,2.212
3,False,0.337,0.668,0.02,0.979,0.106,0.508,0.0,0.281,2.944
3,False,-0.061,0.547,0.02,3.944,-0.006,0.527,-0.0,0.062,1.404
3,False,0.076,0.597,0.02,5.335,0.09,0.621,0.0,0.034,0.702
3,False,0.225,0.498,0.02,0.496,-0.024,0.511,0.0,0.25,2.338
3,False,-0.288,0.388,0.02,3.639,0.0,0.5,0.0,0.31,0.497
3,False,0.142,0.513,0.02,1.019,-0.013,0.479,0.0,0.16,2.351
3,False,0.188,0.468,0.02,2.096,0.093,0.474,-0.0,0.098,0.22
3,False,-0.015,0.407,0.02,2.698,-0.145,0.437,0.0,0.135,0.242
3,False,-0.106,0.507,0.02,5.242,0.057,0.518,0.0,0.165,2.928
3,False,-0.105,0.586,0.02,4.251,-0.173,0.555,0.0,0.078,1.112
3,False,-0.06,0.339,0.02,6.19,-0.0,0.5,0.0,0.173,3.046
3,False,0.27,0.486,0.02,2.51,0.164,0.562,0.0,0.132,0.051
3,False,-0.362,0.639,0.02,2.532,-0.102,0.299,0.0,0.428,0.26
3,False,0.312,0.437,0.02,2.534,0.063,0.517,-0.0,0.262,1.128
3,False,0.249,0.69,0.02,3.024,-0.0,0.5,0.0,0.314,0.12
3,False,-0.325,0.625,0.02,1.27,-0.004,0.517,0.0,0.339,1.659
3,False,-0.161,0.413,0.02,3.955,-0.045,0.575,0.0,0.2,0.103
3,False,-0.291,0.353,0.02,3.892,0.174,0.392,0.0,0.467,1.677
3,False,0.123,0.589,0.02,1.001,0.219,0.391,0.0,0.221,1.939
3,False,0.254,0.343,0.02,5.735,-0.0,0.5,0.0,0.3,2.591
3,False,-0.157,0.312,0.02,2.916,-0.0,0.5,0.0,0.246,0.229
3,False,-0.08,0.37,0.02,4.334,0.002,0.499,0.0,0.154,1.188
3,False,-0.096,0.553,0.02,4.85,0.067,0.494,0.0,0.175,2.031
3,False,-0.342,0.526,0.02,5.146,0.201,0.492,0.0,0.544,0.276
3,False,0.372,0.649,0.02,0.662,0.15,0.415,-0.0,0.323,2.479
3,False,0.096,0.632,0.02,3.563,-0.01,0.491,0.0,0.177,0.364
3,False,-0.161,0.447,0.02,3.152,0.096,0.504,0.0,0.264,0.292
3,False,0.287,0.685,0.02,4.578,-0.0,0.5,-0.0,0.342,1.435
3,False,0.043,0.346,0.02,0.975,0.107,0.46,0.0,0.133,2.811
3,False,-0.316,0.351,0.02,5.374,0.191,0.683,0.0,0.606,2.222
3,False,-0.172,0.692,0.02,0.599,-0.002,0.502,0.0,0.256,2.518
3,False,0.254,0.38,0.02,5.151,0.135,0.413,0.0,0.125,1.429
3,False,0.022,0.429,0.02,0.012,-0.359,0.625,-0.0,0.428,2.398
3,False,-0.21,0.678,0.02,4.84,0.01,0.639,-0.0,0.224,0.895
3,False,0.264,0.378,0.02,3.1,-0.019,0.477,-0.0,0.3,0.475
3,False,0.362,0.424,0.02,1.182,-0.0,0.5,-0.0,0.37,1.96
3,False,-0.388,0.328,0.02,4.435,0.002,0.507,0.0,0.429,1.177
3,False,0.183,0.357,0.02,1.826,-0.028,0.553,0.0,0.289,1.92
3,False,-0.395,0.523,0.02,0.724,0.018,0.479,0.0,0.415,2.93
3,False,-0.264,0.468,0.02,0.62,0.121,0.577,0.063,0.402,2.013
3,False,-0.004,0.424,0.02,0.458,-0.0,0.5,0.0,0.079,2.686
3,False,0.312,0.608,0.02,0.647,0.009,0.509,0.0,0.32,2.39
3,False,0.281,0.609,0.02,5.472,-0.183,0.399,0.0,0.51,0.897
3,False,-0.089,0.486,0.02,2.724,0.064,0.611,0.0,0.198,1.219
3,False,-0.044,0.642,0.02,5.012,-0.167,0.47,0.0,0.212,1.696
3,False,0.209,0.447,0.02,5.704,-0.0,0.5,0.0,0.217,2.559
3,False,-0.058,0.337,0.02,3.27,0.04,0.5,0.0,0.191,0.049
3,False,0.25,0.642,0.02,1.213,0.069,0.563,-0.0,0.199,2.006
3,False,-0.246,0.592,0.02,6.22,-0.366,0.753,0.0,0.203,2.078
3,False,-0.367,0.301,0.02,5.66,0.124,0.503,-0.0,0.532,1.023
3,False,0.181,0.325,0.02,1.318,-0.004,0.459,0.0,0.229,2.352
3,False,0.183,0.461,0.02,0.952,0.173,0.619,0.0,0.16,0.99
3,False,-0.38,0.557,0.02,4.584,0.04,0.511,0.0,0.423,1.264
3,False,0.009,0.506,0.02,3.195,0.077,0.497,0.0,0.072,0.056
3,False,0.306,0.628,0.02,5.805,0.099,0.422,0.0,0.294,2.467
3,False,0.233,0.483,0.02,4.173,-0.0,0.5,-0.0,0.234,1.031
3,False,-0.173,0.616,0.02,3.103,-0.0,0.5,0.0,0.209,0.041
3,False,0.024,0.689,0.02,4.44,0.004,0.454,0.0,0.238,1.87
3,False,0.368,0.437,0.02,1.88,-0.266,0.504,0.0,0.637,1.396
3,False,0.262,0.48,0.02,1.221,0.168,0.52,0.0,0.104,1.996
3,False,-0.298,0.499,0.02,2.473,-0.026,0.35,-0.0,0.311,0.552
3,False,-0.034,0.47,0.02,1.197,0.013,0.489,0.0,0.055,1.771
3,False,-0.266,0.521,0.02,3.706,0.12,0.456,0.0,0.392,0.565
3,False,-0.384,0.491,0.02,1.204,-0.021,0.493,0.0,0.364,1.665
3,False,-0.242,0.496,0.02,4.054,0.219,0.46,0.0,0.463,0.658
3,False,0.041,0.694,0.02,1.473,0.003,0.6,0.0,0.104,1.661
3,False,-0.295,0.693,0.02,4.646,0.026,0.482,0.0,0.384,1.771
3,False,-0.354,0.673,0.02,1.841,-0.0,0.503,-0.0,0.393,1.163
3,False,-0.4,0.635,0.02,1.05,-0.006,0.418,-0.0,0.45,2.669
3,False,-0.098,0.426,0.02,3.293,-0.0,0.5,-0.0,0.124,0.151
3,False,-0.188,0.699,0.02,2.639,-0.035,0.546,0.0,0.217,0.078
3,False,-0.262,0.693,0.02,4.484,0.028,0.63,0.0,0.298,1.488
3,False,-0.371,0.688,0.02,1.942,0.035,0.553,-0.0,0.429,1.285
3,False,0.295,0.662,0.02,3.326,0.177,0.491,0.0,0.208,0.077
3,False,-0.094,0.667,0.02,1.433,0.219,0.326,-0.0,0.463,1.705
3,False,0.233,0.42,0.02,5.099,-0.0,0.5,-0.0,0.247,1.955
3,False,0.196,0.515,0.02,1.611,-0.111,0.6,0.0,0.32,3.096
3,False,0.123,0.672,0.02,2.977,0.014,0.504,0.0,0.201,0.176
3,False,-0.257,0.454,0.02,0.087,0.028,0.508,0.0,0.291,2.59
3,False,0.23,0.314,0.02,2.294,-0.034,0.428,0.0,0.289,1.08
3,False,-0.25,0.683,0.02,1.311,0.173,0.347,0.0,0.541,2.942
3,False,-0.318,0.644,0.02,3.212,-0.186,0.279,-0.0,0.388,0.012
3,False,-0.129,0.355,0.02,2.872,-0.019,0.403,-0.0,0.122,1.34
3,False,0.134,0.576,0.02,0.715,0.15,0.555,0.063,0.05,1.571
3,False,0.028,0.47,0.02,6.276,0.002,0.549,0.0,0.086,2.241
3,False,-0.273,0.395,0.02,5.675,-0.113,0.533,0.0,0.213,1.168
3,False,-0.055,0.622,0.02,0.787,-0.0,0.502,0.0,0.133,2.307
3,False,0.38,0.467,0.02,5.018,0.033,0.589,0.0,0.368,2.919
3,False,0.198,0.569,0.02,1.119,0.003,0.488,0.0,0.213,1.928
3,False,-0.287,0.515,0.02,6.275,-0.011,0.415,0.0,0.294,2.267
3,False,0.344,0.653,0.02,0.576,-0.102,0.463,0.0,0.485,2.542
3,False,-0.364,0.648,0.02,5.984,0.095,0.504,0.0,0.481,1.679
3,False,-0.192,0.598,0.02,1.752,0.031,0.514,0.0,0.238,1.467
3,False,-0.196,0.631,0.02,1.557,0.005,0.513,0.0,0.235,1.702
3,False,-0.013,0.63,0.02,4.546,0.141,0.49,0.0,0.21,2.275
3,False,-0.075,0.302,0.02,2.035,0.127,0.636,-0.0,0.391,0.107
3,False,0.351,0.572,0.02,3.669,-0.0,0.5,-0.0,0.359,0.526
3,False,-0.274,0.589,0.02,3.641,-0.075,0.667,0.0,0.215,0.44
3,False,0.223,0.441,0.02,3.333,0.078,0.645,0.0,0.251,0.616
3,False,-0.043,0.56,0.02,0.175,0.025,0.515,0.0,0.084,2.425
3,False,0.295,0.307,0.02,2.87,0.0,0.5,0.0,0.353,0.272
3,False,-0.205,0.401,0.02,1.039,0.242,0.376,-0.0,0.448,0.35
3,False,-0.269,0.385,0.02,1.141,0.349,0.35,0.0,0.619,2.113
3,False,0.154,0.524,0.02,4.048,-0.0,0.5,-0.0,0.157,0.906
3,False,0.229,0.404,0.02,5.497,-0.005,0.498,-0.0,0.252,2.44
3,False,-0.211,0.485,0.02,6.152,0.026,0.521,0.0,0.24,3.053
3,False,-0.223,0.592,0.02,3.727,0.018,0.502,0.0,0.257,1.505
3,False,0.364,0.643,0.02,4.0,-0.0,0.5,-0.0,0.392,0.857
3,False,0.193,0.442,0.02,2.051,0.229,0.592,0.0,0.155,0.284
3,False,0.255,0.416,0.02,3.239,0.066,0.652,-0.0,0.303,0.139
3,False,-0.155,0.477,0.02,4.986,-0.0,0.5,0.0,0.158,1.842
3,False,-0.009,0.334,0.02,3.652,0.034,0.482,0.0,0.155,0.592
3,False,0.028,0.446,0.02,0.421,0.0,0.5,0.0,0.064,2.72
3,False,-0.188,0.617,0.02,1.021,-0.081,0.386,0.0,0.255,2.335
3,False,-0.371,0.336,0.02,1.666,0.042,0.435,0.0,0.425,2.765
3,False,-0.07,0.435,0.02,4.902,0.028,0.486,0.0,0.112,1.847
3,False,0.29,0.521,0.02,2.501,-0.01,0.564,0.0,0.304,0.96
3,False,-0.108,0.575,0.02,2.046,0.386,0.177,0.0,0.635,0.891
3,False,-0.043,0.54,0.02,1.989,-0.052,0.43,0.0,0.112,0.246
3,False,0.165,0.395,0.02,5.601,0.113,0.616,0.0,0.228,0.097
3,False,0.027,0.609,0.02,4.515,0.006,0.515,0.0,0.098,1.313
3,False,-0.245,0.447,0.02,5.916,-0.003,0.492,0.0,0.248,3.101
3,False,0.066,0.652,0.02,4.079,-0.002,0.505,0.0,0.163,0.867
3,False,0.19,0.632,0.02,0.229,-0.167,0.349,-0.0,0.456,2.61
3,False,0.019,0.42,0.02,3.263,-0.014,0.52,0.0,0.107,0.477
3,False,0.192,0.609,0.02,4.043,-0.0,0.5,-0.0,0.222,0.901
3,False,0.055,0.353,0.02,2.041,-0.119,0.734,0.0,0.42,0.1
3,False,-0.393,0.455,0.02,0.331,-0.0,0.5,-0.0,0.396,2.812
3,False,0.187,0.509,0.02,4.469,0.109,0.229,0.0,0.291,0.846
3,False,0.284,0.576,0.02,0.487,-0.068,0.605,-0.0,0.353,1.794
3,False,0.168,0.319,0.02,4.884,-0.257,0.442,0.0,0.443,1.681
3,False,0.356,0.618,0.02,4.431,-0.022,0.74,0.0,0.398,0.122
3,False,-0.14,0.637,0.02,0.259,-0.077,0.757,0.0,0.137,2.718
3,False,-0.055,0.382,0.02,5.111,-0.071,0.396,0.0,0.029,1.658
3,False,-0.394,0.587,0.02,0.686,-0.0,0.5,-0.0,0.404,2.458
3,False,0.153,0.442,0.02,0.929,0.037,0.461,0.0,0.119,0.594
3,False,-0.011,0.655,0.02,4.237,-0.162,0.7,0.0,0.159,1.187
3,False,-0.031,0.398,0.02,3.746,-0.241,0.764,0.0,0.422,1.218
3,False,0.359,0.513,0.02,4.029,0.025,0.569,0.0,0.339,0.299
3,False,0.249,0.652,0.02,6.096,-0.183,0.6,0.189,0.466,1.326
3,False,0.355,0.396,0.02,2.498,-0.001,0.553,0.0,0.389,1.296
1,False,-0.236,0.318,0.02,6.206,-0.007,0.416,0.06,0.252,3.077
3,False,-0.236,0.415,0.02,5.218,0.059,0.446,0.0,0.297,3.122
3,False,-0.278,0.693,0.02,5.138,-0.002,0.535,0.0,0.319,1.42
3,False,-0.231,0.438,0.02,4.128,0.002,0.5,-0.0,0.242,1.005
3,False,0.23,0.665,0.02,5.405,0.001,0.457,0.0,0.31,2.786
3,False,-0.216,0.602,0.02,1.988,0.143,0.469,0.0,0.384,1.422
3,False,0.318,0.357,0.02,3.902,0.116,0.66,-0.0,0.365,1.121
3,False,-0.22,0.402,0.02,5.474,-0.0,0.5,0.0,0.242,2.33
3,False,-0.284,0.67,0.02,5.076,-0.123,0.632,0.0,0.167,0.707
3,False,0.025,0.642,0.02,0.03,0.18,0.54,0.0,0.187,2.66
3,False,-0.115,0.63,0.02,1.339,0.027,0.438,-0.0,0.24,2.834
3,False,0.31,0.411,0.02,0.733,0.081,0.473,-0.0,0.237,3.054
3,False,-0.093,0.36,0.02,3.723,-0.004,0.492,0.0,0.16,0.457
3,False,0.032,0.588,0.02,0.943,-0.023,0.43,0.0,0.169,2.79
3,False,0.381,0.696,0.02,5.769,-0.053,0.488,0.0,0.481,2.898
3,False,0.353,0.305,0.02,3.752,0.009,0.509,0.0,0.4,0.711
3,False,-0.373,0.64,0.02,2.989,-0.0,0.5,0.0,0.399,0.155
3,False,0.173,0.684,0.02,3.674,-0.005,0.478,0.0,0.273,0.316
3,False,0.281,0.62,0.02,5.036,-0.215,0.446,0.0,0.526,2.082
3,False,0.048,0.429,0.02,1.197,-0.0,0.499,-0.0,0.087,1.893
3,False,-0.114,0.401,0.02,4.242,-0.082,0.54,0.0,0.144,0.619
3,False,-0.27,0.488,0.02,2.238,0.011,0.5,0.0,0.282,0.739
3,False,-0.034,0.562,0.02,1.741,-0.026,0.56,0.0,0.022,1.143
3,False,-0.301,0.532,0.02,2.597,0.015,0.498,-0.0,0.319,0.512
3,False,0.014,0.331,0.02,2.195,-0.017,0.508,0.0,0.181,1.295
3,False,0.253,0.34,0.02,0.075,0.204,0.537,-0.0,0.203,2.523
3,False,-0.143,0.32,0.02,6.275,-0.016,0.478,0.0,0.204,3.057
3,False,-0.023,0.301,0.02,1.566,-0.0,0.5,-0.0,0.201,1.576
3,False,0.13,0.403,0.02,2.912,0.009,0.502,0.0,0.158,0.184
3,False,0.32,0.388,0.02,1.677,0.024,0.514,-0.0,0.323,1.355
3,False,0.222,0.449,0.02,2.989,-0.274,0.554,0.0,0.507,1.258
3,False,-0.351,0.473,0.02,4.104,0.041,0.399,0.0,0.399,1.723
3,False,0.143,0.678,0.02,5.639,0.043,0.548,0.215,0.255,2.176
3,False,0.227,0.377,0.02,4.8,-0.0,0.5,-0.0,0.259,1.657
3,False,0.148,0.652,0.02,0.068,-0.185,0.34,0.0,0.457,1.877
3,False,0.031,0.413,0.02,3.503,-0.045,0.493,0.0,0.112,0.755
3,False,0.237,0.663,0.02,0.355,-0.031,0.447,-0.0,0.344,2.886
3,False,-0.25,0.473,0.02,6.006,0.134,0.436,0.0,0.387,2.29
3,False,-0.043,0.681,0.02,0.275,0.133,0.358,0.0,0.368,0.661
3,False,0.02,0.572,0.02,5.129,0.016,0.506,0.0,0.069,1.877
3,False,0.229,0.36,0.02,2.441,-0.091,0.486,0.0,0.344,0.907
3,False,-0.077,0.609,0.02,0.086,0.042,0.498,0.0,0.165,2.963
3,False,0.32,0.562,0.02,1.809,0.023,0.286,-0.0,0.406,0.003
3,False,0.191,0.475,0.02,6.106,0.054,0.439,0.0,0.143,1.285
3,False,-0.028,0.357,0.02,1.967,0.08,0.626,0.0,0.29,2.485
3,False,-0.333,0.327,0.02,1.872,0.018,0.505,0.0,0.394,1.225
3,False,0.383,0.385,0.02,1.19,0.007,0.496,-0.0,0.393,1.791
3,False,-0.233,0.501,0.02,4.111,0.005,0.506,0.0,0.238,0.707
3,False,-0.166,0.332,0.02,0.426,0.058,0.518,0.0,0.292,3.011
3,False,0.339,0.321,0.02,2.953,0.014,0.504,0.0,0.374,0.191
3,False,0.066,0.672,0.02,5.6,-0.0,0.5,-0.0,0.185,2.458
3,False,0.305,0.407,0.02,3.161,0.062,0.64,0.0,0.337,0.243
3,False,0.252,0.34,0.02,3.82,-0.21,0.637,0.0,0.55,1.362
3,False,-0.261,0.7,0.02,1.664,-0.025,0.459,0.0,0.337,2.048
3,False,-0.355,0.446,0.02,1.144,-0.012,0.209,-0.0,0.417,1.987
3,False,0.153,0.633,0.02,6.21,0.157,0.662,-0.0,0.035,2.611
3,False,-0.13,0.594,0.02,5.184,-0.0,0.5,-0.0,0.162,2.041
3,False,0.155,0.655,0.02,0.178,0.366,0.511,-0.0,0.256,3.001
3,False,0.36,0.388,0.02,1.428,0.509,0.377,0.0,0.15,2.226
3,False,-0.011,0.413,0.02,5.826,-0.011,0.399,0.0,0.024,2.528
3,False,0.02,0.633,0.02,5.083,-0.0,0.5,-0.0,0.137,1.941
3,False,-0.045,0.461,0.02,0.944,-0.146,0.414,0.0,0.113,2.109
3,False,-0.25,0.46,0.02,6.008,-0.042,0.59,0.0,0.246,3.109
3,False,0.35,0.507,0.02,2.355,-0.0,0.5,-0.0,0.351,0.787
3,False,0.033,0.567,0.02,3.34,0.019,0.504,0.0,0.068,0.143
3,False,0.336,0.628,0.02,1.933,0.016,0.634,0.0,0.322,1.151
3,False,-0.212,0.497,0.02,1.731,-0.13,0.444,-0.0,0.1,2.664
3,False,0.092,0.624,0.02,4.321,0.018,0.502,0.0,0.144,0.892
3,False,0.287,0.656,0.02,1.051,0.166,0.411,0.0,0.274,0.243
3,False,-0.378,0.595,0.02,2.349,0.07,0.302,0.0,0.536,0.322
3,False,0.142,0.389,0.02,2.723,0.041,0.524,0.0,0.17,0.006
3,False,0.255,0.573,0.02,4.879,0.132,0.562,0.0,0.124,2.08
3,False,-0.308,0.625,0.02,2.864,0.162,0.398,0.0,0.523,0.981
3,False,0.048,0.524,0.02,5.563,0.079,0.466,0.0,0.069,2.324
3,False,0.386,0.655,0.02,2.144,0.064,0.462,0.0,0.376,0.205
3,False,0.153,0.307,0.02,5.404,-0.043,0.578,0.0,0.335,2.511
3,False,-0.197,0.329,0.02,5.137,-0.017,0.398,0.0,0.194,1.269
3,False,0.292,0.452,0.02,0.679,0.025,0.514,0.0,0.275,1.984
3,False,0.208,0.41,0.02,3.983,-0.0,0.5,-0.0,0.227,0.839
3,False,0.138,0.54,0.02,5.483,0.146,0.564,-0.0,0.032,2.814
3,False,0.088,0.442,0.02,2.816,-0.0,0.5,0.0,0.108,0.327
3,False,-0.206,0.573,0.02,0.92,0.27,0.464,0.0,0.489,2.272
3,False,-0.371,0.614,0.02,2.263,-0.0,0.5,-0.0,0.388,0.879
3,False,0.059,0.613,0.02,0.737,-0.0,0.5,-0.0,0.129,2.406
3,False,-0.14,0.512,0.02,0.86,0.108,0.708,-0.0,0.317,1.039
3,False,-0.29,0.618,0.02,3.054,0.193,0.34,0.0,0.558,1.386
3,False,-0.395,0.7,0.02,2.087,0.052,0.528,-0.0,0.479,0.918
3,False,0.076,0.385,0.02,4.764,-0.011,0.427,-0.0,0.098,0.818
3,False,-0.28,0.659,0.02,5.83,0.035,0.492,0.0,0.357,2.791
3,False,-0.124,0.309,0.02,3.27,-0.262,0.582,0.0,0.306,0.84
3,False,-0.171,0.604,0.02,1.521,-0.0,0.5,0.0,0.2,1.624
3,False,0.074,0.396,0.02,0.247,-0.0,0.5,-0.0,0.129,2.895
3,False,0.274,0.416,0.02,1.238,-0.036,0.472,0.0,0.316,2.052
3,False,-0.065,0.468,0.02,3.063,-0.0,0.5,-0.0,0.075,0.08
3,False,0.003,0.553,0.02,4.732,-0.146,0.599,0.0,0.157,1.077
3,False,-0.315,0.357,0.02,5.879,-0.0,0.5,-0.0,0.347,2.737
3,False,-0.277,0.625,0.02,4.234,-0.001,0.51,0.0,0.3,0.581
3,False,0.178,0.439,0.02,5.065,-0.317,0.325,-0.0,0.508,2.013
3,False,0.191,0.322,0.02,5.426,0.139,0.608,0.0,0.292,2.698
3,False,-0.396,0.351,0.02,1.238,-0.0,0.5,0.0,0.423,1.906
3,False,-0.123,0.655,0.02,0.434,-0.012,0.273,0.0,0.398,2.715
3,False,-0.037,0.693,0.02,5.395,-0.053,0.332,0.0,0.361,2.801
3,False,0.191,0.644,0.02,0.417,-0.0,0.5,-0.0,0.24,2.726
3,False,-0.287,0.387,0.02,0.977,0.082,0.529,0.0,0.396,1.264
3,False,-0.237,0.346,0.02,1.868,0.082,0.49,0.0,0.351,1.007
3,False,-0.322,0.359,0.02,5.664,-0.0,0.5,-0.0,0.352,2.521
3,False,-0.217,0.617,0.02,0.934,-0.311,0.527,0.0,0.131,2.232
3,False,0.221,0.673,0.02,2.327,-0.054,0.385,0.0,0.398,1.339
3,False,0.085,0.498,0.02,2.164,0.001,0.489,0.0,0.087,1.229
3,False,-0.287,0.488,0.02,6.147,0.0,0.5,0.0,0.288,3.006
3,False,0.03,0.684,0.02,2.225,-0.052,0.503,0.0,0.2,0.78
3,False,0.222,0.311,0.02,2.431,0.086,0.303,0.0,0.138,0.589
3,False,0.24,0.652,0.02,3.166,0.098,0.639,-0.0,0.144,0.607
3,False,-0.363,0.608,0.02,3.188,0.001,0.5,0.0,0.38,0.069
3,False,-0.195,0.647,0.02,0.959,-0.0,0.5,-0.0,0.245,2.183
3,False,-0.315,0.349,0.02,4.121,-0.0,0.462,-0.0,0.335,1.366
3,False,0.133,0.543,0.02,3.193,0.051,0.407,0.0,0.16,1.384
3,False,0.277,0.657,0.02,4.979,-0.0,0.5,0.0,0.319,1.834
3,False,-0.022,0.572,0.02,3.359,-0.0,0.277,0.0,0.296,1.574
3,False,-0.061,0.697,0.02,1.406,0.024,0.514,0.0,0.202,1.25
3,False,-0.022,0.641,0.02,5.936,0.028,0.415,0.0,0.232,1.558
3,False,-0.267,0.575,0.02,1.458,0.0,0.5,0.0,0.278,1.684
3,False,0.307,0.625,0.02,5.513,-0.036,0.583,0.0,0.346,1.908
3,False,-0.387,0.365,0.02,1.177,-0.01,0.508,0.0,0.404,2.25
3,False,-0.183,0.69,0.02,2.934,0.06,0.51,0.0,0.303,0.812
3,False,0.177,0.525,0.02,4.775,0.017,0.425,-0.0,0.19,2.31
3,False,0.126,0.394,0.02,0.255,0.023,0.506,0.0,0.154,2.857
3,False,-0.051,0.343,0.02,2.61,0.004,0.505,0.0,0.172,0.654
3,False,0.024,0.337,0.02,3.191,0.195,0.315,0.0,0.174,0.392
3,False,-0.394,0.665,0.02,0.246,0.182,0.216,0.0,0.731,1.493
3,False,0.009,0.689,0.02,4.353,0.02,0.509,0.0,0.181,1.739
3,False,-0.24,0.46,0.02,5.481,-0.009,0.723,0.0,0.35,3.008
3,False,0.031,0.535,0.02,1.294,-0.074,0.462,-0.0,0.129,1.885
3,False,0.174,0.539,0.02,4.087,0.059,0.391,0.0,0.188,0.229
3,False,-0.35,0.411,0.02,5.613,0.034,0.543,0.0,0.406,1.866
3,False,-0.204,0.614,0.02,5.202,0.117,0.394,-0.0,0.389,2.061
3,False,-0.122,0.644,0.02,3.026,-0.052,0.451,0.0,0.206,0.29
3,False,0.301,0.527,0.02,1.682,0.133,0.785,0.0,0.308,1.547
3,False,0.314,0.548,0.02,5.331,-0.023,0.561,0.0,0.338,2.506
3,False,0.172,0.655,0.02,2.681,-0.059,0.439,-0.0,0.317,1.115
3,False,-0.184,0.625,0.02,4.098,0.007,0.503,0.0,0.228,0.859
3,False,-0.302,0.61,0.02,3.992,0.022,0.473,0.0,0.352,1.024
3,False,0.142,0.328,0.02,6.123,-0.018,0.543,0.0,0.269,2.631
