pushes,success,goal_x,goal_y,goal_z,goal_yaw,final_x,final_y,final_z,err_pos,err_rot
3,False,-0.384,0.432,0.02,5.618,-0.256,0.788,0.0,0.379,2.05
3,False,-0.275,0.471,0.02,0.863,0.146,0.668,-0.0,0.465,2.551
3,False,0.172,0.685,0.02,0.178,-0.081,0.655,0.0,0.256,2.454
3,False,-0.126,0.437,0.02,5.411,0.055,0.38,0.0,0.192,2.527
3,False,0.387,0.377,0.02,0.628,-0.139,0.609,0.201,0.602,2.843
3,False,-0.242,0.595,0.02,0.788,0.012,0.549,0.0,0.259,0.84
3,False,-0.33,0.684,0.02,0.241,0.032,0.572,0.0,0.38,3.068
3,False,0.011,0.461,0.02,3.635,-0.012,0.488,0.0,0.041,0.23
3,False,-0.056,0.388,0.02,0.774,-0.0,0.5,0.0,0.127,2.37
3,False,0.217,0.369,0.02,4.301,0.007,0.504,0.0,0.251,0.971
3,False,0.074,0.489,0.02,3.236,-0.07,0.392,0.0,0.174,2.485
3,False,-0.13,0.381,0.02,4.564,0.023,0.551,-0.0,0.229,1.377
3,False,0.185,0.36,0.02,3.27,-0.306,0.242,0.0,0.506,0.136
3,False,0.231,0.315,0.02,2.501,-0.028,0.376,0.0,0.267,0.819
3,False,-0.064,0.603,0.02,3.08,0.024,0.501,-0.0,0.136,0.052
3,False,-0.171,0.687,0.02,4.172,-0.154,0.27,0.0,0.418,1.475
3,False,-0.188,0.332,0.02,5.728,0.348,0.447,0.0,0.548,1.888
2,False,0.068,0.656,0.02,6.113,0.145,0.655,0.108,0.117,2.295
3,False,-0.112,0.332,0.02,0.897,0.032,0.558,0.0,0.269,1.391
3,False,-0.1,0.628,0.02,3.35,0.004,0.511,-0.0,0.157,0.13
3,False,-0.056,0.657,0.02,5.638,0.001,0.618,0.0,0.072,2.666
3,False,-0.169,0.379,0.02,4.364,-0.318,0.468,0.0,0.175,1.143
3,False,0.033,0.419,0.02,0.177,-0.043,0.454,0.0,0.085,2.728
3,False,0.339,0.447,0.02,1.92,0.016,0.504,-0.0,0.329,1.167
3,False,-0.242,0.441,0.02,3.519,0.352,0.319,-0.0,0.607,0.778
3,False,-0.123,0.385,0.02,0.81,0.082,0.59,0.0,0.29,2.527
3,False,0.333,0.656,0.02,6.196,-0.009,0.413,-0.0,0.42,2.079
3,False,-0.128,0.65,0.02,0.769,-0.056,0.626,0.0,0.079,1.921
3,False,-0.315,0.588,0.02,3.767,0.01,0.546,-0.0,0.328,1.166
3,False,-0.23,0.659,0.02,0.016,0.086,0.654,0.0,0.317,3.14
3,False,0.106,0.376,0.02,1.715,-0.014,0.628,0.0,0.28,2.673
3,False,0.017,0.43,0.02,4.707,0.183,0.443,0.0,0.167,0.6
3,False,-0.379,0.558,0.02,3.121,0.02,0.513,0.0,0.402,0.302
3,False,-0.091,0.415,0.02,0.836,0.078,0.468,0.0,0.178,2.306
3,False,-0.334,0.624,0.02,1.35,0.081,0.353,-0.0,0.496,1.909
3,False,0.092,0.584,0.02,2.109,0.172,0.336,0.0,0.261,0.627
3,False,-0.018,0.548,0.02,0.855,0.029,0.597,0.0,0.07,2.54
3,False,0.058,0.414,0.02,0.292,-0.132,0.617,0.0,0.278,1.43
3,False,0.025,0.606,0.02,0.506,-0.003,0.5,-0.0,0.112,2.629
3,False,-0.372,0.665,0.02,1.869,-0.005,0.422,0.0,0.44,1.364
3,False,0.249,0.607,0.02,4.262,0.038,0.275,-0.0,0.394,1.742
3,False,0.293,0.618,0.02,1.503,0.132,0.383,0.0,0.286,1.306
3,False,-0.063,0.385,0.02,3.019,0.043,0.392,0.0,0.108,0.048
3,False,-0.012,0.39,0.02,5.917,0.033,0.447,0.0,0.076,2.628
3,False,0.048,0.58,0.02,1.253,-0.0,0.5,-0.0,0.096,1.889
3,False,-0.126,0.399,0.02,4.626,-0.22,0.72,-0.0,0.335,1.967
3,False,-0.269,0.338,0.02,5.562,-0.0,0.5,0.0,0.314,2.418
3,False,-0.341,0.6,0.02,1.883,0.016,0.497,-0.0,0.371,1.404
3,False,-0.362,0.493,0.02,1.145,0.012,0.498,0.0,0.375,2.005
3,False,-0.13,0.612,0.02,0.959,0.013,0.484,0.0,0.192,2.416
3,False,-0.25,0.373,0.02,5.589,0.174,0.654,0.0,0.509,1.491
3,False,0.205,0.47,0.02,2.353,0.004,0.503,0.0,0.205,0.635
3,False,0.034,0.691,0.02,4.599,0.0,0.5,0.0,0.195,1.457
3,False,-0.199,0.399,0.02,0.115,0.202,0.597,-0.0,0.448,3.01
3,False,0.189,0.586,0.02,4.22,0.329,0.638,0.0,0.15,0.824
3,False,-0.198,0.675,0.02,2.61,0.09,0.566,-0.0,0.308,0.078
3,False,-0.128,0.618,0.02,0.888,0.078,0.468,0.0,0.256,1.26
3,False,-0.205,0.353,0.02,4.383,-0.009,0.575,0.0,0.297,0.135
2,False,-0.294,0.38,0.02,4.897,0.416,0.41,0.063,0.712,2.307
3,False,-0.304,0.659,0.02,4.386,0.106,0.307,-0.0,0.541,2.507
3,False,-0.292,0.383,0.02,1.006,-0.122,0.523,0.0,0.222,2.339
3,False,0.104,0.365,0.02,0.734,-0.12,0.562,0.0,0.299,3.05
3,False,0.012,0.608,0.02,1.237,0.034,0.604,0.0,0.03,3.111
3,False,-0.131,0.411,0.02,0.426,0.0,0.5,0.0,0.16,2.715
3,False,-0.385,0.354,0.02,0.398,-0.124,0.565,-0.0,0.336,2.42
3,False,0.059,0.641,0.02,5.915,0.136,0.544,0.0,0.126,2.802
3,False,0.118,0.461,0.02,4.145,0.146,0.488,0.0,0.043,1.666
3,False,-0.107,0.323,0.02,3.672,0.009,0.509,0.0,0.22,0.635
3,False,0.061,0.661,0.02,1.765,-0.033,0.702,-0.0,0.105,1.874
3,False,0.358,0.457,0.02,0.604,0.038,0.528,-0.0,0.329,2.761
3,False,0.085,0.636,0.02,4.471,0.181,0.401,0.0,0.255,1.348
3,False,-0.003,0.655,0.02,0.992,0.002,0.495,0.0,0.161,2.063
3,False,0.166,0.438,0.02,0.976,0.028,0.506,0.0,0.156,2.146
3,False,-0.358,0.595,0.02,2.742,0.001,0.5,0.0,0.372,0.406
3,False,-0.041,0.69,0.02,0.177,0.018,0.498,-0.0,0.202,3.035
3,False,-0.196,0.593,0.02,0.789,0.184,0.584,0.0,0.38,2.264
3,False,-0.323,0.517,0.02,3.457,-0.312,0.697,-0.0,0.181,0.379
3,False,0.146,0.381,0.02,5.816,0.154,0.721,0.0,0.341,2.353
3,False,0.253,0.593,0.02,0.912,0.208,0.384,0.0,0.215,0.088
3,False,-0.035,0.573,0.02,1.276,-0.026,0.463,-0.0,0.112,1.367
3,False,0.255,0.408,0.02,1.113,-0.005,0.51,0.0,0.28,2.019
3,False,-0.007,0.388,0.02,2.255,0.002,0.467,0.0,0.083,0.502
3,False,-0.345,0.404,0.02,3.928,0.159,0.743,0.0,0.608,0.846
2,False,-0.011,0.353,0.02,1.758,-0.184,0.552,0.192,0.314,3.055
3,False,0.289,0.445,0.02,4.401,0.25,0.26,0.0,0.189,1.097
3,False,0.008,0.509,0.02,3.357,-0.124,0.442,0.0,0.15,1.969
3,False,0.253,0.456,0.02,2.34,-0.188,0.583,-0.0,0.459,1.453
3,False,0.333,0.611,0.02,3.994,-0.079,0.432,-0.0,0.449,0.157
3,False,-0.16,0.361,0.02,0.038,0.004,0.479,-0.0,0.203,2.997
3,False,-0.276,0.551,0.02,1.96,-0.0,0.5,0.0,0.281,1.185
3,False,0.284,0.388,0.02,1.686,0.132,0.337,-0.0,0.162,2.546
3,False,0.366,0.421,0.02,5.867,0.024,0.47,-0.0,0.345,2.722
3,False,0.014,0.325,0.02,4.885,0.004,0.503,0.0,0.179,1.772
3,False,0.278,0.431,0.02,6.021,0.024,0.5,0.0,0.264,2.695
3,False,-0.043,0.365,0.02,2.683,-0.048,0.574,0.0,0.21,1.9
3,False,-0.159,0.422,0.02,2.797,0.024,0.506,0.0,0.203,0.345
3,False,0.228,0.567,0.02,1.387,0.0,0.506,0.0,0.236,1.52
3,False,-0.302,0.491,0.02,1.323,0.05,0.492,0.0,0.352,0.979
3,False,0.111,0.62,0.02,1.161,-0.0,0.5,-0.0,0.165,1.981
3,False,0.245,0.613,0.02,3.141,-0.191,0.622,0.0,0.436,0.506
3,False,0.163,0.63,0.02,4.282,-0.062,0.673,0.0,0.23,0.651
3,False,-0.099,0.627,0.02,3.349,-0.223,0.667,0.0,0.132,1.111
3,False,-0.185,0.651,0.02,2.034,0.005,0.664,0.0,0.191,0.282
3,False,-0.024,0.373,0.02,0.451,-0.001,0.499,0.0,0.13,2.688
3,False,0.243,0.492,0.02,0.761,0.051,0.479,0.0,0.193,1.981
3,False,-0.309,0.693,0.02,6.027,0.171,0.803,0.0,0.492,2.382
3,False,0.138,0.544,0.02,2.66,-0.01,0.518,0.0,0.152,0.777
3,False,-0.361,0.688,0.02,5.035,-0.051,0.62,0.0,0.318,0.64
3,False,0.269,0.544,0.02,5.539,-0.162,0.527,0.0,0.432,3.009
3,False,0.332,0.467,0.02,5.578,-0.059,0.491,0.0,0.393,3.034
3,False,-0.364,0.638,0.02,1.948,0.084,0.456,0.0,0.484,2.483
3,False,0.344,0.343,0.02,4.675,0.115,0.381,-0.0,0.233,1.518
3,False,-0.221,0.44,0.02,3.86,-0.095,0.61,0.0,0.212,0.264
3,False,0.312,0.619,0.02,0.914,-0.099,0.431,0.0,0.452,1.269
3,False,-0.371,0.598,0.02,4.725,-0.013,0.534,0.0,0.364,1.783
3,False,0.092,0.442,0.02,1.228,0.0,0.5,0.0,0.111,1.913
3,False,-0.113,0.357,0.02,0.609,0.0,0.539,-0.0,0.216,3.051
3,False,-0.321,0.688,0.02,2.018,-0.003,0.621,0.0,0.326,1.274
3,False,-0.368,0.526,0.02,1.987,-0.0,0.5,0.0,0.369,1.157
3,False,-0.122,0.597,0.02,0.808,-0.0,0.5,-0.0,0.157,2.334
3,False,0.142,0.424,0.02,2.768,-0.0,0.5,-0.0,0.163,0.375
3,False,0.302,0.355,0.02,5.926,-0.0,0.5,0.0,0.336,2.782
3,False,-0.14,0.462,0.02,1.608,-0.022,0.511,0.0,0.129,1.589
3,False,-0.012,0.403,0.02,0.967,0.127,0.382,0.0,0.142,2.624
3,False,-0.059,0.549,0.02,4.637,0.051,0.165,-0.0,0.399,1.216
3,False,0.114,0.362,0.02,3.167,-0.006,0.449,0.0,0.149,0.652
3,False,0.143,0.335,0.02,2.413,-0.283,0.556,0.0,0.48,0.377
3,False,0.194,0.39,0.02,4.061,-0.201,0.301,0.0,0.405,0.836
3,False,-0.05,0.52,0.02,4.754,0.038,0.482,0.0,0.098,0.9
3,False,0.004,0.378,0.02,5.675,0.014,0.501,0.0,0.125,2.534
3,False,-0.169,0.483,0.02,1.934,-0.0,0.5,-0.0,0.171,1.208
3,False,0.193,0.394,0.02,0.529,-0.088,0.513,0.0,0.305,1.308
3,False,-0.285,0.461,0.02,3.821,0.122,0.653,0.0,0.45,0.988
3,False,-0.121,0.44,0.02,5.817,-0.037,0.74,0.0,0.312,0.798
3,False,0.004,0.33,0.02,0.98,0.498,0.557,0.0,0.544,2.334
3,False,0.174,0.399,0.02,1.538,0.108,0.594,0.0,0.207,2.073
3,False,0.237,0.413,0.02,1.25,-0.149,0.681,0.0,0.47,1.879
3,False,-0.122,0.559,0.02,3.52,-0.015,0.569,0.0,0.11,0.843
3,False,0.013,0.37,0.02,0.101,-0.006,0.467,0.0,0.101,2.787
3,False,-0.254,0.509,0.02,3.415,0.033,0.543,0.0,0.29,0.668
3,False,-0.232,0.514,0.02,2.988,-0.152,0.582,-0.0,0.107,0.153
3,False,0.103,0.633,0.02,2.519,0.097,0.522,0.0,0.113,1.374
1,False,-0.226,0.367,0.02,3.665,-0.048,0.599,0.098,0.302,2.566
3,False,-0.16,0.69,0.02,5.862,-0.153,0.451,0.0,0.24,2.995
3,False,0.148,0.497,0.02,5.312,0.079,0.515,0.0,0.074,1.812
3,False,-0.366,0.607,0.02,2.644,-0.057,0.214,0.0,0.501,1.665
3,False,-0.27,0.581,0.02,2.514,0.085,0.666,0.0,0.366,0.231
3,False,-0.196,0.622,0.02,1.605,0.012,0.502,0.0,0.241,1.474
3,False,-0.39,0.491,0.02,2.245,-0.083,0.418,0.0,0.317,0.344
3,False,-0.168,0.453,0.02,4.047,0.109,0.449,0.0,0.278,0.522
3,False,-0.324,0.625,0.02,0.232,-0.053,0.408,0.0,0.347,2.185
3,False,0.392,0.389,0.02,0.004,-0.015,0.556,0.0,0.441,2.684
3,False,0.029,0.36,0.02,1.451,0.039,0.533,0.0,0.174,1.782
3,False,0.029,0.585,0.02,6.256,-0.0,0.5,-0.0,0.092,3.113
3,False,-0.031,0.609,0.02,4.902,-0.0,0.507,0.0,0.108,1.66
3,False,-0.156,0.425,0.02,6.215,0.164,0.438,0.0,0.321,2.475
3,False,-0.023,0.557,0.02,5.899,-0.0,0.5,0.0,0.064,2.755
3,False,0.079,0.691,0.02,5.881,0.056,0.455,0.0,0.238,2.719
3,False,0.243,0.683,0.02,5.421,0.07,0.504,0.0,0.25,2.789
3,False,0.38,0.406,0.02,1.689,-0.018,0.593,0.0,0.44,0.892
3,False,-0.242,0.366,0.02,6.083,0.148,0.563,0.0,0.437,1.376
3,False,0.012,0.595,0.02,0.289,0.041,0.512,-0.0,0.091,2.76
3,False,0.392,0.51,0.02,0.793,0.022,0.529,0.0,0.372,2.827
3,False,0.314,0.497,0.02,0.998,0.031,0.499,0.0,0.283,2.506
3,False,-0.221,0.574,0.02,0.58,-0.0,0.5,0.0,0.234,2.564
3,False,0.29,0.677,0.02,4.423,0.144,0.416,0.0,0.299,1.228
3,False,-0.142,0.684,0.02,4.094,-0.04,0.446,0.0,0.26,0.952
3,False,0.165,0.435,0.02,5.674,-0.001,0.5,-0.0,0.179,2.534
3,False,0.282,0.565,0.02,2.469,-0.0,0.5,-0.0,0.29,0.675
3,False,-0.045,0.405,0.02,1.604,0.133,0.464,0.0,0.189,0.886
3,False,0.043,0.631,0.02,0.353,0.128,0.444,0.0,0.206,1.382
3,False,-0.266,0.568,0.02,2.685,0.197,0.632,0.0,0.467,1.69
3,False,-0.133,0.314,0.02,4.897,0.109,0.433,0.0,0.27,0.79
3,False,-0.247,0.367,0.02,2.454,-0.295,0.502,0.0,0.145,1.074
3,False,0.281,0.58,0.02,3.214,-0.124,0.638,0.0,0.41,0.796
3,False,-0.232,0.429,0.02,0.792,0.007,0.515,0.0,0.254,2.547
3,False,-0.31,0.366,0.02,5.47,-0.144,0.305,0.0,0.178,0.18
3,False,-0.385,0.608,0.02,4.639,-0.046,0.692,0.0,0.35,0.58
3,False,-0.233,0.362,0.02,1.828,0.003,0.457,-0.0,0.255,0.552
3,False,0.371,0.332,0.02,2.59,-0.054,0.213,0.0,0.441,0.717
3,False,0.197,0.528,0.02,6.163,0.0,0.5,0.0,0.2,3.022
3,False,0.344,0.392,0.02,1.004,-0.019,0.265,0.0,0.385,3.062
3,False,0.349,0.523,0.02,1.936,0.018,0.496,0.0,0.333,1.303
3,False,0.214,0.31,0.02,2.866,-0.0,0.5,0.0,0.287,0.278
3,False,0.381,0.401,0.02,2.173,0.064,0.53,0.0,0.343,1.074
3,False,-0.2,0.598,0.02,2.585,0.244,0.352,0.0,0.508,0.679
3,False,0.112,0.607,0.02,1.342,0.013,0.492,-0.0,0.153,1.68
3,False,-0.036,0.365,0.02,3.657,0.009,0.51,0.0,0.153,0.461
3,False,0.399,0.423,0.02,4.995,0.002,0.553,0.0,0.417,2.25
3,False,-0.282,0.677,0.02,1.563,0.013,0.371,0.0,0.426,1.724
3,False,-0.055,0.686,0.02,5.086,-0.261,0.531,0.0,0.258,1.386
3,False,-0.382,0.605,0.02,1.736,-0.0,0.5,0.0,0.396,1.409
3,False,0.008,0.622,0.02,0.14,0.079,0.518,0.0,0.128,2.815
3,False,-0.338,0.637,0.02,1.176,0.092,0.481,-0.0,0.458,1.514
3,False,-0.395,0.563,0.02,2.314,0.214,0.257,-0.0,0.682,0.846
3,False,0.319,0.59,0.02,5.274,-0.0,0.5,-0.0,0.332,2.132
3,False,0.229,0.33,0.02,5.15,-0.184,0.442,0.0,0.428,2.483
3,False,0.258,0.481,0.02,5.627,-0.019,0.457,-0.0,0.278,2.003
3,False,0.006,0.544,0.02,4.165,0.158,0.388,0.0,0.219,0.687
3,False,-0.251,0.309,0.02,2.225,-0.0,0.5,0.0,0.316,0.92
3,False,0.033,0.654,0.02,2.64,0.061,0.519,0.0,0.14,0.661
3,False,0.096,0.335,0.02,1.969,-0.003,0.562,0.0,0.248,2.162
3,False,0.033,0.687,0.02,5.397,-0.0,0.5,-0.0,0.191,2.255
3,False,-0.219,0.628,0.02,2.906,0.006,0.513,0.0,0.254,0.226
3,False,-0.195,0.41,0.02,2.934,-0.016,0.466,-0.0,0.189,1.01
3,False,0.034,0.459,0.02,2.192,-0.153,0.57,0.0,0.218,2.328
3,False,0.088,0.373,0.02,1.482,-0.0,0.5,-0.0,0.156,1.661
3,False,0.319,0.599,0.02,2.762,-0.225,0.385,0.0,0.585,0.714
3,False,-0.028,0.468,0.02,1.535,-0.097,0.601,0.0,0.151,2.504
3,False,0.055,0.539,0.02,1.317,0.0,0.511,0.0,0.065,1.926
3,False,-0.394,0.305,0.02,2.771,-0.02,0.499,0.0,0.421,0.136
3,False,0.186,0.519,0.02,1.195,-0.0,0.5,0.0,0.188,1.95
3,False,-0.338,0.391,0.02,3.324,-0.431,0.347,0.1,0.13,1.571
3,False,-0.384,0.617,0.02,5.855,-0.075,0.52,0.0,0.325,3.029
3,False,0.046,0.505,0.02,1.639,0.0,0.5,0.0,0.051,1.503
3,False,0.247,0.565,0.02,2.173,0.176,0.511,0.0,0.092,2.218
3,False,-0.034,0.689,0.02,2.252,0.092,0.418,0.0,0.299,0.991
3,False,0.204,0.409,0.02,0.331,-0.004,0.366,0.0,0.214,2.583
3,False,0.335,0.399,0.02,2.722,-0.072,0.662,-0.0,0.486,0.35
3,False,-0.131,0.323,0.02,3.842,-0.0,0.5,-0.0,0.221,0.699
3,False,0.257,0.452,0.02,3.176,0.112,0.408,0.0,0.153,1.941
3,False,-0.01,0.689,0.02,2.307,0.015,0.507,-0.0,0.184,0.843
3,False,-0.203,0.441,0.02,0.378,0.029,0.505,0.0,0.241,3.081
3,False,-0.052,0.556,0.02,3.5,-0.001,0.5,0.0,0.078,0.351
3,False,0.221,0.379,0.02,5.265,-0.011,0.684,0.0,0.384,3.126
3,False,0.323,0.359,0.02,2.828,0.015,0.501,-0.0,0.341,0.405
3,False,0.232,0.462,0.02,4.384,0.202,0.425,0.0,0.051,1.126
3,False,0.055,0.628,0.02,0.879,-0.057,0.495,-0.0,0.175,2.571
3,False,0.136,0.642,0.02,5.006,0.08,0.451,-0.0,0.2,1.297
3,False,-0.36,0.413,0.02,2.405,0.085,0.586,-0.0,0.478,1.026
3,False,0.173,0.535,0.02,3.407,0.003,0.53,-0.0,0.172,0.682
3,False,0.378,0.56,0.02,2.39,0.234,0.403,0.0,0.214,1.82
3,False,0.049,0.417,0.02,0.253,-0.221,0.271,0.0,0.307,2.889
3,False,0.301,0.442,0.02,2.379,0.011,0.468,-0.0,0.292,0.399
3,False,0.007,0.695,0.02,5.718,0.108,0.54,0.0,0.186,3.116
3,False,-0.252,0.427,0.02,3.303,0.0,0.5,0.0,0.263,0.161
3,False,-0.181,0.428,0.02,0.608,0.023,0.509,0.0,0.22,2.674
3,False,-0.169,0.366,0.02,1.132,0.012,0.51,0.0,0.232,1.886
3,False,0.124,0.502,0.02,3.891,-0.036,0.447,0.0,0.17,0.868
3,False,0.171,0.32,0.02,3.444,-0.404,0.551,-0.0,0.619,0.419
3,False,-0.031,0.588,0.02,0.495,0.013,0.511,0.0,0.091,2.468
3,False,0.132,0.323,0.02,5.496,-0.137,0.427,0.0,0.289,3.037
3,False,-0.209,0.695,0.02,5.508,0.003,0.514,-0.0,0.28,2.481
3,False,-0.229,0.618,0.02,0.621,-0.008,0.602,0.0,0.223,2.219
3,False,-0.196,0.644,0.02,3.848,-0.061,0.408,0.0,0.273,1.321
3,False,-0.131,0.454,0.02,0.612,0.064,0.527,0.0,0.209,2.115
3,False,0.187,0.315,0.02,5.221,-0.018,0.425,0.0,0.234,2.042
3,False,-0.071,0.528,0.02,2.199,0.048,0.532,0.0,0.121,0.561
3,False,0.045,0.335,0.02,5.819,0.142,0.56,0.0,0.246,2.539
3,False,0.116,0.343,0.02,1.718,-0.044,0.21,0.0,0.209,2.005
3,False,-0.343,0.569,0.02,1.123,0.105,0.689,0.0,0.464,2.301
3,False,-0.384,0.538,0.02,0.467,0.249,0.407,0.0,0.647,1.409
3,False,-0.186,0.521,0.02,3.077,0.122,0.547,0.0,0.31,0.905
3,False,0.358,0.621,0.02,3.92,0.122,0.447,-0.0,0.294,2.52
3,False,-0.398,0.638,0.02,0.741,-0.281,0.262,0.0,0.395,2.414
3,False,-0.01,0.503,0.02,0.388,-0.083,0.546,0.0,0.088,1.526
3,False,-0.364,0.468,0.02,0.567,0.0,0.5,0.0,0.366,2.574
3,False,-0.175,0.37,0.02,1.23,-0.11,0.779,0.0,0.414,2.624
3,False,0.165,0.544,0.02,3.82,0.497,0.385,0.0,0.369,0.092
3,False,-0.362,0.457,0.02,0.917,-0.005,0.51,0.0,0.362,2.236
3,False,0.155,0.621,0.02,2.818,0.046,0.478,-0.0,0.181,0.725
3,False,-0.029,0.307,0.02,5.035,0.004,0.504,0.0,0.201,1.923
3,False,0.173,0.419,0.02,1.011,0.097,0.496,0.0,0.11,1.022
3,False,-0.036,0.374,0.02,2.463,0.006,0.436,0.0,0.078,0.189
3,False,0.356,0.605,0.02,1.266,0.016,0.547,0.0,0.346,2.154
3,False,-0.39,0.691,0.02,0.007,-0.162,0.548,0.0,0.269,3.05
3,False,-0.034,0.663,0.02,2.468,0.028,0.523,0.0,0.154,0.551
3,False,-0.102,0.339,0.02,2.746,0.029,0.506,0.0,0.214,0.732
3,False,-0.239,0.486,0.02,3.238,0.055,0.63,-0.0,0.328,1.694
3,False,0.361,0.421,0.02,1.71,0.056,0.22,0.0,0.366,2.426
3,False,-0.024,0.559,0.02,1.953,-0.016,0.392,0.0,0.168,1.952
3,False,0.322,0.543,0.02,2.751,-0.0,0.5,-0.0,0.325,0.391
3,False,0.204,0.574,0.02,1.054,-0.038,0.535,0.0,0.247,2.58
3,False,0.392,0.555,0.02,4.883,0.0,0.5,0.0,0.397,1.742
3,False,-0.359,0.59,0.02,3.77,-0.195,0.354,0.0,0.288,0.601
3,False,0.254,0.506,0.02,2.214,-0.14,0.256,0.0,0.467,0.928
3,False,0.155,0.403,0.02,5.563,0.225,0.307,-0.0,0.121,2.283
3,False,-0.133,0.569,0.02,0.753,0.134,0.199,0.0,0.456,2.917
3,False,0.223,0.561,0.02,1.093,0.032,0.483,-0.0,0.207,0.526
3,False,0.363,0.302,0.02,0.048,0.051,0.489,-0.0,0.364,2.122
3,False,-0.237,0.674,0.02,0.676,0.1,0.338,0.0,0.476,1.612
3,False,0.117,0.601,0.02,3.124,0.157,0.384,0.0,0.222,0.076
3,False,-0.098,0.663,0.02,6.11,0.106,0.79,-0.0,0.241,2.831
3,False,-0.123,0.542,0.02,2.4,0.012,0.594,-0.0,0.146,1.791
3,False,-0.07,0.48,0.02,3.754,0.014,0.504,0.0,0.089,0.611
3,False,-0.289,0.31,0.02,5.391,-0.068,0.395,0.0,0.237,2.904
3,False,0.305,0.371,0.02,3.406,0.011,0.507,0.0,0.325,0.54
3,False,0.195,0.341,0.02,0.547,-0.0,0.5,0.0,0.253,2.598
3,False,0.109,0.545,0.02,3.123,-0.02,0.554,0.0,0.131,0.38
3,False,0.241,0.62,0.02,1.141,-0.001,0.506,0.0,0.268,2.113
3,False,-0.087,0.64,0.02,4.386,0.014,0.47,0.0,0.199,1.265
3,False,0.399,0.5,0.02,0.812,0.027,0.666,0.0,0.408,2.143
3,False,-0.172,0.41,0.02,0.079,-0.056,0.438,0.0,0.121,2.468
3,False,0.008,0.685,0.02,1.939,0.002,0.501,0.0,0.185,1.113
3,False,-0.13,0.672,0.02,1.529,-0.047,0.596,0.0,0.114,1.891
3,False,0.208,0.474,0.02,0.87,-0.01,0.499,-0.0,0.22,2.155
3,False,0.151,0.581,0.02,4.818,0.214,0.36,0.0,0.231,1.326
3,False,0.317,0.376,0.02,3.933,-0.016,0.501,0.0,0.357,0.513
3,False,0.135,0.525,0.02,4.274,-0.0,0.5,0.0,0.139,1.13
3,False,0.01,0.367,0.02,0.622,-0.001,0.484,0.0,0.119,2.806
3,False,-0.238,0.561,0.02,0.924,0.051,0.626,-0.0,0.297,2.857
3,False,0.077,0.488,0.02,4.243,0.041,0.508,0.0,0.045,1.004
3,False,-0.315,0.572,0.02,3.885,0.002,0.456,-0.0,0.338,0.603
3,False,0.052,0.544,0.02,3.92,-0.106,0.423,0.0,0.199,0.288
3,False,-0.34,0.664,0.02,5.257,0.037,0.55,0.0,0.394,2.242
3,False,-0.237,0.625,0.02,1.194,0.004,0.581,0.0,0.246,2.566
3,False,-0.383,0.345,0.02,2.088,-0.0,0.5,0.0,0.413,1.056
3,False,0.34,0.513,0.02,1.463,0.069,0.464,0.0,0.276,0.657
3,False,-0.193,0.683,0.02,0.721,-0.015,0.48,0.0,0.27,3.045
3,False,-0.258,0.432,0.02,1.615,-0.149,0.291,0.0,0.18,1.853
3,False,0.178,0.376,0.02,6.235,-0.05,0.597,-0.0,0.318,2.867
3,False,-0.156,0.508,0.02,3.705,0.012,0.49,-0.0,0.17,0.756
3,False,-0.316,0.657,0.02,0.318,0.119,0.556,0.0,0.447,2.473
3,False,0.109,0.543,0.02,4.705,-0.053,0.525,0.0,0.164,0.588
3,False,0.327,0.659,0.02,0.523,-0.075,0.633,0.0,0.404,2.656
3,False,-0.006,0.635,0.02,0.522,0.0,0.5,0.0,0.137,2.62
3,False,0.296,0.316,0.02,3.152,0.201,0.543,0.0,0.247,0.337
3,False,-0.394,0.696,0.02,2.247,0.0,0.502,-0.0,0.44,0.92
3,False,-0.297,0.484,0.02,5.825,0.087,0.355,-0.0,0.406,1.677
3,False,-0.254,0.592,0.02,5.865,0.075,0.54,0.0,0.334,3.097
3,False,-0.342,0.631,0.02,6.003,0.052,0.431,0.0,0.443,2.154
3,False,0.111,0.314,0.02,2.79,0.045,0.498,-0.0,0.196,0.373
3,False,0.082,0.662,0.02,5.242,0.194,0.247,0.0,0.43,2.804
3,False,-0.285,0.465,0.02,0.089,0.055,0.721,0.0,0.427,3.077
3,False,0.325,0.504,0.02,5.234,0.027,0.511,0.0,0.299,2.188
3,False,0.068,0.569,0.02,2.934,-0.147,0.448,0.0,0.248,0.448
3,False,0.028,0.332,0.02,4.637,0.112,0.55,0.0,0.234,1.475
3,False,0.308,0.367,0.02,1.776,-0.0,0.5,-0.0,0.336,1.366
3,False,-0.356,0.655,0.02,2.825,-0.155,0.308,0.0,0.402,1.267
3,False,-0.24,0.368,0.02,0.029,-0.295,0.37,0.0,0.058,1.827
3,False,-0.159,0.463,0.02,4.318,0.07,0.527,0.0,0.239,1.46
3,False,0.159,0.671,0.02,2.29,0.022,0.516,0.0,0.208,0.881
3,False,-0.049,0.374,0.02,4.066,0.336,0.217,0.0,0.416,1.596
3,False,0.168,0.304,0.02,6.114,0.071,0.493,-0.0,0.213,3.009
3,False,-0.197,0.663,0.02,0.758,0.079,0.603,0.0,0.283,1.762
3,False,0.301,0.478,0.02,0.053,0.018,0.519,-0.0,0.286,3.114
3,False,0.104,0.654,0.02,3.517,0.036,0.249,0.0,0.411,2.144
3,False,0.291,0.344,0.02,2.761,0.041,0.525,0.0,0.309,0.07
